Manufacturer Class,Code,Name Key,Short Name Key,Description Key,Logo,Logo Full Color,Logo Simplified White,Dashboard Canvas Config GUID,Building Blocks Style GUID,Audio Manufacturer Tag GUID,Light Amplification GUID,Record GUID,Record Path
Paint_Hull_B_White_Blue_Blue_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_Hull_B_White_Blue_Blue_Icon.tif,,,,,,,bdd71c07-6f1f-498d-91b7-7d1e80070dea,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_b_white_blue_blue_logo.xml
Paint_Hull_C_Black_Black_Gold_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Hull_C_Black_Black_Gold_Icon.tif,,,,,,,7edca381-e103-4240-b654-df9221c61208,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_c_black_black_gold_logo.xml
Paint_Hull_C_Blue_DarkBlue_Orange_Stripe_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Hull_C_AprilSubscriberFlair_Blue_DarkBlue_Orange_Icon.tif,,,,,,,aef24c06-622f-4706-8eea-17a30ab8e43c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_c_blue_darkblue_orange_stripe_logo.xml
Paint_Hull_C_Brown_Cream_Bronze_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Hull_C_Brown_Cream_Bronze_Icon.tif,,,,,,,c84509b1-e28a-4eb2-9b25-a7dfb204eaa5,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_c_brown_cream_bronze_logo.xml
Paint_Hull_C_DarkGreen_Grey_Red_Stripe_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Hull_C_AprilSubscriberFlair_DarkGreen_Grey_Red_Icon.tif,,,,,,,0c793674-ba8a-4ebe-a52c-176180167a15,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_c_darkgreen_grey_red_stripe_logo.xml
Paint_Hull_C_White_Black_Yellow_Logo,,manufacturer_NameMISC,,manufacturer_DescMISC,UI/SharedAssets/PaintColorLogos/Paint_Hull_C_White_Black_Yellow_Icon.tif,,,,,,,eb42a8bb-8fa3-4c7f-affb-87d4a2fb5bac,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hull_c_white_black_yellow_logo.xml
Paint_Hurricane_Fleetweek_Red_White_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Hurricane_Fleetweek_Red_White_Icon.tif,,,,,,,c36200c5-fc82-4110-95a2-b60e7cb09184,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hurricane_fleetweek_red_white_logo.xml
Paint_Hurricane_Fleetweek_Tan_Green_Tigerstripe_Logo,,manufacturer_NameACAS,,manufacturer_DescACAS,UI/SharedAssets/PaintColorLogos/Paint_Hurricane_Fleetweek_Tan_Green_Tigerstripe_Icon.tif,,,,,,,7b938b60-cdaf-4a9c-a3ff-16005287c4f6,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hurricane_fleetweek_tan_green_tigerstripe_logo.xml
Paint_Hurricane_IAE2950_Grey_Blue_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Hurricane_IAE2950_Grey_Blue_Icon.tif,,,,,,,78c87ae9-e09b-403c-9bb9-e28e399046e3,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hurricane_iae2950_grey_blue_logo.xml
Paint_Hurricane_IAE2950_Grey_White_Camo_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Hurricane_IAE2950_Grey_White_Camo_Icon.tif,,,,,,,c3b0060e-07d5-45b2-ad91-510a3f132532,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_hurricane_iae2950_grey_white_camo_logo.xml
Paint_Idris_Beige_Beige_Black_Shark_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Beige_Beige_Black_Shark.tif,,,,,,,789414e3-77e1-472a-b329-fb96ebd9a803,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_beige_beige_black_shark_logo.xml
Paint_Idris_Beige_Beige_Brown_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Beige_Beige_Brown.tif,,,,,,,e543000b-0a8c-4797-bd7c-958096115a32,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_beige_beige_brown_logo.xml
Paint_Idris_Black_Black_Black_Red_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Black_Black_Red.tif,,,,,,,b57a9517-4e74-472b-8ab8-491c8d903850,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_black_black_black_red_logo.xml
Paint_Idris_Blue_Blue_Black_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Blue_Blue_Black.tif,,,,,,,f9809f6c-7712-45c6-ae9a-f156087c689c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_blue_blue_black_logo.xml
Paint_Idris_Blue_Blue_Blue_Camo_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Blue_Blue_Camo.tif,,,,,,,c27f8ca8-5bba-4066-b5c6-0f72977a7e2e,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_blue_blue_blue_camo_logo.xml
Paint_Idris_Chrome_Chrome_Black_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Chrome_Chrome_Black.tif,,,,,,,d4a29f0d-bc3c-4594-8fa1-121a8328f646,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_chrome_chrome_black_logo.xml
Paint_Idris_FW2955_Grey_Black_Red_Camo_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_FW2955_Grey_Black_Red_Camo_Icon.tif,,,,,,,87e34380-b9b4-43f9-b215-ec1ecfbe8ff7,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_fw2955_grey_black_red_camo_logo.xml
Paint_Idris_Grey_Green_Tan_Camo_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/Paint_Idris_Grey_Green_Tan_Camo.tif,,,,,,,ba77c445-f29e-4a03-a174-d9571a741d70,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_idris_grey_green_tan_camo_logo.xml
Paint_Intrepid_Black_Blue_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_Black_Black_Blue_Icon.tif,,,,,,,f808de28-c6cc-42f3-b7bb-f1aa79edfab6,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_black_blue_logo.xml
Paint_Intrepid_Black_Gold_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_Black_Black_Gold_Icon.tif,,,,,,,a906ed82-99e6-444b-8b63-9c8ad62ce64f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_black_gold_logo.xml
Paint_Intrepid_Blue_Black_Gold_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI\SharedAssets\PaintColorLogos\paint_intrepid_blue_black_gold_icon.tif,,,,,,,97bb9845-3903-454c-8c95-717277683b67,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_blue_black_gold_logo.xml
Paint_Intrepid_Blue_White_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_Blue_Blue_White_Icon.tif,,,,,,,7f2b8653-8bd8-472b-8c5e-1ac18f959dde,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_blue_white_logo.xml
Paint_Intrepid_Green_Black_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_Green_Black_Green_Icon.tif,,,,,,,7fcaeea8-aeda-4275-8852-f5b56ed5635d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_green_black_logo.xml
Paint_Intrepid_Silver_Teal_White_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_Silver_Teal_White_Icon.tif,,,,,,,d3128cc3-2af0-4979-8813-b56e12df934b,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_silver_teal_white_logo.xml
Paint_Intrepid_White_Black_Red_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Intrepid_White_Black_Red_Icon.tif,,,,,,,9e048adc-cbd2-49d2-974a-a64305c3a20f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_intrepid_white_black_red_logo.xml
Paint_Ironclad_Beige_Beige_Beige_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/paint_ironclad_beige_beige_beige_icon.tif,,,,,,,ffe88b88-1dde-482d-a0f0-b7e54f13e988,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_ironclad_beige_beige_beige_logo.xml
Paint_Ironclad_Black_Black_Silver_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/paint_ironclad_assault_black_silver_black_icon.tif,,,,,,,ed09dff2-7e12-4c5c-b317-e5571e28e874,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_ironclad_black_black_silver_logo.xml
Paint_Ironclad_Cream_Silver_Silver_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/paint_ironclad_cream_silver_silver_icon.tif,,,,,,,29c8bc01-d9c9-4638-9e35-7778ef83e34f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_ironclad_cream_silver_silver_logo.xml
Paint_Ironclad_Metal_Metal_Yellow_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/paint_ironclad_metal_metal_yellow_icon.tif,,,,,,,03784d47-5f0e-4bab-9609-2ab99e502e5c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_ironclad_metal_metal_yellow_logo.xml
Paint_Ironclad_Olive_Olive_Yellow_Logo,,manufacturer_NameAEGS,,manufacturer_DescAEGS,UI/SharedAssets/PaintColorLogos/paint_ironclad_olive_olive_yellow_icon.tif,,,,,,,865ff53b-6080-4cbd-8536-f3e08aa6a414,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_ironclad_olive_olive_yellow_logo.xml
Paint_L22_Wolf_blue_red_white_Stripes_Logo,,manufacturer_NameKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_L22_Alpha_Wolf_blue_red_white.tif,,,,,,,fb0250f2-bcf7-4d71-aa46-ce33a3b1c4fc,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_l22_wolf_blue_red_white_stripes_logo.xml
Paint_L22_Wolf_green_yellow_white_Camo_Logo,,manufacturer_NameKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_L22_Alpha_Wolf_green_yellow_white.tif,,,,,,,23640c3c-d11e-46d3-87e3-64f049660aa5,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_l22_wolf_green_yellow_white_camo_logo.xml
Paint_L22_Wolf_grey_black_orange_Camo_Logo,,manufacturer_NameKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_L22_Alpha_Wolf_grey_black_orange.tif,,,,,,,c2dd657e-33dc-42f8-ba93-284a06ef1c41,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_l22_wolf_grey_black_orange_camo_logo.xml
Paint_L22_Wolf_silver_yellow_white_Stripes_Logo,,manufacturer_NameKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_L22_Alpha_silver_yellow_white.tif,,,,,,,34ae3ac6-4649-4f08-93e4-d972f0f44912,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_l22_wolf_silver_yellow_white_stripes_logo.xml
Paint_L22_Wolf_white_grey_white_Spots_Logo,,manufacturer_NameKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_L22_Alpha_Wolf_white_grey_white.tif,,,,,,,bb3b6f7c-bbdb-4512-81a4-c11c2ed727a6,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_l22_wolf_white_grey_white_spots_logo.xml
Paint_Lightning_BIS2954_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Lightning_bis2954_Icon.tif,,,,,,,e5becefd-0572-4e11-a552-cbb62038cb29,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_bis2954_logo.xml
Paint_Lightning_Black_Black_Green_Spec_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Lightning_Black_Black_Green_Spec_Icon.tif,,,,,,,40078910-20c6-4f7d-9698-8665b4ae0d70,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_black_black_green_spec_logo.xml
Paint_Lightning_IAE_Black_Green_Green_Commemorative_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Anvl_F8_Lightining_IAE_Black_Green_Green_Commemorative_Icon.tif,,,,,,,e76b15f7-91c1-4b23-84d1-b55ad9027469,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_iae_black_green_green_commemorative_logo.xml
Paint_Lightning_Lunar_2956_Red_Gold_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Lightning_lunar_2956_Icon.tif,,,,,,,02f0c434-2f5c-480b-9a05-3607627b3a99,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_lunar_2956_red_gold_logo.xml
Paint_Lightning_Lunar_2956_Red_Gold_Rat_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Lightning_lunar_2956_rat_Icon.tif,,,,,,,b6958903-d78d-48ff-bbd6-35c261cd9f3a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_lunar_2956_red_gold_rat_logo.xml
Paint_Lightning_Platinum_Logo,,manufacturer_NameANVL,,manufacturer_DescANVL,UI/SharedAssets/PaintColorLogos/Paint_Lightning_Platinum_Icon.tif,,,,,,,4df56538-499e-42ac-a877-79c27447eb37,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lightning_platinum_logo.xml
Paint_Lynx_Purple_Black_Gold_Logo,,item_NameLynx_Paint_Purple_Black_Gold,,item_DescLynx_Paint_Purple_Black_Gold,UI/SharedAssets/PaintColorLogos/Paint_Lynx_Purple_Black_Gold_Icon.tif,,,,,,,26bfc3ec-426d-4651-90c3-67f8253563d3,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lynx_purple_black_gold_logo.xml
Paint_Lynx_Silver_Black_Silver_Logo,,item_NameLynx_Paint_Silver_Black_Silver,,item_DescLynx_Paint_Silver_Black_Silver,UI/SharedAssets/PaintColorLogos/Paint_Lynx_Silver_Black_Silver_Icon.tif,,,,,,,6f04fca1-b6e8-4f6d-8cac-6014fa492012,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lynx_silver_black_silver_logo.xml
Paint_Lynx_White_Blue_Blue_Logo,,item_NameLynx_Paint_White_Blue_Blue,,item_DescLynx_Paint_White_Blue_Blue,UI/SharedAssets/PaintColorLogos/Paint_Lynx_White_Blue_Blue_Icon.tif,,,,,,,a89d539d-0a5e-46d0-99f4-29216464286c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_lynx_white_blue_blue_logo.xml
Paint_M50_IAE2950_Grey_Blue_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M50_IAE2950_Grey_Blue_Icon.tif,,,,,,,8dc16fb2-77a2-48c2-b577-1e7780735a77,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m50_iae2950_grey_blue_logo.xml
Paint_M50_IAE2950_Grey_White_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M50_IAE2950_Grey_White_Icon.tif,,,,,,,a0fd63fa-038f-400c-8007-bdfb3c6a1c7d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m50_iae2950_grey_white_logo.xml
Paint_M50_PirateWeek_Red_Black_Skull_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M50_Pirate_Red_Black_Icon.tif,,,,,,,c0723315-4430-4f7e-b3c8-e31690ae4ba4,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m50_pirateweek_red_black_skull_logo.xml
Paint_M50_Racing_Blue_Yellow_Yellow_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M50_Murrycup_Blue_Yellow_Yellow_Icon.tif,,,,,,,ee1ab8c8-06ae-404e-905c-b59cc8c5a777,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m50_racing_blue_yellow_yellow_logo.xml
Paint_M80_black_black_orange_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M80_Black_Black_Orange_Icon.tif,,,,,,,4894219a-64ef-411d-8299-9be182f3b804,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m80_black_black_orange_logo.xml
Paint_M80_black_darkgrey_lightgrey_camo_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M80_Black_DarkGrey_LightGrey_Camo_Icon.tif,,,,,,,6c019c4f-349e-480a-a32c-528fcd7e693d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m80_black_darkgrey_lightgrey_camo_logo.xml
Paint_M80_red_black_blue_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M80_Red_Black_Blue_Icon.tif,,,,,,,05479d62-8e04-4b6a-9ea5-fced405dd394,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m80_red_black_blue_logo.xml
Paint_M80_teal_black_green_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M80_Teal_Black_Green_Icon.tif,,,,,,,57173151-0a92-445d-856c-2065d25f3282,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m80_teal_black_green_logo.xml
Paint_M80_white_white_blue_Logo,,manufacturer_NameOrigin,,manufacturer_DescOrigin,UI/SharedAssets/PaintColorLogos/Paint_M80_White_White_Blue_Icon.tif,,,,,,,89a792fe-8e67-4981-8153-ebaf9b111b39,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_m80_white_white_blue_logo.xml
Paint_Mantis_IAE2950_Grey_Blue_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Mantis_IAE2950_Grey_Blue_Icon.tif,,,,,,,20399ab4-1530-4bd8-87cb-e300a58fc3b4,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mantis_iae2950_grey_blue_logo.xml
Paint_Mantis_IAE2950_Grey_White_Camo_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Mantis_IAE2950_Grey_White_Camo_Icon.tif,,,,,,,7884afbe-e2ff-4ebc-8133-3d8f8b177d73,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mantis_iae2950_grey_white_camo_logo.xml
Paint_Mantis_PirateWeek_Red_Black_Skull_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Mantis_Pirate_Red_Black_Icon.tif,,,,,,,583d3c3a-25a8-42b3-94cc-1fcc924fd0c2,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mantis_pirateweek_red_black_skull_logo.xml
Paint_Merlin_Luminalia_2954_Green_Red_Red_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Archimedes_Luminalia_2954_Green_Red.tif,,,,,,,85d78c40-c573-4102-b0c9-cdf30eb089f0,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_merlin_luminalia_2954_green_red_red_logo.xml
Paint_Merlin_Luminalia_2954_White_Blue_Blue_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Archimedes_Luminalia_2954_White_Blue_Blue.tif,,,,,,,4245daf9-4499-4dbd-b25b-c63759fd4251,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_merlin_luminalia_2954_white_blue_blue_logo.xml
Paint_Merlin_Racing_Yellow_Blue_White_Logo,,manufacturer_DescKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_Archimedes_Racing_Yellow_Blue_White_B_Icon.tif,,,,,,,4c30863d-bf50-4add-badf-105fda18585d,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_merlin_racing_yellow_blue_white_logo.xml
Paint_Merlin_StellaFortuna2955_Green_Logo,,manufacturer_DescKRIG,,manufacturer_DescKRIG,UI/SharedAssets/PaintColorLogos/Paint_Merlin_StellaFortuna2955_Green_Icon.tif,,,,,,,f2c15e22-c96f-459c-a330-6b7ef3aa34d3,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_merlin_stellafortuna2955_green_logo.xml
Paint_Meteor_Black_Black_Red_Camo_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Meteor_Black_Black_Red_Camo_Icon.tif,,,,,,,d0bbf04c-bbea-4458-98be-7f3d976f63e5,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_meteor_black_black_red_camo_logo.xml
Paint_Meteor_Black_Red_Red_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Meteor_Black_Black_Red_Icon.tif,,,,,,,d2b44d32-bc26-4e37-80f1-7e86d3f12e18,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_meteor_black_red_red_logo.xml
Paint_Meteor_Black_Teal_Black_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Meteor_Black_Teal_Black_Icon.tif,,,,,,,9a74ff05-301d-4ca4-8907-60f16239fc00,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_meteor_black_teal_black_logo.xml
Paint_Meteor_Blue_Black_Red_Metal_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Meteor_Blue_Black_Red_Icon.tif,,,,,,,ac07ad20-8bb5-4a6d-a39c-8aee7b81910f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_meteor_blue_black_red_metal_logo.xml
Paint_Meteor_VIP_Black_Black_Gold_Logo,,manufacturer_NameRSI,,manufacturer_DescRSI,UI/SharedAssets/PaintColorLogos/Paint_Meteor_Black_Black_Gold_Icon.tif,,,,,,,90b3e6e0-7ba9-414c-8a6c-28d7050222bc,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_meteor_vip_black_black_gold_logo.xml
Paint_Mole_Aphorite_Purple_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Sub_Mining_01_2022_Aphorite_Icon.tif,,,,,,,ac87c5a1-28c9-42ef-8cdc-0ec6c2e38507,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_aphorite_purple_logo.xml
Paint_Mole_Black_VIP_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Black_VIP_Icon.tif,,,,,,,80aa3e45-ad1c-4fff-b757-7ad65c33fa0e,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_black_vip_logo.xml
Paint_Mole_Bronze_Black_Brown_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Shubin_Bronze_Black_Brown_Icon.tif,,,,,,,bab8b6b4-a05c-49e6-b95e-114242897a4a,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_bronze_black_brown_logo.xml
Paint_Mole_Dolivine_Green_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Sub_Mining_01_2022_Dolivine_Icon.tif,,,,,,,c5b352f7-237e-4b5e-8fcb-c0bfd9c8589c,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_dolivine_green_logo.xml
Paint_Mole_Grey_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Grey_Icon.tif,,,,,,,8bde85b3-1d51-42b9-bfe9-33a8ac491415,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_grey_logo.xml
Paint_Mole_Hadanite_Pink_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Sub_Mining_01_2022_Hadanite_Icon.tif,,,,,,,fbd7bccc-af03-4761-930c-4d390dcf14ac,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_hadanite_pink_logo.xml
Paint_MOLE_Lovestruck_Pink_Black_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Lovestruck_Purple_Pink_Icon.tif,,,,,,,e0e2f935-8c50-404c-aa29-40198fb95339,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_lovestruck_pink_black_logo.xml
Paint_MOLE_WorkersWeek_White_Blue_Blue_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Workers_Week_White_Blue_Blue_Icon.tif,,,,,,,58e559e3-dc44-4b95-ad8a-fde5f7e3a725,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_workersweek_white_blue_blue_logo.xml
Paint_Mole_Yellow_Black_Blue_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Pyrotechnic_A_Yellow_Black_Blue_Icon.tif,,,,,,,d53385bb-3b8f-42f3-a9a2-ec8e52b36352,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_yellow_black_blue_logo.xml
Paint_Mole_Yellow_Grey_Black_Logo,,manufacturer_NameARGO,,manufacturer_DescARGO,UI/SharedAssets/PaintColorLogos/Paint_Mole_Greycat_Yellow_Grey_Black_Icon.tif,,,,,,,f033f59d-0cdf-44a6-9190-6a94a34d923f,libs/foundry/records/scitemmanufacturer/paintcolorlogos/paint_mole_yellow_grey_black_logo.xml
