BlueprintClass,TargetEntityClassGuid,TargetEntityClass,TargetItemNameKey,RecipeCosts,Ref,Path
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_07,2c010f15-4e9b-481d-93ae-71ea4c739d69,outlaw_legacy_armor_medium_core_01_01_07,item_Name_outlaw_legacy_armor_medium_core_01_01_07,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",b5b14773-3e01-41b8-95cf-3c3cd5500bb3,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_07.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_08,f33dfc36-2a5c-441b-af16-f8d56f93c589,outlaw_legacy_armor_medium_core_01_01_08,item_Name_outlaw_legacy_armor_medium_core_01_01_08,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",ebbb24d2-66bc-4c35-a526-17e4933d93e9,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_08.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_09,045877db-4103-4ebc-bf9f-9929e8107a64,outlaw_legacy_armor_medium_core_01_01_09,item_Name_outlaw_legacy_armor_medium_core_01_01_09,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",8052cb17-bf11-4bd1-896a-6b6345900396,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_09.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_10,4afec779-8571-4c7c-8a18-e77bcff8c305,outlaw_legacy_armor_medium_core_01_01_10,item_Name_outlaw_legacy_armor_medium_core_01_01_10,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",3ae3bfe7-99b7-415a-9898-718816536d79,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_10.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_11,2a86c2e0-26f5-49e7-b009-96ba7eee1739,outlaw_legacy_armor_medium_core_01_01_11,item_Name_outlaw_legacy_armor_medium_core_01_01_11,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",3fe2d83c-9490-44cf-8e66-0a8b2b9846c6,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_11.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_12,c6608ba6-3318-4477-b6a6-3d6c3a7461e2,outlaw_legacy_armor_medium_core_01_01_12,item_Name_outlaw_legacy_armor_medium_core_01_01_12,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",02703156-1d36-4aa8-913b-579ce01077e5,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_12.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_13,677297d2-5f25-4e6c-afc0-f75f5f9244f7,outlaw_legacy_armor_medium_core_01_01_13,item_Name_outlaw_legacy_armor_medium_core_01_01_13,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",95754bb5-4cf6-40c9-92d5-e4a407f4859e,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_13.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_14,c21b349e-2fff-4aee-afa2-96c0c97c4853,outlaw_legacy_armor_medium_core_01_01_14,item_Name_outlaw_legacy_armor_medium_core_01_01_14,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",345033a4-6816-4ec4-bba8-81423d13ccab,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_14.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_15,20cf959a-e66d-41c1-8140-6cba12459fa5,outlaw_legacy_armor_medium_core_01_01_15,item_Name_outlaw_legacy_armor_medium_core_01_01_15,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",f8056089-73f9-4876-9513-30a5de5d2ec8,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_15.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_16,7b756dc5-ad76-47e2-9e48-d398d6f25827,outlaw_legacy_armor_medium_core_01_01_16,item_Name_outlaw_legacy_armor_medium_core_01_01_16,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",7948ee74-16f6-4103-bc2a-0a6053d55136,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_16.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_17,48f6ebad-1041-4906-8937-3ebc23a1bfb0,outlaw_legacy_armor_medium_core_01_01_17,item_Name_outlaw_legacy_armor_medium_core_01_01_17,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",e8eb007b-4c53-420b-8350-054bc458fbc6,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_17.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_18,4fe62ba3-74f7-4235-a22b-13269fce951a,outlaw_legacy_armor_medium_core_01_01_18,item_Name_outlaw_legacy_armor_medium_core_01_01_18,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",0947ca6f-bad0-4fe4-878a-a76d4bcf6e9c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_18.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_19,485a2685-0e3c-4840-89d1-84c3432517a4,outlaw_legacy_armor_medium_core_01_01_19,item_Name_outlaw_legacy_armor_medium_core_01_01_19,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",b2195195-5ac3-49ad-9d21-ff610fa99aee,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_19.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_20,167623eb-929c-44a0-9005-2942fc69de7c,outlaw_legacy_armor_medium_core_01_01_20,item_Name_outlaw_legacy_armor_medium_core_01_01_20,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",ad77c4ef-57da-469d-88f8-c4dcd5ed7e47,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_20.xml
BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_21,9302d7d7-f9c0-469a-ac31-f2339b8f991a,outlaw_legacy_armor_medium_core_01_01_21,item_Name_outlaw_legacy_armor_medium_core_01_01_20,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.05},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.015},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.05}]",9b7f9fc2-b766-44ff-861b-6fb1d7c6f63c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_core_01_01_21.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_01,304fbb02-3fd4-4d75-b39e-a4b1f7634d91,outlaw_legacy_armor_medium_legs_01_01_01,item_Name_outlaw_legacy_armor_medium_legs_01_01_01,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",c2d27bb1-1b26-4d75-bcfe-bf58c5aea84a,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_01.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_02,73bdb20b-547f-4134-a89c-1727248fd9cb,outlaw_legacy_armor_medium_legs_01_01_02,item_Name_outlaw_legacy_armor_medium_legs_01_01_02,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",43afd1b2-b213-48d9-a49a-6eda0b68312c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_02.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_03,824c2f79-8316-438f-91ad-72eafde6c00c,outlaw_legacy_armor_medium_legs_01_01_03,item_Name_outlaw_legacy_armor_medium_legs_01_01_03,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",68735959-428b-4006-878c-022956597e65,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_03.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_04,5134ba67-3c3c-4a72-99af-e7641c4d1a69,outlaw_legacy_armor_medium_legs_01_01_04,item_Name_outlaw_legacy_armor_medium_legs_01_01_04,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",581ee227-4dc3-40f1-97b6-12d4cb6c6c66,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_04.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_05,9b6d2a06-c408-4b25-a234-488523cd8d2b,outlaw_legacy_armor_medium_legs_01_01_05,item_Name_outlaw_legacy_armor_medium_legs_01_01_05,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",d7f51814-734a-40b9-94e6-cfbadbcbfb8f,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_05.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_06,f0008d0c-a28e-4fbc-bf1e-5d055b3eb913,outlaw_legacy_armor_medium_legs_01_01_06,item_Name_outlaw_legacy_armor_medium_legs_01_01_06,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",082bce3b-472b-4512-a56a-2a5d8827ee28,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_06.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_07,b8c861ca-fe1d-4c52-9a1e-66c335a7c2e3,outlaw_legacy_armor_medium_legs_01_01_07,item_Name_outlaw_legacy_armor_medium_legs_01_01_07,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",593f3161-7d8e-400d-a028-ada08fd650e7,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_07.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_08,f9fe6b21-49ac-44be-920a-64e68e4634c8,outlaw_legacy_armor_medium_legs_01_01_08,item_Name_outlaw_legacy_armor_medium_legs_01_01_08,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",e735f4f6-18d4-40be-bc60-406bc70116a9,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_08.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_09,e0ad7d35-7d48-462a-b56d-b7d4547f7606,outlaw_legacy_armor_medium_legs_01_01_09,item_Name_outlaw_legacy_armor_medium_legs_01_01_09,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",ede303f2-573d-40d8-8efb-08e8eab7c3b8,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_09.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_10,5c2499c9-4158-4feb-9b87-ace0e2769f99,outlaw_legacy_armor_medium_legs_01_01_10,item_Name_outlaw_legacy_armor_medium_legs_01_01_10,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",44d7bbf0-3fd4-4738-8947-81874999d275,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_10.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_11,403bd2f7-7978-4072-8603-5d5f279d4bb6,outlaw_legacy_armor_medium_legs_01_01_11,item_Name_outlaw_legacy_armor_medium_legs_01_01_11,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",351a1860-0ff7-491a-a1b4-339fc99283ce,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_11.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_12,3ce9726c-05ed-4ad4-8b6e-50768040434f,outlaw_legacy_armor_medium_legs_01_01_12,item_Name_outlaw_legacy_armor_medium_legs_01_01_12,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",23716f0d-967f-446a-b27d-c25062acde29,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_12.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_13,04bd1d94-9240-4c63-91d9-8f9c76bbfd57,outlaw_legacy_armor_medium_legs_01_01_13,item_Name_outlaw_legacy_armor_medium_legs_01_01_13,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",dba3ef23-3882-427e-9b36-54b21230ebad,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_13.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_14,11670a31-10ce-4aea-b1fe-a27ea4068943,outlaw_legacy_armor_medium_legs_01_01_14,item_Name_outlaw_legacy_armor_medium_legs_01_01_14,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",a99f4cd7-c751-469c-9b29-381bfa47a23c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_14.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_15,01dda009-9587-4184-b682-f2a8cc199164,outlaw_legacy_armor_medium_legs_01_01_15,item_Name_outlaw_legacy_armor_medium_legs_01_01_15,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",828f4f44-cbbc-4fb3-a600-f2a742e348d7,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_15.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_16,6c53806f-80f6-48c8-8f6c-93d866948d5e,outlaw_legacy_armor_medium_legs_01_01_16,item_Name_outlaw_legacy_armor_medium_legs_01_01_16,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",dbfbb59d-85ee-45ea-882b-92e7d9dfdcb7,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_16.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_17,ff69150c-a0f8-4079-ab5d-1a52f7088157,outlaw_legacy_armor_medium_legs_01_01_17,item_Name_outlaw_legacy_armor_medium_legs_01_01_17,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",13b4fff0-7ead-4f8b-8d0f-15cbdf69aa12,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_17.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_18,1ba906e1-5150-4bce-8f03-0fe08dd1afab,outlaw_legacy_armor_medium_legs_01_01_18,item_Name_outlaw_legacy_armor_medium_legs_01_01_18,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",ac7cfbc1-f25a-4238-863c-1cd490bbbabf,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_18.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_19,f5158f55-db03-4447-aed8-181b92fbc99f,outlaw_legacy_armor_medium_legs_01_01_19,item_Name_outlaw_legacy_armor_medium_legs_01_01_19,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",c3d6503d-fc0b-4247-b9e1-059f47c74da8,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_19.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_20,7be74532-d5a3-46ba-85b5-6865f4bd88fe,outlaw_legacy_armor_medium_legs_01_01_20,item_Name_outlaw_legacy_armor_medium_legs_01_01_20,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",37e22dbc-8eb1-4613-b4e8-d83a6580481c,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_20.xml
BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_21,2f67ac96-ab81-461a-b54d-fcd159137477,outlaw_legacy_armor_medium_legs_01_01_21,item_Name_outlaw_legacy_armor_medium_legs_01_01_21,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.04},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.02},{""resource"":""7f4599b0-a2b2-4178-8c7e-13292054ab20"",""minQuality"":0,""amount"":0.04}]",636d4f39-c63e-4a7b-a056-6a2da53aca60,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_armor_medium_legs_01_01_21.xml
BP_CRAFT_outlaw_legacy_medium_armor_helmet_01_02_01,73754ce9-d505-4510-9a7e-e7be4c1943bc,outlaw_legacy_medium_armor_helmet_01_02_01,item_Name_outlaw_legacy_medium_armor_helmet_01_02_01,"[{""resource"":""60f116f4-c02a-45b2-9ded-333747795124"",""minQuality"":0,""amount"":0.03},{""resource"":""fde0cd65-8827-4b23-804d-cc8845dfa7ac"",""minQuality"":0,""amount"":0.01}]",43b31eb9-4ca1-4df3-90f9-4accce8aadf9,libs/foundry/records/crafting/blueprints/crafting/fpsgear/armour/hunter/medium/bp_craft_outlaw_legacy_medium_armor_helmet_01_02_01.xml
