Entity Class,Name Key,Description Key,Display Name Key,Display Description Key,Display Type Key,Type GUID,Subtype GUID,Cargo Occupancy Unit,Cargo Occupancy Value,Cargo Occupancy SCU,Boxable,Unrefined,Raw,Refined,Controlled Substance Jurisdictions,Controlled Substance Max SCU,Legality Warning Source,Record GUID,Record Path
astatine,items_commodities_Astatine,LOC_EMPTY,items_commodities_Astatine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,2e670635-9b73-4cef-b426-20d4a26b0603,SCentiCargoUnit,1,0.01,1,0,,,,,,89dd252f-cb81-48fc-ad8a-3576a6c348cc,libs/foundry/records/entities/commodities/halogens/astatine.xml
chlorine,items_commodities_chlorine,LOC_EMPTY,items_commodities_chlorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,ead05d43-1dfa-4f09-842d-3fdc989cd467,SCentiCargoUnit,1,0.01,1,0,,,,,,decc7745-5003-44b0-9b0d-720e12374308,libs/foundry/records/entities/commodities/halogens/chlorine.xml
chlorine,items_commodities_chlorine,LOC_EMPTY,items_commodities_chlorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,ead05d43-1dfa-4f09-842d-3fdc989cd467,SCentiCargoUnit,1,0.01,1,0,,,,,,decc7745-5003-44b0-9b0d-720e12374308,libs/foundry/records/entities/commodities/halogens/chlorine.xml
fluorine,items_commodities_fluorine,LOC_EMPTY,items_commodities_fluorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,25530e6b-8d6c-4e73-9bde-789e75bf4194,SCentiCargoUnit,1,0.01,1,0,,,,,,dfa75309-d4d1-48be-be0b-c3bddb413965,libs/foundry/records/entities/commodities/halogens/fluorine.xml
fluorine,items_commodities_fluorine,LOC_EMPTY,items_commodities_fluorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,25530e6b-8d6c-4e73-9bde-789e75bf4194,SCentiCargoUnit,1,0.01,1,0,,,,,,dfa75309-d4d1-48be-be0b-c3bddb413965,libs/foundry/records/entities/commodities/halogens/fluorine.xml
iodine,items_commodities_iodine,LOC_EMPTY,items_commodities_iodine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,66b76b93-3c07-48aa-9a86-26c06f36fe95,SCentiCargoUnit,1,0.01,1,0,,,,,,a542c867-6f1b-497e-860e-c8353dac6169,libs/foundry/records/entities/commodities/halogens/iodine.xml
iodine,items_commodities_iodine,LOC_EMPTY,items_commodities_iodine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,66b76b93-3c07-48aa-9a86-26c06f36fe95,SCentiCargoUnit,1,0.01,1,0,,,,,,a542c867-6f1b-497e-860e-c8353dac6169,libs/foundry/records/entities/commodities/halogens/iodine.xml
bioplastic,items_commodities_bioplastic,items_commodities_bioplastic_desc,items_commodities_bioplastic,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c41c281-e8be-4e6f-8417-1c0737f36bee,SCentiCargoUnit,1,0.01,1,0,,,,,,8bf0e596-235e-40da-aedf-4209f5427b49,libs/foundry/records/entities/commodities/manmade/bioplastic.xml
bioplastic,items_commodities_bioplastic,items_commodities_bioplastic_desc,items_commodities_bioplastic,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c41c281-e8be-4e6f-8417-1c0737f36bee,SCentiCargoUnit,1,0.01,1,0,,,,,,8bf0e596-235e-40da-aedf-4209f5427b49,libs/foundry/records/entities/commodities/manmade/bioplastic.xml
cadmiumallinide,items_commodities_cadmiumallinide,items_commodities_cadmiumallinide_desc,items_commodities_cadmiumallinide,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,47b9551a-21b5-41a7-a153-61fae62106b8,SCentiCargoUnit,1,0.01,1,0,,,,,,26b69994-6bae-419a-9a0f-1e3db2786596,libs/foundry/records/entities/commodities/manmade/cadmiumallinide.xml
cadmiumallinide,items_commodities_cadmiumallinide,items_commodities_cadmiumallinide_desc,items_commodities_cadmiumallinide,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,47b9551a-21b5-41a7-a153-61fae62106b8,SCentiCargoUnit,1,0.01,1,0,,,,,,26b69994-6bae-419a-9a0f-1e3db2786596,libs/foundry/records/entities/commodities/manmade/cadmiumallinide.xml
diamondlaminate,items_commodities_diamondlaminate,items_commodities_diamondlaminate_desc,items_commodities_diamondlaminate,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,e2ce80ff-43f0-4d7a-9ce0-4b57b60ea7a8,SCentiCargoUnit,1,0.01,1,0,,,,,,81d50d99-83b2-4caa-81a1-e8d15bcf1b2e,libs/foundry/records/entities/commodities/manmade/diamondlaminate.xml
diamondlaminate,items_commodities_diamondlaminate,items_commodities_diamondlaminate_desc,items_commodities_diamondlaminate,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,e2ce80ff-43f0-4d7a-9ce0-4b57b60ea7a8,SCentiCargoUnit,1,0.01,1,0,,,,,,81d50d99-83b2-4caa-81a1-e8d15bcf1b2e,libs/foundry/records/entities/commodities/manmade/diamondlaminate.xml
dynaflex,items_commodities_dynaflex,items_commodities_dynaflex_desc,items_commodities_dynaflex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,6a8cfc38-1215-4054-9dab-d2aa04ff6e99,SCentiCargoUnit,1,0.01,1,0,,,,,,6bd57fda-6ead-4b39-98dd-108833abe918,libs/foundry/records/entities/commodities/manmade/dynaflex.xml
dynaflex,items_commodities_dynaflex,items_commodities_dynaflex_desc,items_commodities_dynaflex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,6a8cfc38-1215-4054-9dab-d2aa04ff6e99,SCentiCargoUnit,1,0.01,1,0,,,,,,6bd57fda-6ead-4b39-98dd-108833abe918,libs/foundry/records/entities/commodities/manmade/dynaflex.xml
elespo,items_commodities_elespo,items_commodities_elespo_desc,items_commodities_elespo,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,21a0a93e-38c7-4a1a-a90d-574fb8a3e606,SCentiCargoUnit,1,0.01,1,0,,,,,,f0add17d-33bb-499e-bd68-47959cea9bb8,libs/foundry/records/entities/commodities/manmade/elespo.xml
elespo,items_commodities_elespo,items_commodities_elespo_desc,items_commodities_elespo,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,21a0a93e-38c7-4a1a-a90d-574fb8a3e606,SCentiCargoUnit,1,0.01,1,0,,,,,,f0add17d-33bb-499e-bd68-47959cea9bb8,libs/foundry/records/entities/commodities/manmade/elespo.xml
lastaprene,items_commodities_lastaprene,items_commodities_lastaprene_desc,items_commodities_lastaprene,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,a649ac07-2b39-4eac-bcf5-a93414474fb5,SCentiCargoUnit,1,0.01,1,0,,,,,,15b7e9bd-cf1a-497a-9dd4-e59e2dc7fb7a,libs/foundry/records/entities/commodities/manmade/lastaprene.xml
lastaprene,items_commodities_lastaprene,items_commodities_lastaprene_desc,items_commodities_lastaprene,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,a649ac07-2b39-4eac-bcf5-a93414474fb5,SCentiCargoUnit,1,0.01,1,0,,,,,,15b7e9bd-cf1a-497a-9dd4-e59e2dc7fb7a,libs/foundry/records/entities/commodities/manmade/lastaprene.xml
lycara,items_commodities_lycara,items_commodities_lycara_desc,items_commodities_lycara,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,adfabec4-2bb7-4cad-a8d8-c7b4d69e17a0,SCentiCargoUnit,1,0.01,1,0,,,,,,86e41701-8c75-4690-b124-f429cc9b8b60,libs/foundry/records/entities/commodities/manmade/lycara.xml
lycara,items_commodities_lycara,items_commodities_lycara_desc,items_commodities_lycara,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,adfabec4-2bb7-4cad-a8d8-c7b4d69e17a0,SCentiCargoUnit,1,0.01,1,0,,,,,,86e41701-8c75-4690-b124-f429cc9b8b60,libs/foundry/records/entities/commodities/manmade/lycara.xml
neograph,items_commodities_neograph,items_commodities_neograph_desc,items_commodities_neograph,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c071024-ca75-4470-9c30-3059365a2449,SCentiCargoUnit,1,0.01,1,0,,,,,,60849815-6ad6-4cb6-853c-a3b333442168,libs/foundry/records/entities/commodities/manmade/neograph.xml
neograph,items_commodities_neograph,items_commodities_neograph_desc,items_commodities_neograph,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c071024-ca75-4470-9c30-3059365a2449,SCentiCargoUnit,1,0.01,1,0,,,,,,60849815-6ad6-4cb6-853c-a3b333442168,libs/foundry/records/entities/commodities/manmade/neograph.xml
omnapoxy,items_commodities_omnapoxy,items_commodities_omnapoxy_desc,items_commodities_omnapoxy,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,2a9e2828-e051-42d3-b5f1-ab58c2898c81,SCentiCargoUnit,1,0.01,1,0,,,,,,5f9763a6-48b6-42aa-a6ba-83c1b5c6331c,libs/foundry/records/entities/commodities/manmade/omnapoxy.xml
omnapoxy,items_commodities_omnapoxy,items_commodities_omnapoxy_desc,items_commodities_omnapoxy,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,2a9e2828-e051-42d3-b5f1-ab58c2898c81,SCentiCargoUnit,1,0.01,1,0,,,,,,5f9763a6-48b6-42aa-a6ba-83c1b5c6331c,libs/foundry/records/entities/commodities/manmade/omnapoxy.xml
sarilus,items_commodities_sarilus,items_commodities_sarilus_desc,items_commodities_sarilus,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,878eff2e-84cd-4e1d-9263-59b2aa2fe906,SCentiCargoUnit,1,0.01,1,0,,,,,,c56f26eb-0189-4d42-9a82-19e85099fa9e,libs/foundry/records/entities/commodities/manmade/sarilus.xml
sarilus,items_commodities_sarilus,items_commodities_sarilus_desc,items_commodities_sarilus,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,878eff2e-84cd-4e1d-9263-59b2aa2fe906,SCentiCargoUnit,1,0.01,1,0,,,,,,c56f26eb-0189-4d42-9a82-19e85099fa9e,libs/foundry/records/entities/commodities/manmade/sarilus.xml
silnex,items_commodities_silnex,items_commodities_silnex_desc,items_commodities_silnex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,fdf728ad-cd04-4bac-bdff-128ef6ae24e1,SCentiCargoUnit,1,0.01,1,0,,,,,,cf86cfe4-28fe-4530-a1a7-f2e6d3d2117e,libs/foundry/records/entities/commodities/manmade/silnex.xml
silnex,items_commodities_silnex,items_commodities_silnex_desc,items_commodities_silnex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,fdf728ad-cd04-4bac-bdff-128ef6ae24e1,SCentiCargoUnit,1,0.01,1,0,,,,,,cf86cfe4-28fe-4530-a1a7-f2e6d3d2117e,libs/foundry/records/entities/commodities/manmade/silnex.xml
thermalfoam,items_commodities_thermalfoam,items_commodities_thermalfoam_desc,items_commodities_thermalfoam,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,39d9d777-0f81-42b1-9379-94af3220dd47,SCentiCargoUnit,1,0.01,1,0,,,,,,95880b9b-a5ec-40c6-a6ba-2322ceccb70d,libs/foundry/records/entities/commodities/manmade/thermalfoam.xml
thermalfoam,items_commodities_thermalfoam,items_commodities_thermalfoam_desc,items_commodities_thermalfoam,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,39d9d777-0f81-42b1-9379-94af3220dd47,SCentiCargoUnit,1,0.01,1,0,,,,,,95880b9b-a5ec-40c6-a6ba-2322ceccb70d,libs/foundry/records/entities/commodities/manmade/thermalfoam.xml
medicalSupplies_medPens,items_commodities_medPens,item_Desccrlf_consumable_healing_01,items_commodities_medPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,272ed87a-a60f-4a7f-a978-49d2ca220781,SMicroCargoUnit,550,0.00055,1,0,,,,,,41224404-8b20-45ee-8719-4a60e2b026c8,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_medpens.xml
medicalSupplies_medPens,items_commodities_medPens,item_Desccrlf_consumable_healing_01,items_commodities_medPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,272ed87a-a60f-4a7f-a978-49d2ca220781,SMicroCargoUnit,550,0.00055,1,0,,,,,,41224404-8b20-45ee-8719-4a60e2b026c8,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_medpens.xml
medicalSupplies_oxyPens,items_commodities_oxyPens,item_Desccrlf_consumable_oxygen_01,items_commodities_oxyPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,80ac6315-4f00-49a8-ba26-2b263dc84b09,SMicroCargoUnit,550,0.00055,1,0,,,,,,40453bc6-e2e6-4643-ae75-064f3fe4f036,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_oxypens.xml
medicalSupplies_oxyPens,items_commodities_oxyPens,item_Desccrlf_consumable_oxygen_01,items_commodities_oxyPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,80ac6315-4f00-49a8-ba26-2b263dc84b09,SMicroCargoUnit,550,0.00055,1,0,,,,,,40453bc6-e2e6-4643-ae75-064f3fe4f036,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_oxypens.xml
medicalSupplies,items_commodities_medicalSupplies,LOC_EMPTY,items_commodities_medicalSupplies,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,512062dc-7cbf-4282-9a67-8b68f9d25da7,SCentiCargoUnit,1,0.01,1,0,,,,,,5dc139aa-39b1-4c50-8c1e-c17d012c7b92,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies.xml
medicalSupplies,items_commodities_medicalSupplies,LOC_EMPTY,items_commodities_medicalSupplies,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,512062dc-7cbf-4282-9a67-8b68f9d25da7,SCentiCargoUnit,1,0.01,1,0,,,,,,5dc139aa-39b1-4c50-8c1e-c17d012c7b92,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies.xml
Agricium,items_commodities_agricium,items_commodities_agricium_desc,items_commodities_agricium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,1ddf0542-f447-4064-8242-0c643fcfb367,SCentiCargoUnit,1,0.01,1,0,,,,,,a3975b75-4566-4849-a46e-e462a99a2c34,libs/foundry/records/entities/commodities/metals/agricium.xml
Agricium,items_commodities_agricium,items_commodities_agricium_desc,items_commodities_agricium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,1ddf0542-f447-4064-8242-0c643fcfb367,SCentiCargoUnit,1,0.01,1,0,,,,,,a3975b75-4566-4849-a46e-e462a99a2c34,libs/foundry/records/entities/commodities/metals/agricium.xml
aluminum,items_commodities_aluminum,items_commodities_aluminum_desc,items_commodities_aluminum,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,add59562-2c00-47fb-9986-5dd1c56b0ee3,SCentiCargoUnit,1,0.01,1,0,,,,,,6eaded2d-1f4e-4192-b436-299ecdfac899,libs/foundry/records/entities/commodities/metals/aluminum.xml
aluminum,items_commodities_aluminum,items_commodities_aluminum_desc,items_commodities_aluminum,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,add59562-2c00-47fb-9986-5dd1c56b0ee3,SCentiCargoUnit,1,0.01,1,0,,,,,,6eaded2d-1f4e-4192-b436-299ecdfac899,libs/foundry/records/entities/commodities/metals/aluminum.xml
borase,items_commodities_borase,items_commodities_borase_desc,items_commodities_borase,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,4eaf580c-6524-43ad-96e1-e9a0badf871d,SCentiCargoUnit,1,0.01,1,0,,,,,,001c7bc6-2bb6-4f66-a8ef-a1c63e80ffc5,libs/foundry/records/entities/commodities/metals/borase.xml
borase,items_commodities_borase,items_commodities_borase_desc,items_commodities_borase,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,4eaf580c-6524-43ad-96e1-e9a0badf871d,SCentiCargoUnit,1,0.01,1,0,,,,,,001c7bc6-2bb6-4f66-a8ef-a1c63e80ffc5,libs/foundry/records/entities/commodities/metals/borase.xml
cobalt,items_commodities_cobalt,items_commodities_cobalt_desc,items_commodities_cobalt,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,8565cb73-ec40-4044-a1c7-c734dafb8384,SCentiCargoUnit,1,0.01,1,0,,,,,,1c56dde0-3483-4324-8f5a-25c3b446c233,libs/foundry/records/entities/commodities/metals/cobalt.xml
cobalt,items_commodities_cobalt,items_commodities_cobalt_desc,items_commodities_cobalt,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,8565cb73-ec40-4044-a1c7-c734dafb8384,SCentiCargoUnit,1,0.01,1,0,,,,,,1c56dde0-3483-4324-8f5a-25c3b446c233,libs/foundry/records/entities/commodities/metals/cobalt.xml
copper,items_commodities_copper,items_commodities_copper_desc,items_commodities_copper,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,bdd68d00-2981-456d-ac80-0e4b9e1c77e1,SCentiCargoUnit,1,0.01,1,0,,,,,,fff8c75a-af63-4e2e-ad1e-1f80380fdb3c,libs/foundry/records/entities/commodities/metals/copper.xml
copper,items_commodities_copper,items_commodities_copper_desc,items_commodities_copper,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,bdd68d00-2981-456d-ac80-0e4b9e1c77e1,SCentiCargoUnit,1,0.01,1,0,,,,,,fff8c75a-af63-4e2e-ad1e-1f80380fdb3c,libs/foundry/records/entities/commodities/metals/copper.xml
gold,items_commodities_gold,items_commodities_gold_desc,items_commodities_gold,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,b1c97c1d-400a-4de2-ad84-ffa1a1d4bf71,SCentiCargoUnit,1,0.01,1,0,,,,,,5e8cc1f5-8f21-4e4b-b534-214008c027dc,libs/foundry/records/entities/commodities/metals/gold.xml
gold,items_commodities_gold,items_commodities_gold_desc,items_commodities_gold,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,b1c97c1d-400a-4de2-ad84-ffa1a1d4bf71,SCentiCargoUnit,1,0.01,1,0,,,,,,5e8cc1f5-8f21-4e4b-b534-214008c027dc,libs/foundry/records/entities/commodities/metals/gold.xml
Mercury,items_commodities_mercury,items_commodities_mercury_desc,items_commodities_mercury,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,5c369499-6c18-4f81-bcf1-c31cb4939438,SCentiCargoUnit,1,0.01,1,0,,,,,,8ec29949-159d-4980-b36b-c6f9b8215333,libs/foundry/records/entities/commodities/metals/mercury.xml
Mercury,items_commodities_mercury,items_commodities_mercury_desc,items_commodities_mercury,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,5c369499-6c18-4f81-bcf1-c31cb4939438,SCentiCargoUnit,1,0.01,1,0,,,,,,8ec29949-159d-4980-b36b-c6f9b8215333,libs/foundry/records/entities/commodities/metals/mercury.xml
potassium,items_commodities_potassium,items_commodities_potassium_desc,items_commodities_potassium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,03ba5164-f3a8-43e6-ad8c-65c9665646ac,SCentiCargoUnit,1,0.01,1,0,,,,,,fb2ff434-6c54-471a-9f64-48f866498cd2,libs/foundry/records/entities/commodities/metals/potassium.xml
potassium,items_commodities_potassium,items_commodities_potassium_desc,items_commodities_potassium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,03ba5164-f3a8-43e6-ad8c-65c9665646ac,SCentiCargoUnit,1,0.01,1,0,,,,,,fb2ff434-6c54-471a-9f64-48f866498cd2,libs/foundry/records/entities/commodities/metals/potassium.xml
titanium,items_commodities_titanium,items_commodities_titanium_desc,items_commodities_titanium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,d963a638-ffc7-45b2-9f87-11932e412b64,SCentiCargoUnit,1,0.01,1,0,,,,,,893b2031-a1a0-4f6a-9940-e909f8cf4a05,libs/foundry/records/entities/commodities/metals/titanium.xml
titanium,items_commodities_titanium,items_commodities_titanium_desc,items_commodities_titanium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,d963a638-ffc7-45b2-9f87-11932e412b64,SCentiCargoUnit,1,0.01,1,0,,,,,,893b2031-a1a0-4f6a-9940-e909f8cf4a05,libs/foundry/records/entities/commodities/metals/titanium.xml
tungsten,items_commodities_tungsten,items_commodities_tungsten_desc,items_commodities_tungsten,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,341af1de-35fe-4a27-81cd-46bb1879a6ba,SCentiCargoUnit,1,0.01,1,0,,,,,,28ec789c-a7ea-4f6c-a43f-77fe4480123a,libs/foundry/records/entities/commodities/metals/tungsten.xml
tungsten,items_commodities_tungsten,items_commodities_tungsten_desc,items_commodities_tungsten,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,341af1de-35fe-4a27-81cd-46bb1879a6ba,SCentiCargoUnit,1,0.01,1,0,,,,,,28ec789c-a7ea-4f6c-a43f-77fe4480123a,libs/foundry/records/entities/commodities/metals/tungsten.xml
agricium_ore,items_commodities_agricium_ore,items_commodities_agricium_ore_desc,items_commodities_agricium_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,0b8fe6de-ab44-4937-8d20-f4a9a80204a1,SCentiCargoUnit,1,0.01,1,0,,,,,,49397ce6-d764-47dc-9f74-bcb1663ee1c1,libs/foundry/records/entities/commodities/metals/unrefinedmetals/agricium_ore.xml
agricium_ore,items_commodities_agricium_ore,items_commodities_agricium_ore_desc,items_commodities_agricium_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,0b8fe6de-ab44-4937-8d20-f4a9a80204a1,SCentiCargoUnit,1,0.01,1,0,,,,,,49397ce6-d764-47dc-9f74-bcb1663ee1c1,libs/foundry/records/entities/commodities/metals/unrefinedmetals/agricium_ore.xml
aluminum_ore,items_commodities_aluminum_ore,items_commodities_aluminum_ore_desc,items_commodities_aluminum_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,ecc0bf30-3183-42b3-8445-16da5da9f7d1,SCentiCargoUnit,1,0.01,1,0,,,,,,308f24a7-e314-4c41-ba58-b0927f28c42c,libs/foundry/records/entities/commodities/metals/unrefinedmetals/aluminum_ore.xml
aluminum_ore,items_commodities_aluminum_ore,items_commodities_aluminum_ore_desc,items_commodities_aluminum_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,ecc0bf30-3183-42b3-8445-16da5da9f7d1,SCentiCargoUnit,1,0.01,1,0,,,,,,308f24a7-e314-4c41-ba58-b0927f28c42c,libs/foundry/records/entities/commodities/metals/unrefinedmetals/aluminum_ore.xml
borase_ore,items_commodities_borase_ore,items_commodities_borase_ore_desc,items_commodities_borase_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,65b13483-c29a-4026-906b-b49abe15ef02,SCentiCargoUnit,1,0.01,1,0,,,,,,fbc087d7-f674-4075-a39f-eb500557d39f,libs/foundry/records/entities/commodities/metals/unrefinedmetals/borase_ore.xml
borase_ore,items_commodities_borase_ore,items_commodities_borase_ore_desc,items_commodities_borase_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,65b13483-c29a-4026-906b-b49abe15ef02,SCentiCargoUnit,1,0.01,1,0,,,,,,fbc087d7-f674-4075-a39f-eb500557d39f,libs/foundry/records/entities/commodities/metals/unrefinedmetals/borase_ore.xml
copper_ore,items_commodities_copper_ore,items_commodities_copper_ore_desc,items_commodities_copper_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,31dce7b9-1784-44b7-bb90-d5232cb3c22d,SCentiCargoUnit,1,0.01,1,0,,,,,,8772fc77-f003-44c1-97c3-de3726059d21,libs/foundry/records/entities/commodities/metals/unrefinedmetals/copper_ore.xml
copper_ore,items_commodities_copper_ore,items_commodities_copper_ore_desc,items_commodities_copper_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,31dce7b9-1784-44b7-bb90-d5232cb3c22d,SCentiCargoUnit,1,0.01,1,0,,,,,,8772fc77-f003-44c1-97c3-de3726059d21,libs/foundry/records/entities/commodities/metals/unrefinedmetals/copper_ore.xml
gold_ore,items_commodities_gold_ore,items_commodities_gold_ore_desc,items_commodities_gold_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,7b06ad1e-090d-4926-8822-28a95f59f48d,SCentiCargoUnit,1,0.01,1,0,,,,,,53664ffa-ca6a-4c44-850d-fb71b62f5ec9,libs/foundry/records/entities/commodities/metals/unrefinedmetals/gold_ore.xml
gold_ore,items_commodities_gold_ore,items_commodities_gold_ore_desc,items_commodities_gold_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,7b06ad1e-090d-4926-8822-28a95f59f48d,SCentiCargoUnit,1,0.01,1,0,,,,,,53664ffa-ca6a-4c44-850d-fb71b62f5ec9,libs/foundry/records/entities/commodities/metals/unrefinedmetals/gold_ore.xml
