Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Yaw Speed,Yaw Time To Full Speed,Yaw Accel Decay,Pitch Speed,Pitch Time To Full Speed,Pitch Accel Decay
mount_gimbal_s6,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,6,1,GunTurret,4224,80,0.3,5,80,0.3,5
mount_gimbal_s7_idris,item_NameMount_Gimbal_S7,,item_DescMount_Gimbal_S7,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7_tiburon,item_NameMount_Gimbal_S7,,item_DescMount_Gimbal_S7,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s8_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8_perseus_bottom,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8_perseus,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,80,0.3,5,80,0.3,5
mount_gimbal_s9_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,9,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_salvage,,,,,1,1,GunTurret,5000,50,0.3,5,50,0.3,5
mrai_pulse_mount_gimbal_s2,item_NameXNAA_SanTokYai_Mount_Gimbal,,item_DescXNAA_SanTokYai_Mount_Gimbal,MRAI,2,1,GunTurret,850,35,0.3,5,35,0.3,13
orig_600i_scitem_remote_turret_bottom_exec_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_bottom_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_exec_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_85x_turret,item_NameORIG_85X_Turret,,item_DescORIG_85X_Turret,ORIG,3,1,GunTurret,,50,0.3,5,50,0.3,5
orig_890j_scitem_remote_turret_2_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_lower_left,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_lower_right,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_top_left,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_top_right,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
rsi_perseus_remote_turret_bottom_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,BottomTurret,15000,95,0.3,5,95,0.3,5
rsi_perseus_remote_turret_top_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,TopTurret,15000,95,0.3,5,95,0.3,5
rsi_salvation_salvage_arm_left,itemPort_port_SalvageArmL,,,,1,1,,5000,15,0.3,5,15,0.3,5
rsi_salvation_salvage_arm_right,itemPort_port_SalvageArmR,,,,1,1,,5000,15,0.3,5,15,0.3,5
rsi_zeus_remote_turret_bottom_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,BottomTurret,8000,95,0.3,5,95,0.3,5
rsi_zeus_remote_turret_top_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,TopTurret,8000,95,0.3,5,95,0.3,5
xnaa_santokyai_mount_gimbal_s3,item_NameXNAA_SanTokYai_Mount_Gimbal,,item_DescXNAA_SanTokYai_Mount_Gimbal,XNAA,3,1,GunTurret,150,35,0.3,5,35,0.3,5
anvl_ballista_remote_rear_turret,itemPort_hardpoint_turret,,,ANVL,9,1,MissileTurret,2000,95,0.3,5,95,0.3,5
anvl_ballista_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,8000,95,0.3,5,95,0.3,5
anvl_centurion_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,200,95,0.3,5,95,0.3,5
anvl_centurion_s4_turret,itemPort_hardpoint_turret,,,ANVL,9,1,GunTurret,2000,95,0.3,5,95,0.3,5
anvl_spartan_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,,95,0.3,5,95,0.3,5
grin_mxc_turret,itemPort_hardpoint_turret,,,RSI,1,1,BallTurret,500,150,0.3,5,150,0.3,5
rsi_lynx_ball_turret,itemPort_hardpoint_turret,,,RSI,1,1,BallTurret,,150,0.3,5,150,0.3,5
rsi_ursa_rover_scitem_ballturret,itemPort_hardpoint_turret,,,RSI,2,1,BallTurret,,150,0.3,5,150,0.3,5
tmbl_nova_main_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,TMBL,5,1,GunTurret,20000,25,0.3,5,25,0.3,5
tmbl_nova_remote_gun_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,TMBL,4,1,BallTurret,1000,95,0.3,5,95,0.3,5
tmbl_storm_main_turret,item_NameTMBL_Storm_Turret,item_DescTMBL_Storm_Turret,item_Desc_Turret_Remote,TMBL,3,1,TopTurret,14500,100,0.3,5,100,0.3,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_scannable_nomissiles,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_scannable,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
aegs_hammerhead_gs_scitem_turret_rear,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_side_backleft,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_side_backright,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_side_frontleft,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_side_frontright,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_side,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_gs_scitem_turret_top,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_rear_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_rear,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_backleft_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_backleft,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_backright_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_backright,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_frontleft_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_frontleft,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_frontright_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_side_frontright,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_top_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_hammerhead_scitem_turret_top,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_idris_k_turret_large,item_NameAEGS_Manned_Turret_S07_Missile_Rack_Bespoke,item_NameAEGS_Manned_Turret_S07_Missile_Rack_Bespoke_Short,item_DESCAEGS_Manned_Turret_S07_Missile_Rack_Bespoke,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_remote_camera_turret_lower,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
aegs_idris_remote_camera_turret_upper,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,4,1,GunTurret,2000,95,0.3,5,95,0.3,5
aegs_idris_scitem_ai_turret_bottom_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,7000,77,0.35,5,75,0.35,5
aegs_idris_scitem_ai_turret_bottom_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,7000,77,0.35,5,75,0.35,5
aegs_idris_scitem_ai_turret_top_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,7000,77,0.35,5,75,0.35,5
aegs_idris_scitem_ai_turret_top_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,7000,77,0.35,5,75,0.35,5
aegs_idris_scitem_ai_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,7000,77,0.35,5,75,0.35,5
aegs_idris_scitem_turret_large_lowpoly,item_NameAEGS_Idris_SCItem_Turret_Large,item_NameAEGS_Idris_SCItem_Turret_Large,item_DescAEGS_Idris_SCItem_Turret_Large,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_scitem_turret_large_p,item_NameAEGS_Idris_SCItem_Turret_Large_P,item_NameAEGS_Idris_SCItem_Turret_Large_P,item_DescAEGS_Idris_SCItem_Turret_Large_P,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_scitem_turret_large_stanton,item_NameAEGS_Idris_SCItem_Turret_Large,item_NameAEGS_Idris_SCItem_Turret_Large,item_DescAEGS_Idris_SCItem_Turret_Large,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_scitem_turret_large_t,item_NameAEGS_Manned_Turret_S07_Ballistic_Cannon_Bespoke,item_NameAEGS_Manned_Turret_S07_Ballistic_Cannon_Bespoke_Short,item_DescAEGS_Manned_Turret_S07_Ballistic_Cannon_Bespoke,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_scitem_turret_large,item_NameAEGS_Idris_SCItem_Turret_Large,item_NameAEGS_Idris_SCItem_Turret_Large,item_DescAEGS_Idris_SCItem_Turret_Large,AEGS,7,1,MannedTurret,15000,38,0.85,5,42,0.8,5
aegs_idris_scitem_turret_lower_short_left_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short_left_stanton,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short_left,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short_right_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short_right_stanton,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short_right,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower_short,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_lower,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_front_left_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_front_left,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_front_right_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_front_right,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_front,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_left_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_left_stanton,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_left,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_right_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_right_stanton,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_rear_right,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_stanton_left,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_stanton_right,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper_stanton,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_scitem_turret_upper,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,10000,60,0.5,5,60,0.5,5
aegs_idris_turret_pdc_scitem_01,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_02,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_03,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_04,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_05,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_06,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_07,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_08,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_09,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_10,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_11,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_idris_turret_pdc_scitem_template,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,270,0.3,5,180,0.3,5
aegs_idris_turret_pdc,item_Name_Turret_Remote,,,AEGS,9,1,PDCTurret,1500,290,0.3,15,225,0.3,15
aegs_javelin_scitem_turret_large_invulnerable,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,8,1,GunTurret,25000,10,0.3,5,10,0.3,5
aegs_javelin_scitem_turret_large,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,8,1,GunTurret,25000,10,0.3,5,10,0.3,5
aegs_javelin_scitem_turret_lower_manned_invulnerable,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_lower_manned_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_lower_manned,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_manned_invulnerable,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_manned_left_invulnerable,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_manned_left,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_manned_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_scitem_turret_manned,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,20000,35,0.3,5,35,0.3,5
aegs_javelin_side_turret_invulnerable,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,5000,25,0.3,5,25,0.3,5
aegs_javelin_side_turret_lowpoly,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,5000,25,0.3,5,25,0.3,5
aegs_javelin_side_turret_player_c01,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,80000,25,0.3,5,25,0.3,5
aegs_javelin_side_turret,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,5000,25,0.3,5,25,0.3,5
aegs_reclaimer_scitem_remote_salvage_turret_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,Utility,4000,15,0.3,5,15,0.3,5
aegs_reclaimer_scitem_remote_salvage_turret_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,Utility,4000,15,0.3,5,15,0.3,5
aegs_reclaimer_scitem_remote_salvage_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,4000,15,0.3,5,15,0.3,5
aegs_reclaimer_scitem_remote_turret_02,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_bottom,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_front_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_front_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_rear_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_rear_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret_top,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_reclaimer_scitem_turret,item_Name_Turret_Manned,,,AEGS,5,1,MannedTurret,15000,95,0.3,18,95,0.3,18
aegs_reclaimer_tractor_beam,item_Name_Turret_Remote,,,AEGS,5,1,MannedTurret,3000,120,0.3,18,120,0.3,18
aegs_redeemer_front_scitem_turret,item_Name_Turret_Manned,,,AEGS,4,1,MannedTurret,12500,95,0.3,18,95,0.3,18
aegs_redeemer_rear_scitem_turret,item_Name_Turret_Manned,,,AEGS,4,1,MannedTurret,12500,95,0.3,18,95,0.3,18
aegs_redeemer_scitem_remote_turret_front,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,3,1,GunTurret,8500,95,0.3,18,95,0.3,18
aegs_redeemer_scitem_remote_turret_rear,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,3,1,GunTurret,8500,95,0.3,18,120,0.3,18
aegs_retaliator_scitem_turret_lower_rear,item_Name_Turret_Manned,,,,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
aegs_retaliator_scitem_turret_lower,item_Name_Turret_Manned,,,,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
aegs_retaliator_scitem_turret_upper_rear_left,item_Name_Turret_Manned,,,,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
aegs_retaliator_scitem_turret_upper_rear_right,item_Name_Turret_Manned,,,,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
aegs_retaliator_scitem_turret_upper,item_Name_Turret_Manned,,,,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
aegs_tiburon_scitem_remote_turret_front_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
aegs_tiburon_scitem_remote_turret_front_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
aegs_tiburon_scitem_remote_turret_mid_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
aegs_tiburon_scitem_remote_turret_mid_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
aegs_tiburon_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,AEGS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
aegs_vanguard_harbinger_scitem_turret,item_Name_Turret_Manned,,,AEGS,6,1,MannedTurret,5000,95,0.3,18,95,0.3,18
aegs_vanguard_scitem_turret,item_Name_Turret_Manned,,,AEGS,6,1,MannedTurret,5000,95,0.3,18,95,0.3,18
anvl_asgard_scitem_remote_turret_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12000,95,0.3,18,95,0.3,18
anvl_asgard_scitem_remote_turret_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12000,95,0.3,18,95,0.3,18
anvl_asgard_turret_bubble,item_Name_Turret_Manned,,,ANVL,4,1,MannedTurret,8200,80,0.3,18,80,0.3,18
anvl_carrack_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12500,95,0.3,18,95,0.3,18
anvl_carrack_scitem_turret_bubble,item_Name_Turret_Manned,,,ANVL,5,1,MannedTurret,12500,95,0.3,18,95,0.3,18
anvl_carrack_scitem_turret_side_left,item_Name_Turret_Manned,,,ANVL,5,1,MannedTurret,12500,95,0.3,18,95,0.3,18
anvl_carrack_scitem_turret_side_right,item_Name_Turret_Manned,,,ANVL,5,1,MannedTurret,12500,95,0.3,18,95,0.3,18
anvl_carrack_scitem_turret_side,item_Name_Turret_Manned,,,ANVL,5,1,MannedTurret,12500,95,0.3,18,95,0.3,18
anvl_gladiator_scitem_turret,item_Name_Turret_Manned,,,ANVL,6,1,MannedTurret,5000,95,0.3,18,95,0.3,5
anvl_hurricane_scitem_turret,item_Name_Turret_Manned,,,ANVL,5,1,MannedTurret,5000,95,0.3,18,95,0.3,18
anvl_paladin_scitem_remote_turret_large,item_Name_Turret_Remote,,item_Name_Turret_Remote,RSI,6,1,GunTurret,13000,95,0.3,18,95,0.3,18
anvl_paladin_scitem_remote_turret_left_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
anvl_paladin_scitem_remote_turret_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
anvl_paladin_scitem_remote_turret_middle,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
anvl_paladin_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,CRUS,5,1,GunTurret,5500,120,0.3,18,120,0.3,18
anvl_terrapin_remote_turret_scanner,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,3,1,TopTurret,1500,120,0.3,18,95,0.3,5
anvl_terrapin_support_scanner,,,item_DescBEHR_PC2_Dual_S4,ANVL,3,1,,1500,90,0.3,18,95,0.3,18
anvl_terrapin_support_turret,item_Name_Turret_Manned,,,ANVL,1,1,TopTurret,2500,120,0.3,18,95,0.3,5
anvl_valkyrie_scitem_remote_turret_left,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12000,95,0.3,18,95,0.3,18
anvl_valkyrie_scitem_remote_turret_right,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12000,95,0.3,18,95,0.3,18
anvl_valkyrie_scitem_remote_turret,item_Name_Turret_Remote,,item_Name_Turret_Remote,ANVL,5,1,GunTurret,12000,95,0.3,18,95,0.3,18
anvl_valkyrie_turret_bubble,item_Name_Turret_Manned,,,ANVL,4,1,MannedTurret,8000,95,0.3,18,95,0.3,18
anvl_valkyrie_turret_door_left,itemPort_hardpoint_turret,,,ANVL,3,1,MannedTurret,1000,95,0.3,5,95,0.3,5
