Size,Name,Manufacturer,Type,Damage Sustained (60s),Damage Burst,Damage Alpha,Damage Maximum,Damage Alpha Physical,Damage Alpha Energy,Damage Alpha Distortion,Damage RPM,Ammo Speed,Ammo Lifetime,Ammo Range,Ammo Quantity,Ammo Spread,Ammo Explosion Radius,Ammo Pellet Per Shot,Ammo Penetration Base Distance,Ammo Penetration Near Radius,Ammo Penetration Far Radius,Barrel Spin Time Up,Barrel Spin Time Down,Heat Per Shot,Heat Cooling Delay,Heat Cooling sec.,Overheat Max Round,Overheat Max Time,Overheat Cooldown,Capacitor Max Ammo,Capacitor Max Regen sec.,Capacitor Cooldown,Charge Action Charge Time,Charge Action Overcharge,Charge Action Overcharged,Charge Action Cooldown,Charge Modifiers Damage,Charge Modifiers Fire Rate,Charge Modifiers Ammo Speed,Distortion Resistance Shutdown Dmg,Distortion Resistance Decay Delay,Distortion Resistance Decay Rate,Distortion Resistance Shutdown Time,EM Emit Active,EM Emit Decay,IR Emit,Power Segment Usage Active,Power Segment Usage Min,Health,Damage Multipliers Max,Damage Multipliers Physical,Damage Multipliers Energy,Damage Multipliers Distortion,Damage Multipliers Thermal,Damage Multipliers Biochemical,Lifetime,Self Repair Stun,Self Repair Use,Self Repair Time to Repair,Mass,K µSCU
3,Tarantula GT-870 Mark 3 Cannon,Gallenson Tactical Systems,Ballistic Cannon,349.7,455.4,136.6,44 264.9,136.6,0,0,200,1 600,1.63,2 608,324,0.5 - 0.5,,1,4.95,0.25,0.5,,,3,0.727,29.1,34,10.2,3.48,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,1 024,0.6,1,1,1,1,1,,1,38.4,20%,900,756
7,Tarantula GT-870 Mark 3 Cannon (Bengal),Gallenson Tactical Systems,Ballistic Cannon,512.5,4 271,2 562.6,707 277.6,2 562.6,0,0,100,720,6.25,4 500,276,0.4 - 0.4,,1,23.1,1.16,2.31,,,6 200,0.884,23.9,1,0.6,4.73,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,10 240,,,,,,,,1,285,20%,35 200,0.001
8,Tarantula GT-870 Mark 3 Cannon (Bengal),Gallenson Tactical Systems,Ballistic Cannon,704.8,6 407,3 844.2,980 271,3 844.2,0,0,100,720,6.25,4 500,255,0.4 - 0.4,,1,29.7,1.49,2.97,,,6 200,0.928,22.8,1,0.6,5.11,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,10 240,,,,,,,,1,470,20%,87 900,0.001
2,Thlilye Laser Gatling,Aopoa,undefined,128.3,313.5,17.1,∞,0,17.1,0,1 100,1 800,1.44,2 592,∞,0.518 - 0.518,,1,0.4,0.02,0.04,0.167,0.334,,,,,,,75,15,0.952,,,,,,,,540,0,24,10.8s,111,0.15,0,0,0.335,850,0.6,1,1,1,1,1,,1,13.6,20%,40,252
2,Tigerstrike T-19P,Kruger Intergalatic,Ballistic Gatling,387.5,450,22.5,104 085,22.5,0,0,1 200,1 200,1.92,2 304,4 626,0.627 - 0.627,,1,0.88,0.04,0.09,0.217,0.435,0.335,0.571,31.8,299,15,2.78,,,,,,,,,,,500 000,0,500 000,1s,27,0.15,0,0.1,0.1,850,0.6,1,1,1,1,1,,1,17,20%,26.7,252
4,TMSB-5 Gatling,Behring,Ballistic Gatling,586.7,922.3,52.7,276 675,52.7,0,0,1 050,1 050,2.7,2 835,5 250,0.7 - 0.7,,1,0.88,0.04,0.09,1.25,1.25,0.6,0.5,20,167,9.5,6,,,,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0.1,0.1,1 500,0.6,1,1,1,1,1,,1,13.6,20%,200,756
3,Tormenter S3 Repeater,Grey's Market,Laser Repeater,277.7,493.8,39.5,∞,0,39.5,0,750,1 800,1.44,2 592,∞,0.62 - 0.62,,1,0.75,0.04,0.08,,,,,,,,,75,15,0.25,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0,1,1 200,0.6,1,1,1,1,1,,1,12.5,20%,200,756
1,VNCL Gen2 PlasmaCannon S2,-,Plasma Cannon,326.9,915.4,156.9,∞,0,156.9,0,350,500,11,5 500,∞,0.5 - 0.5,,1,1.2,0.06,0.12,,,,,,,,,25,3,1,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,0.25,800,0.6,1,1,1,1,1,,1,32,20%,,0.001
1,VNCL Gen2 PlasmaCannon S4,-,Plasma Cannon,192.3,309.1,185.5,∞,0,185.5,0,100,500,11,5 500,∞,0.45 - 0.45,,1,3,0.15,0.3,,,,,,,,,25,3,3,,,,,,,,500 000,0,500 000,1s,817,0.15,0,0,0.25,800,0.6,1,1,1,1,1,,1,87.1,20%,,0.001
5,'WAR' Cannon,Vanduul,Neutron Cannon,667.2,945,567,∞,0,567,0,100,1 288,2.7,3 478,∞,0.45 - 0.45,,1,2.4,0.12,0.24,,,,,,,,,25,3,0.485,,,,,,,,500 000,0,500 000,1s,578,0.15,0,0,1.4,2 640,0.6,1,1,1,1,1,,1,120,20%,2 340,4 200
3,'WARLORD' Cannon,Vanduul,Plasma Cannon,546,877.5,526.5,∞,0,526.5,0,100,1 600,1.63,2 600,∞,0.5 - 0.5,,1,2.25,0.11,0.23,,,,,,,,,25,3,3,,,,,,,,500 000,0,500 000,1s,681,0.15,0,0,1.5,1 024,0.6,1,1,1,1,1,,1,52.8,20%,750,756
2,'WASP' Repeater,Vanduul,Laser Cannon,162.4,519.8,89.1,∞,0,89.1,0,350,1 800,1.28,2 304,∞,0.5 - 0.5,,1,1.2,0.06,0.12,,,,,,,,,25,3,1.98,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,1.2,850,0.6,1,1,1,1,1,,1,32,20%,300,252
1,'WEAK' Repeater,Vanduul,Laser Cannon,139.7,425.3,72.9,∞,0,72.9,0,350,1 800,1.11,1 998,∞,0.5 - 0.5,,1,0.9,0.05,0.09,,,,,,,,,25,3,1.74,,,,,,,,500 000,0,500 000,1s,513,0.15,0,0,1.13,550,0.6,1,1,1,1,1,,1,19.4,20%,120,84
2,'WHIP' Cannon,Vanduul,Plasma Cannon,317.4,455.2,273.1,∞,0,273.1,0,100,1 000,2.3,2 300,∞,0.4 - 0.4,,1,1.2,0.06,0.12,,,,,,,,,25,3,0.75,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,1.2,850,0.6,1,1,1,1,1,,1,32,20%,300,252
5,'WRATH' Cannon,Vanduul,Plasma Cannon,657,810,972,∞,0,972,0,50,1 288,2.17,2 795,∞,0.45 - 0.45,,1,4.5,0.23,0.45,,,,,,,,,25,3,3,,,,,,,,500 000,0,500 000,1s,953,0.15,0,0,2.1,5 500,0.6,1,1,1,1,1,,1,144,20%,340,4 200
5,'WRATH' Cannon,Vanduul,Plasma Cannon,657,810,972,∞,0,972,0,50,1 288,2.17,2 795,∞,0.45 - 0.45,,1,4.5,0.23,0.45,,,,,,,,,25,3,3,,,,,,,,500 000,0,500 000,1s,953,0.15,0,0,2.1,1 050,0.6,1,1,1,1,1,,1,144,20%,4 690,4 200
1,Yebira I,FireStorm Kinetics,Rocket POD,150,150,150,900,150,0,0,60,700,3,2 100,6,0 - 2,0.5 - 4,1,0,0.5,5,,,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,,,,,,500,1,1,1,1,1,1,1 440,,,,,84
2,Yebira II,FireStorm Kinetics,Rocket POD,150,150,150,1 800,150,0,0,60,700,3,2 100,12,0 - 2,0.5 - 4,1,0,0.5,5,,,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,,,,,,750,1,1,1,1,1,1,1 440,,,,,252
1,YellowJacket GT-210 Gatling,Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 600,1.25,2 000,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,500 000,0,500 000,1s,36,0.15,0,0.1,0.1,550,0.6,1,1,1,1,1,,1,8.23,20%,24,84
1,YellowJacket GT-210 Gatling (Cutlass Steel),Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 600,1.25,2 000,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
1,YellowJacket GT-210 Gatling (Ground),Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 600,1.25,2 000,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
1,YellowJacket GT-210 Gatling (Ground),Gallenson Tactical Systems,Ballistic Gatling,56.7,66.7,2.5,11 100,2.5,0,0,1 600,1 600,1.25,2 000,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
3,Yeng’tu Repeater,Aopoa,Laser Repeater,240.5,455.6,36.5,∞,0,36.5,0,750,1 800,1.44,2 592,∞,0.6 - 0.6,,1,0.75,0.04,0.08,,,,,,,,,75,15,0.667,,,,,,,,500 000,0,500 000,1s,242,0.15,0,0,0.652,1 024,0.6,1,1,1,1,1,,1,27.2,20%,150,756
