Mission Class,Description Key,Contract Intel,Cooldown,Reward,Reward Currency,Time Limit,Efficiency,Mission Difficulty,Record GUID,Record Path
PU_EliminateBoss_DC_Stanton_Storage,assassination_desc,"Reward: 35,000 aUEC\nCooldown: 10 min",10 min,35000,UEC,,,-1,d802ca16-1e7f-4636-bcc4-5da126983e68,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_storage.xml
PU_EliminateBoss_DC_Stanton_Warehouse,assassination_desc,"Reward: 35,000 aUEC\nCooldown: 10 min",10 min,35000,UEC,,,-1,664c6398-db18-4e6a-8a42-2b0053562343,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_warehouse.xml
PU_EliminateBoss_DC_Stanton_Wh_SakuraSun-Goldenrod,MTPS_eliminateboss_dc_desc_001,"Reward: 34,000 aUEC\nCooldown: 10 min",10 min,34000,UEC,,,-1,4d712106-51a8-48ef-ad50-621e8a36d1da,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_wh_sakurasun-goldenrod.xml
PU_EliminateBoss_DC_Stanton,assassination_desc,"Reward: 35,000 aUEC\nCooldown: 10 min",10 min,35000,UEC,,,-1,ba961338-b840-4b88-af86-c425dc07226f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton.xml
PU_EliminateBoss_DistributionCentre,assassination_desc,"Reward: 35,000 aUEC\nCooldown: 10 min",10 min,35000,UEC,,,-1,6e82e51b-ba93-456e-8ff2-e4db8f59841f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_distributioncentre.xml
PU_EliminateBoss_Lawful_NoNonHostiles_Stanton1,northrock_bounty_fps_UGF_boss_nocivs_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,05d62477-b0ee-4431-b39e-8083a03d1e23,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_nononhostiles_stanton1.xml
PU_EliminateBoss_Lawful_NoNonHostiles_Stanton2,northrock_bounty_fps_UGF_boss_nocivs_desc_001,"Reward: 37,500 aUEC\nCooldown: 20 min",20 min,37500,UEC,,,-1,fb8a1275-e23c-4e45-98db-3995b06a5088,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_nononhostiles_stanton2.xml
PU_EliminateBoss_Lawful_NoNonHostiles_Stanton3,northrock_bounty_fps_UGF_boss_nocivs_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,6046b0ba-779d-40c2-8a55-c32f1896b330,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_nononhostiles_stanton3.xml
PU_EliminateBoss_Lawful_NoNonHostiles_Stanton4,northrock_bounty_fps_UGF_boss_nocivs_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,641beb04-a4f0-435d-be52-1d8ad45e0159,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_nononhostiles_stanton4.xml
PU_EliminateBoss_Lawful_NoNonHostiles,northrock_bounty_fps_UGF_boss_nocivs_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,9ef348b2-18a5-4cbd-b361-c2e8e2d6c8fd,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_nononhostiles.xml
PU_EliminateBoss_Lawful_Standard,northrock_bounty_fps_UGF_boss_desc_001,"Reward: 35,000 aUEC\nCooldown: 5 min",5 min,35000,UEC,,,-1,8653f806-7fec-41c3-8350-335d2ebc347f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_standard.xml
PU_EliminateBoss_Lawful_Stanton1,northrock_bounty_fps_UGF_boss_desc_001,"Reward: 35,000 aUEC\nCooldown: 5 min",5 min,35000,UEC,,,-1,7b2fb9f8-b10b-4fec-baed-d31368fccb97,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_stanton1.xml
PU_EliminateBoss_Lawful_Stanton2_FloatingPlatform,crusader_platform_EliminateSpecific_desc,"Reward: 40,000 aUEC\nCooldown: 20 min",20 min,40000,UEC,,,-1,6b4978be-4153-4107-9aba-d4297c29a19b,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_stanton2_floatingplatform.xml
PU_EliminateBoss_Lawful_Stanton2,northrock_bounty_fps_UGF_boss_desc_001,"Reward: 35,000 aUEC\nCooldown: 15 min",15 min,35000,UEC,,,-1,e09b9d4f-930a-40af-bbac-a6af811b7f20,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_stanton2.xml
PU_EliminateBoss_Lawful_Stanton3,northrock_bounty_fps_UGF_boss_desc_001,"Reward: 35,000 aUEC\nCooldown: 5 min",5 min,35000,UEC,,,-1,0845131c-579c-46b8-8d27-f045f6490763,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_stanton3.xml
PU_EliminateBoss_Lawful_Stanton4,northrock_bounty_fps_UGF_boss_desc_001,"Reward: 35,000 aUEC\nCooldown: 5 min",5 min,35000,UEC,,,-1,104f67ad-d600-4dbe-a029-7712c555a9e2,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful_stanton4.xml
PU_EliminateBoss_Lawful,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,f69ebd6f-18a7-4304-99c9-da0d25386063,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful.xml
PU_EliminateBoss_Unlawful_EliminateCompetition_Stanton1,vaughn_assassination_FPS_UGF_illegal_boss_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,7e27048e-2816-4372-b3f1-a05c59aa58d0,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_eliminatecompetition_stanton1.xml
PU_EliminateBoss_Unlawful_EliminateCompetition_Stanton2,vaughn_assassination_FPS_UGF_illegal_boss_desc_001,"Reward: 37,500 aUEC\nCooldown: 20 min",20 min,37500,UEC,,,-1,8bdf9d00-a2b4-4b70-8c60-e7b994996ffa,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_eliminatecompetition_stanton2.xml
PU_EliminateBoss_Unlawful_EliminateCompetition_Stanton3,vaughn_assassination_FPS_UGF_illegal_boss_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,174ef11b-385e-4af3-bb1e-df9a6d3e2271,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_eliminatecompetition_stanton3.xml
PU_EliminateBoss_Unlawful_EliminateCompetition_Stanton4,vaughn_assassination_FPS_UGF_illegal_boss_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,232f8713-b8c5-4fa6-8e93-cffab03f51e2,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_eliminatecompetition_stanton4.xml
PU_EliminateBoss_Unlawful_EliminateCompetition,vaughn_assassination_FPS_UGF_illegal_boss_desc_001,"Reward: 37,500 aUEC\nCooldown: 5 min",5 min,37500,UEC,,,-1,c4a3a438-c40d-4725-8e4f-3c8eb2c9599a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_eliminatecompetition.xml
PU_EliminateBoss_Unlawful_NoNonHostiles_Stanton1,vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001,"Reward: 47,500 aUEC\nCooldown: 5 min",5 min,47500,UEC,,,-1,9f73dc67-a693-40b3-849c-7ea9cdbe249c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_nononhostiles_stanton1.xml
PU_EliminateBoss_Unlawful_NoNonHostiles_Stanton2,vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001,"Reward: 47,500 aUEC\nCooldown: 20 min",20 min,47500,UEC,,,-1,2d2f8b7b-a09c-40b0-a597-e66e3794e0b8,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_nononhostiles_stanton2.xml
PU_EliminateBoss_Unlawful_NoNonHostiles_Stanton3,vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001,"Reward: 47,500 aUEC\nCooldown: 5 min",5 min,47500,UEC,,,-1,6acb2155-49f1-4a5c-b9c4-6e6fe6efa30a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_nononhostiles_stanton3.xml
PU_EliminateBoss_Unlawful_NoNonHostiles_Stanton4,vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001,"Reward: 47,500 aUEC\nCooldown: 5 min",5 min,47500,UEC,,,-1,c3d61215-73c4-4796-a5f1-c17acb7c7dad,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_nononhostiles_stanton4.xml
PU_EliminateBoss_Unlawful_NoNonHostiles,vaughn_assassination_FPS_UGF_legal_boss_nocivs_desc_001,"Reward: 47,500 aUEC\nCooldown: 5 min",5 min,47500,UEC,,,-1,9403edc7-dc4f-4c13-bc69-152620b8dbe9,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_nononhostiles.xml
PU_EliminateBoss_Unlawful_Standard,vaughn_assassination_FPS_UGF_legal_boss_desc_001,"Reward: 45,000 aUEC\nCooldown: 5 min",5 min,45000,UEC,,,-1,20162824-6d92-4daf-944d-da1419ae47c1,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_standard.xml
PU_EliminateBoss_Unlawful_Stanton1,vaughn_assassination_FPS_UGF_legal_boss_desc_001,"Reward: 45,000 aUEC\nCooldown: 5 min",5 min,45000,UEC,,,-1,8abb52ad-3e15-4470-9773-8863b7a8aa8c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_stanton1.xml
PU_EliminateBoss_Unlawful_Stanton2,vaughn_assassination_FPS_UGF_legal_boss_desc_001,"Reward: 45,000 aUEC\nCooldown: 15 min",15 min,45000,UEC,,,-1,1e2b63a2-2972-4f61-98d2-450012734e4d,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_stanton2.xml
PU_EliminateBoss_Unlawful_Stanton3,vaughn_assassination_FPS_UGF_legal_boss_desc_001,"Reward: 45,000 aUEC\nCooldown: 5 min",5 min,45000,UEC,,,-1,4dd429ef-2c5f-4559-a4b1-a706bac2d811,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_stanton3.xml
PU_EliminateBoss_Unlawful_Stanton4,vaughn_assassination_FPS_UGF_legal_boss_desc_001,"Reward: 45,000 aUEC\nCooldown: 5 min",5 min,45000,UEC,,,-1,3e5bde84-414f-4696-b4d0-c95140841832,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful_stanton4.xml
PU_EliminateBoss_Unlawful,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,59b8672e-3f12-4844-ba7d-d06c2d213769,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful.xml
PU_EliminateBoss,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,26ae3b8f-37d0-4563-a45f-ea2a2ddf7b4a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss.xml
PU_EliminateSpecific_Caves_Pyro,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,a7724471-cf62-441f-8dfc-d7d1827b5d33,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro.xml
PU_EliminateSpecific_Caves_Pyro1,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,2c9e29b8-1649-4a3b-9fb8-32072ec11535,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro1.xml
PU_EliminateSpecific_Caves_Pyro2,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,fd881855-f45a-4643-bdb8-3d087f52c6f5,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro2.xml
PU_EliminateSpecific_Caves_Pyro3,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,21576c99-4d1b-4bf0-b5b2-33806a772207,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro3.xml
PU_EliminateSpecific_Caves_Pyro5,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,7671cacf-149d-4d52-ba79-c9df3549c928,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro5.xml
PU_EliminateSpecific_Caves_Pyro6,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,cddb6fdc-6194-4a92-9a34-075da0889d26,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves_pyro6.xml
PU_EliminateSpecific_Caves,headhunters_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,16aab948-2fab-43fc-808f-bb11dae2f40f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_caves.xml
PU_EliminateSpecific_DC_Stanton_FOB_CryAstro_PP34-12,MTPS_eliminatespecific_dc_desc_001,"Reward: 20,500 aUEC\nCooldown: 10 min",10 min,20500,UEC,,,-1,6ed4b647-c47e-4760-a7b0-4f047bde8ef6,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_fob_cryastro_pp34-12.xml
PU_EliminateSpecific_DC_Stanton_FOB,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,e4831189-ae61-4aa1-961d-dfd07bb4261c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_fob.xml
PU_EliminateSpecific_DC_Stanton_Lob_Abandoned-Dupree,Hurston_eliminatespecifc_dc_desc_001,"Reward: 34,000 aUEC\nCooldown: 10 min",10 min,34000,UEC,,,-1,a62a04da-d1e6-4e4f-bd33-6d8e69df5548,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_lob_abandoned-dupree.xml
PU_EliminateSpecific_DC_Stanton_Lobby,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,c42d5bb9-0f5c-43bd-b5e1-28366341587b,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_lobby.xml
PU_EliminateSpecific_DC_Stanton_Shipping,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,cc0fe73f-af2f-4a74-b894-4158c46e6978,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_shipping.xml
PU_EliminateSpecific_DC_Stanton_Shp_HDPC-Cassillo,Tarpits_assassinate_dc_desc_001,"Reward: 21,000 aUEC\nCooldown: 10 min",10 min,21000,UEC,,,-1,0d2046f1-f173-4dd3-83e2-abb1128baded,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_shp_hdpc-cassillo.xml
PU_EliminateSpecific_DC_Stanton_Warehouse,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,e7b52ce9-bd63-451b-95f0-7bec5d1672a9,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_warehouse.xml
PU_EliminateSpecific_DC_Stanton_Wh_Greycat-Complex-B,Tarpits_assassinate_dc_desc_001,"Reward: 41,000 aUEC\nCooldown: 10 min",10 min,41000,UEC,,,-1,9645c4e3-18ba-41fd-b3b5-34c97bce12d3,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_wh_greycat-complex-b.xml
PU_EliminateSpecific_DC_Stanton,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,55338ea0-4b6e-4ef1-87bc-e457ca0d8402,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton.xml
PU_EliminateSpecific_DistributionCentre,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 10 min",10 min,14000,UEC,,,-1,15158b2d-ee45-4d0d-98f2-2ecd1b10d39e,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_distributioncentre.xml
PU_EliminateSpecific_Lawful_NoNonHostiles_Stanton1,hurston_bounty_fps_UGF_nocivs_desc_001,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,227f3f79-be4f-4ff3-a9f6-a6842d9a454c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles_stanton1.xml
PU_EliminateSpecific_Lawful_NoNonHostiles_Stanton2,crusader_bounty_fps_UGF_nocivs_desc_001,"Reward: 14,000 aUEC\nCooldown: 20 min",20 min,14000,UEC,,,-1,6103a8f2-3809-4af8-8acc-a0f678f96ab2,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles_stanton2.xml
PU_EliminateSpecific_Lawful_NoNonHostiles_Stanton3,blacjac_bounty_fps_UGF_nocivs_desc_001,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,138a33a0-094f-4005-a978-fea9717a08b6,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles_stanton3.xml
PU_EliminateSpecific_Lawful_NoNonHostiles_Stanton4,mtps_bounty_fps_UGF_nocivs_desc_001,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,325fde81-e04d-4dd0-8d58-41dbe142713c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles_stanton4.xml
PU_EliminateSpecific_Lawful_NoNonHostiles,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,4bd3b943-a15e-4e6a-af18-030b7e9db334,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles.xml
PU_EliminateSpecific_Lawful_Standard,assassination_desc,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,253c7554-ebbe-4d12-a258-78d57ec5be7d,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_standard.xml
PU_EliminateSpecific_Lawful_Stanton1,hurston_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,2f7ae7c6-a2c3-4d8e-8198-e0f0bab2bd7a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton1.xml
PU_EliminateSpecific_Lawful_Stanton1c_SandCaves,hurston_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,b2457ae6-457b-4002-b601-f8ba533cb242,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton1c_sandcaves.xml
PU_EliminateSpecific_Lawful_Stanton2_FloatingPlatform,crusader_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 15 min",15 min,9000,UEC,,,-1,07b30be6-c7cc-4005-b337-ac55cf023345,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton2_floatingplatform.xml
PU_EliminateSpecific_Lawful_Stanton2,crusader_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 15 min",15 min,9000,UEC,,,-1,9df15d3d-4074-4903-b79a-24ff78156ca7,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton2.xml
PU_EliminateSpecific_Lawful_Stanton3_Intro,blacjac_bounty_fps_desc_first,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,e49363c4-4d7f-474c-a5b2-22510b344ee9,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton3_intro.xml
PU_EliminateSpecific_Lawful_Stanton3_Rehire,blacjac_bounty_fps_desc_rehire,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,9593621e-d0b1-481c-890e-836e78ce7894,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton3_rehire.xml
PU_EliminateSpecific_Lawful_Stanton3,blacjac_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,03bfd6c4-8e72-4af5-b69b-e36f0dd6c798,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton3.xml
PU_EliminateSpecific_Lawful_Stanton4_Intro,mtps_bounty_fps_desc_first_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,012d2d14-5000-4bd2-a770-c6d93cee3e20,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton4_intro.xml
PU_EliminateSpecific_Lawful_Stanton4_Rehire,mtps_bounty_fps_desc_rehire_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,a915eb73-7952-4065-9110-84ce41601911,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton4_rehire.xml
PU_EliminateSpecific_Lawful_Stanton4,mtps_bounty_fps_UGF_desc_001,"Reward: 9,000 aUEC\nCooldown: 5 min",5 min,9000,UEC,,,-1,aeb1b18c-8214-4eae-b29e-452e743bcadc,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_stanton4.xml
PU_EliminateSpecific_Lawful,assassination_desc,"Reward: 14,000 aUEC\nCooldown: 5 min",5 min,14000,UEC,,,-1,3b12c4a9-daf9-496c-9c12-c9d257130b60,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful.xml
PU_EliminateSpecific_Outposts_Indy_Pyro_XT,xenothreat_eliminatespecific_desc_001,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,766cc188-fb7c-4d37-aafc-8b09ba3d452f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_indy_pyro_xt.xml
PU_EliminateSpecific_Outposts_Indy_Pyro,assassination_desc,Cooldown: 10 min,10 min,,UEC,,,-1,ee04581c-77b4-4956-955e-4c519269735c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_indy_pyro.xml
PU_EliminateSpecific_Outposts_Indy,assassination_desc,Cooldown: 10 min,10 min,,UEC,,,-1,85517ad6-cfbb-4687-8082-49a85e7d6e25,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_indy.xml
PU_EliminateSpecific_Outposts_Outlaw_Pyro_XT,xenothreat_eliminatespecific_desc_002,"Reward: 12,000 aUEC\nCooldown: 10 min",10 min,12000,UEC,,,-1,7cfed8f6-ca7a-44c4-a3d8-b6045a586e69,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_outlaw_pyro_xt.xml
PU_EliminateSpecific_Outposts_Outlaw_Pyro,assassination_desc,Cooldown: 10 min,10 min,,UEC,,,-1,5e4d1c03-2bde-4534-8d3c-975965d9fbf1,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_outlaw_pyro.xml
PU_EliminateSpecific_Outposts_Outlaw,assassination_desc,Cooldown: 10 min,10 min,,UEC,,,-1,01c838f2-0b3c-469f-ad96-bf6fca52515a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_outlaw.xml
PU_EliminateSpecific_Outposts,assassination_desc,Cooldown: 10 min,10 min,,UEC,,,-1,94136aa2-c370-4300-95e1-c7cdac6f6d60,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts.xml
PU_EliminateSpecific_Unlawful_EliminateCompetition_Stanton1,vaughn_assassination_FPS_UGF_illegal_desc_001,"Reward: 10,000 aUEC\nCooldown: 5 min",5 min,10000,UEC,,,-1,8b927c16-bed8-46df-bd9c-930e4ee2dc21,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_eliminatecompetition_stanton1.xml
PU_EliminateSpecific_Unlawful_EliminateCompetition_Stanton2,vaughn_assassination_FPS_UGF_illegal_desc_001,"Reward: 10,000 aUEC\nCooldown: 20 min",20 min,10000,UEC,,,-1,a9699a8e-0839-4d2d-8e55-6141abd3f0de,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_eliminatecompetition_stanton2.xml
PU_EliminateSpecific_Unlawful_EliminateCompetition_Stanton3,vaughn_assassination_FPS_UGF_illegal_desc_001,"Reward: 10,000 aUEC\nCooldown: 5 min",5 min,10000,UEC,,,-1,43ebec4e-925c-4019-b86d-880cf6974b5b,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_eliminatecompetition_stanton3.xml
PU_EliminateSpecific_Unlawful_EliminateCompetition_Stanton4,vaughn_assassination_FPS_UGF_illegal_desc_001,"Reward: 10,000 aUEC\nCooldown: 5 min",5 min,10000,UEC,,,-1,c555259b-9b07-475b-ac08-0b0c8a479b8e,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_eliminatecompetition_stanton4.xml
PU_EliminateSpecific_Unlawful_EliminateCompetition,vaughn_assassination_FPS_UGF_illegal_desc_001,"Reward: 10,000 aUEC\nCooldown: 5 min",5 min,10000,UEC,,,-1,ea87cd86-a7e0-479a-b38b-94d011eb93b5,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_eliminatecompetition.xml
PU_EliminateSpecific_Unlawful_Standard,vaughn_assassination_FPS_UGF_legal_desc_001,"Reward: 15,000 aUEC\nCooldown: 5 min",5 min,15000,UEC,,,-1,3172363f-421f-4fb5-9d62-d38bfea56e30,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_unlawful_standard.xml
