PoolClass,BlueprintGuids,Ref,Path
BP_MISSIONREWARD_FoxwellEnforcement_Generator,"[{""guid"":""cdd236fa-56b9-4913-90cf-be7f4e6ca5a7"",""weight"":1},{""guid"":""197066ae-86df-40a1-a10b-1b927a43cbe7"",""weight"":1},{""guid"":""d68aeaa3-cb28-48ed-8233-a83439e3adad"",""weight"":1},{""guid"":""0f184cb6-2404-4a12-b12f-54ed9d6997ce"",""weight"":1},{""guid"":""46a6c1ed-8109-4cc3-9a82-9cd46337b3e5"",""weight"":1},{""guid"":""dbecb53a-9eaa-4f11-acd3-54690d502fe9"",""weight"":1},{""guid"":""dafc406f-d828-4904-bbed-4964158c09e3"",""weight"":1},{""guid"":""828aaaf9-03fb-4baf-bee5-26cefced3ddd"",""weight"":1}]",5b74b911-ef2e-4bcd-8767-84abdc6bf6f9,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_foxwellenforcement_generator.xml
BP_MISSIONREWARD_FoxwellEnforcement_Patrol,"[{""guid"":""7fdd7f0c-5c40-4073-980c-3ec27d6ed4de"",""weight"":1},{""guid"":""3a8077f9-c66c-42b0-9a13-926edea06946"",""weight"":1},{""guid"":""36d48fa7-96de-458e-8aad-29886948bbe6"",""weight"":1},{""guid"":""74c0a6b8-db57-4000-85c2-e263f4118f1f"",""weight"":1},{""guid"":""b9062a61-1475-4b15-9a24-a15351d5e689"",""weight"":1},{""guid"":""c633e1c4-7d50-41ad-8411-fe924029eaa9"",""weight"":1}]",2fefd608-1c2c-4b0f-9c48-24b797f3ba3f,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_foxwellenforcement_patrol.xml
BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,"[{""guid"":""9eba6e0e-4ed7-457d-9fd7-4c450ada4be4"",""weight"":1},{""guid"":""e471e8d9-51d2-43cf-b94e-201e70a68a5b"",""weight"":1},{""guid"":""3eea6d43-d683-4ec7-9853-be654982f135"",""weight"":1},{""guid"":""c022fbee-2b9d-4bdb-9895-307812c30316"",""weight"":1},{""guid"":""a37bc293-33fb-4689-b6fb-44e39b86a410"",""weight"":1},{""guid"":""e1910d29-d413-4d91-b618-9b7ae278e7f8"",""weight"":1},{""guid"":""0e0a5872-3224-46be-baa7-1df604b70a41"",""weight"":1},{""guid"":""d1da140e-b7ee-46ba-b76a-f5dd33c0348c"",""weight"":1}]",e9947de1-6160-4d62-a319-2f4693140c88,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_headhunters_mercenaryfps_eliminateall_regionab.xml
BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionCD,"[{""guid"":""97847c70-ec56-4b59-b946-4416d8f38d1d"",""weight"":1},{""guid"":""7e51e245-9baa-4845-b9e5-7028f257adb9"",""weight"":1},{""guid"":""b7bf92c7-a3ee-4082-996b-46bc67b5929b"",""weight"":1},{""guid"":""2946fc90-9ad7-4554-9bdd-940ed97538c5"",""weight"":1},{""guid"":""c391c68a-30cd-4a09-971f-a6f816906337"",""weight"":1},{""guid"":""b19b4e92-2e22-4179-a647-0e13152a7302"",""weight"":1},{""guid"":""e277c982-f965-4c27-9377-1db753e1a8f6"",""weight"":1},{""guid"":""9c6ca949-c28c-40db-9e32-e4abd23ef3de"",""weight"":1}]",d10c81ec-fc38-4f3e-bb2d-ccea0d10c889,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_headhunters_mercenaryfps_eliminateall_regioncd.xml
BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateBoss,"[{""guid"":""a98a8834-d924-468d-8d1b-8e4aba3e8291"",""weight"":1},{""guid"":""ef686d26-24a4-4244-b55b-856d995a0ff2"",""weight"":1},{""guid"":""33468f8d-6272-41a8-8b43-16709772c1ef"",""weight"":1},{""guid"":""deb590b5-426d-4737-869d-04458f209f3f"",""weight"":1},{""guid"":""51187178-413a-40b9-bc10-a42f25369aa8"",""weight"":1},{""guid"":""bfb08c7d-88d3-486e-aa39-5bb97864c5c8"",""weight"":1},{""guid"":""d3e96412-ae77-4b5a-8e80-bc7575563be7"",""weight"":1},{""guid"":""a10bfaff-76a7-47c9-8535-44e982442cbd"",""weight"":1}]",b81b328f-28a5-4d76-b06a-604cc7d5f2b0,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_headhunters_mercenaryfps_eliminateboss.xml
BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateSpecific_RegionAB,"[{""guid"":""180baf29-ed81-42e2-a5a7-82b1f3dbc07f"",""weight"":1},{""guid"":""33ce3672-0606-48aa-98cf-7c94618f2e7d"",""weight"":1},{""guid"":""803b8613-00c9-4c1e-a7fa-04038310dc22"",""weight"":1},{""guid"":""089e5827-ec15-480a-877c-eca20dfd166f"",""weight"":1},{""guid"":""b9a41cf8-32b0-46ca-bb61-3e40a44c4a71"",""weight"":1},{""guid"":""0c474fba-0dd9-4cfa-ac52-082647835ef5"",""weight"":1},{""guid"":""981ed143-c8ee-4eb4-9560-d69354229cd1"",""weight"":1},{""guid"":""ac63d308-6b69-4b69-975e-3866dd241d96"",""weight"":1},{""guid"":""92b57ee6-9ff4-4d44-a4da-1d3b7bb1860d"",""weight"":1},{""guid"":""34d6d2d6-6937-44ae-85f9-a690c43668ce"",""weight"":1}]",f05fa898-1580-4ce3-95e2-8f5c4a1d1891,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_headhunters_mercenaryfps_eliminatespecific_regionab.xml
BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateSpecific_RegionCD,"[{""guid"":""f2947ab8-56b3-43e6-9ef6-6301070a1846"",""weight"":1},{""guid"":""5db147fd-8664-449b-8b07-fab752fda55f"",""weight"":1},{""guid"":""3c392f33-e51d-4255-bf7b-a09c98fce6b4"",""weight"":1},{""guid"":""861e4561-ae30-4da4-9ce2-ef98ca9fbffd"",""weight"":1},{""guid"":""28e21312-dc19-4c3f-85e0-14102acc41ad"",""weight"":1},{""guid"":""9fe788a3-1319-4f13-afd7-fc3e9653d43b"",""weight"":1},{""guid"":""6f3172a1-f6d1-4b10-bfc0-1ccdf95a5b62"",""weight"":1},{""guid"":""da837190-0a00-4a9c-b627-d2e41adc0029"",""weight"":1}]",9cf3799c-2347-46a6-bd65-203f8a426f79,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_headhunters_mercenaryfps_eliminatespecific_regioncd.xml
BP_MISSIONREWARD_IDS_RecoverEncryptedData,"[{""guid"":""2d084e7a-056d-4e29-a824-cd459888d27f"",""weight"":1},{""guid"":""656bcd59-44ca-4812-a5f2-f1d2ec305571"",""weight"":1},{""guid"":""b2ff9dfd-0b26-4b77-9118-e7e9ea60e42c"",""weight"":1},{""guid"":""d62c3e24-0b9a-4de9-8590-b22189fe030a"",""weight"":1},{""guid"":""82b03018-62d2-412e-b8c3-2471605e76fe"",""weight"":1},{""guid"":""af5b9b3b-2b13-4ff7-8b2f-8d251a4fa272"",""weight"":1},{""guid"":""f561bc08-cb5e-46c4-8441-111710560c68"",""weight"":1},{""guid"":""07e49825-48e7-454a-a20d-8e4257c52e61"",""weight"":1},{""guid"":""6024a6ca-197f-42eb-8446-91fb06953b27"",""weight"":1},{""guid"":""fba490b7-13e5-463b-a774-c8ebd215738e"",""weight"":1},{""guid"":""1ef86967-9f09-43af-b234-a5e9088345cc"",""weight"":1},{""guid"":""eed8ab0d-ad9c-41e2-996f-14cdd263e100"",""weight"":1},{""guid"":""58f2fe15-955e-4725-8b5f-7a5249186966"",""weight"":1},{""guid"":""0dd198ba-20ab-4119-88bb-d7d2deaa147a"",""weight"":1}]",c9b51f5a-6073-49f8-bd40-b240d7d35ceb,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_ids_recoverencrypteddata.xml
BP_MISSIONREWARD_InterSec_DefendShip,"[{""guid"":""24d23220-2d11-40b4-bf90-530ced383413"",""weight"":1},{""guid"":""db80f6c7-d423-43f9-8e1b-5479154a5446"",""weight"":1},{""guid"":""c1b8649b-0189-4b88-ac32-6c4f0ae90530"",""weight"":1},{""guid"":""2bd88b63-f035-4d7d-992d-3bceafaacd29"",""weight"":1},{""guid"":""5e5eb75b-e32e-450e-9ac3-c2f659c063ee"",""weight"":1},{""guid"":""58f2fe15-955e-4725-8b5f-7a5249186966"",""weight"":1},{""guid"":""b60850f6-0aeb-4b3c-8104-49baa4a61aa7"",""weight"":1}]",efacefc7-916b-4cd1-9f03-43053f6ae867,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_intersec_defendship.xml
BP_MISSIONREWARD_InterSec_Patrol,"[{""guid"":""4acc160d-9b38-40df-8b03-24074b9e2aaf"",""weight"":1},{""guid"":""afd1907d-fdaa-454e-85b0-2d240df18e98"",""weight"":1},{""guid"":""1c9bbc0c-843f-47c9-8f11-73ac3ad8db62"",""weight"":1},{""guid"":""2864d252-0e9f-461f-b81e-9c9eadb6a5a2"",""weight"":1},{""guid"":""9fd63c83-089a-4914-91da-9f705517aee2"",""weight"":1},{""guid"":""85831071-5a5d-49d3-a7ea-05354d95f8eb"",""weight"":1},{""guid"":""bdba2cf6-6aac-44a4-a265-8f0bb977df34"",""weight"":1},{""guid"":""7bbbfb57-16a8-49d7-9ae3-cc1381fadf08"",""weight"":1},{""guid"":""a62a4480-1c78-4418-b972-49eae09e9877"",""weight"":1},{""guid"":""c1d12ada-3d8f-4248-a86a-20fa6a4f82c1"",""weight"":1},{""guid"":""eed8ab0d-ad9c-41e2-996f-14cdd263e100"",""weight"":1},{""guid"":""cd7f1e71-fa55-4c5a-b794-1ca570561620"",""weight"":1},{""guid"":""d6a9f8c5-c859-48ae-9e68-163307e53100"",""weight"":1}]",1fdd6657-5947-4f64-ab2b-3b001d88f1f7,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_intersec_patrol.xml
BP_MISSIONREWARD_InterSec_ResourceGathering,"[{""guid"":""f9de8917-a3a2-4471-974e-123b49910271"",""weight"":1},{""guid"":""7f5ec201-ae52-437a-9327-72732e7c4b84"",""weight"":1},{""guid"":""8f25d62c-40cb-4cda-9d7b-acfa7704606e"",""weight"":1},{""guid"":""9a5f0389-4850-442c-8d3d-73bde5418406"",""weight"":1},{""guid"":""1bfb2db6-2be8-4960-ae41-202cd89019a1"",""weight"":1},{""guid"":""58f2fe15-955e-4725-8b5f-7a5249186966"",""weight"":1},{""guid"":""47068d3b-a8e1-4329-ae08-8ed34eb76834"",""weight"":1}]",36e8ac4d-8962-4b03-89e7-cd7a06fc4adc,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_intersec_resourcegathering.xml
BP_MISSIONREWARD_NorthRockFPSKill_EliminateBoss,"[{""guid"":""87db0bbb-ff12-4a7e-8044-72dddb8ddf36"",""weight"":1},{""guid"":""efdfd631-c2c4-4a0c-9520-f12a7a2bffbc"",""weight"":1},{""guid"":""5c23d353-10be-45b5-a1c6-fb2c8eeb3ab6"",""weight"":1},{""guid"":""93421709-2065-4704-bd9a-44227a70f398"",""weight"":1},{""guid"":""a6f3b249-a825-4a67-bc85-617e0976c9e8"",""weight"":1},{""guid"":""a9a3c7ee-70d9-4f55-b78f-1f87ada03829"",""weight"":1},{""guid"":""fa136b5a-47c2-48ac-85ff-aec3c35d902c"",""weight"":1},{""guid"":""49913e31-a2e7-4286-a76e-01bddcf7f71d"",""weight"":1},{""guid"":""552c05db-d4ae-4988-afe0-a3166990e91e"",""weight"":1},{""guid"":""11975675-5061-4feb-8087-a35c523cdbd6"",""weight"":1},{""guid"":""9f11679b-027f-4a0b-903d-6655f2978e76"",""weight"":1},{""guid"":""9f11679b-027f-4a0b-903d-6655f2978e76"",""weight"":1}]",ce014e33-cfcb-45e9-a12f-06f9baff9db2,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_northrockfpskill_eliminateboss.xml
BP_MISSIONREWARD_Rayari_RecoverItem_HathorLoot,"[{""guid"":""f9de8917-a3a2-4471-974e-123b49910271"",""weight"":1},{""guid"":""2d084e7a-056d-4e29-a824-cd459888d27f"",""weight"":1},{""guid"":""24d23220-2d11-40b4-bf90-530ced383413"",""weight"":1},{""guid"":""656bcd59-44ca-4812-a5f2-f1d2ec305571"",""weight"":1},{""guid"":""85831071-5a5d-49d3-a7ea-05354d95f8eb"",""weight"":1},{""guid"":""b2ff9dfd-0b26-4b77-9118-e7e9ea60e42c"",""weight"":1},{""guid"":""4acc160d-9b38-40df-8b03-24074b9e2aaf"",""weight"":1},{""guid"":""eed8ab0d-ad9c-41e2-996f-14cdd263e100"",""weight"":1},{""guid"":""58f2fe15-955e-4725-8b5f-7a5249186966"",""weight"":1}]",7c495074-f31a-4f52-bde2-c912b183ac81,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_rayari_recoveritem_hathorloot.xml
BP_MISSIONREWARD_Rayari_RecoverItem_Irradiated,"[{""guid"":""d0d3aa5c-0db2-4f62-af6a-b6976e202b87"",""weight"":1},{""guid"":""82f6965b-39ec-42fb-8286-ac543c4fa904"",""weight"":1},{""guid"":""0f23d221-eae2-462a-87cf-560942e515ef"",""weight"":1},{""guid"":""fc036002-09f5-4bb8-8f3d-8bddc54272e4"",""weight"":1},{""guid"":""12f9225e-98ec-4546-ba0a-4386c86100a9"",""weight"":1},{""guid"":""f74b672f-684a-4735-be47-71d8f1d24c32"",""weight"":1},{""guid"":""910b675f-2030-42e6-a301-de9c09894460"",""weight"":1}]",5abbcbe8-8af1-4b76-8a85-631eeff5903d,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_rayari_recoveritem_irradiated.xml
BP_MISSIONREWARD_RDC_Boss,"[{""guid"":""b08ee11e-5e2c-4fe5-9a10-b99c2a105d9b"",""weight"":1},{""guid"":""80304f3a-bfd9-4eaa-a0b3-dee61872377b"",""weight"":1},{""guid"":""ca04f474-538a-4d73-8b76-2c20d0433f0f"",""weight"":1},{""guid"":""7839dc1c-2881-406f-9f83-a1caaa99da25"",""weight"":1},{""guid"":""1df6b82c-8b0d-4179-8138-94f33f1bd073"",""weight"":1},{""guid"":""a0cfd9bb-9c32-4679-825c-3c7496b85cc6"",""weight"":1},{""guid"":""3aa99a29-3177-4008-b88c-efe0c93c2b3f"",""weight"":1},{""guid"":""6fb3b3ad-e39e-4d6b-a97a-84f7bad75b89"",""weight"":1},{""guid"":""51bb9eda-cc14-4b64-8b92-0565638d5d0d"",""weight"":1},{""guid"":""c2677899-cd03-45ac-ae90-8e9de0792c14"",""weight"":1},{""guid"":""34b5ab94-a752-427a-8cc4-757c5797783c"",""weight"":1}]",61b089a0-880c-41da-a2c2-482a1bffe96f,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_rdc_boss.xml
BP_MISSIONREWARD_RDC_Exclusive,"[{""guid"":""878240ee-e1ee-47a9-ac1f-fe1b5171619c"",""weight"":1},{""guid"":""07eb22f2-17bb-4428-853b-d6777db53038"",""weight"":1},{""guid"":""c14689b3-71ba-4386-be4a-9ed558d97d4b"",""weight"":1},{""guid"":""f43c9684-1a3a-4783-9469-4a61fe0ccc98"",""weight"":1},{""guid"":""19bf2ec3-f114-4f27-982f-5236b35fe8c7"",""weight"":1},{""guid"":""fc095af7-3ced-4533-970a-007788ca8274"",""weight"":1},{""guid"":""e4a0800f-6c5f-4d88-8328-bff2ab46dd34"",""weight"":1},{""guid"":""1eff502e-f190-4906-b974-32c117eb1971"",""weight"":1},{""guid"":""c52b8f11-6bdb-49df-ac05-87c3b8fd48be"",""weight"":1},{""guid"":""4db9360f-dd3e-4aff-8ada-f79897951cae"",""weight"":1},{""guid"":""34b5ab94-a752-427a-8cc4-757c5797783c"",""weight"":1}]",1e31d7e8-3033-4c98-a477-c474810d48c1,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_rdc_exclusive.xml
BP_MISSIONREWARD_RDC_Generic,"[{""guid"":""b08ee11e-5e2c-4fe5-9a10-b99c2a105d9b"",""weight"":1},{""guid"":""2d5a4987-c430-4f28-9a74-7cb95d9020db"",""weight"":1},{""guid"":""42dd7691-8119-4643-9477-512b31aaccc8"",""weight"":1},{""guid"":""81f972e5-634e-42e4-bcfd-37e0a72ee9c3"",""weight"":1},{""guid"":""029d8838-3f83-4d3c-b44e-ba388cb5e347"",""weight"":1},{""guid"":""1db3e0db-610a-4a94-afec-9015335c574f"",""weight"":1},{""guid"":""b362b3f8-5393-4c42-b083-ac38411f6ff5"",""weight"":1},{""guid"":""508d602d-f4e9-4e83-9fe5-c054d6ad3b58"",""weight"":1},{""guid"":""93deb498-5eb4-42e4-ac0f-aa38791aee5f"",""weight"":1},{""guid"":""34b5ab94-a752-427a-8cc4-757c5797783c"",""weight"":1}]",e52bf354-8918-474d-987e-55c01bfecdd3,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_rdc_generic.xml
BP_MISSIONREWARD_Shubin_ResourceGathering_FPSMining_Pyro,"[{""guid"":""6e56d163-c45d-4ac8-bd6a-8a8dd4db4855"",""weight"":1},{""guid"":""7f3de2ba-0f58-4feb-bbb2-7230f0a5c3b6"",""weight"":1},{""guid"":""7e181fa5-d8a6-4877-89b7-40c04c03d4a1"",""weight"":1},{""guid"":""40515a7b-6dd8-48e2-8b69-1afc0938b140"",""weight"":1},{""guid"":""07332cfa-dc4d-4bf8-a9bf-032a0ae40e31"",""weight"":1},{""guid"":""d8ae387f-2e16-4080-b737-7fa301789573"",""weight"":1},{""guid"":""743efa96-8a73-40a7-ae6a-0890f34a3731"",""weight"":1}]",5e79204c-6d26-4ddb-95c8-6940028e4d89,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_shubin_resourcegathering_fpsmining_pyro.xml
BP_MISSIONREWARD_Shubin_ResourceGathering_FPSMining_Stanton,"[{""guid"":""494617be-9487-4919-93ae-d17c059d4639"",""weight"":1},{""guid"":""a5bd7711-4266-4712-bab3-0e439660748c"",""weight"":1},{""guid"":""a15468da-4d68-4f8b-a611-fa4829a70b73"",""weight"":1},{""guid"":""b0a52afc-765d-43e4-b3a4-98eafc71925a"",""weight"":1},{""guid"":""ba1fb9d7-b959-4f17-b7e0-90b892eaf501"",""weight"":1},{""guid"":""743efa96-8a73-40a7-ae6a-0890f34a3731"",""weight"":1}]",ebe453ce-10cc-4811-8c68-217c5fecb79e,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_shubin_resourcegathering_fpsmining_stanton.xml
BP_MISSIONREWARD_Shubin_ResourceGathering_ShipMining_PyroNyx,"[{""guid"":""4597b977-ae88-49c4-9667-5681d3c67319"",""weight"":1},{""guid"":""84c3ded1-19f0-43bb-bd49-ceb517e7264b"",""weight"":1},{""guid"":""dabddb4f-e559-4991-ba80-95a3a70a1fef"",""weight"":1},{""guid"":""1b1c4e5e-2a8b-4180-9857-1fe1b3322093"",""weight"":1},{""guid"":""f1b95cd0-5dde-4b32-9efb-dd87f2aa5567"",""weight"":1},{""guid"":""23451667-daed-476c-9eb8-b25e174929d6"",""weight"":1},{""guid"":""743efa96-8a73-40a7-ae6a-0890f34a3731"",""weight"":1}]",c2bd6ae6-c4a1-4fb1-8421-bd2979f39f77,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_shubin_resourcegathering_shipmining_pyronyx.xml
BP_MISSIONREWARD_Shubin_ResourceGathering_ShipMining_Stanton,"[{""guid"":""11746131-a3a4-4d8d-acfd-e92d8963f94c"",""weight"":1},{""guid"":""6ec1ec0a-7865-4317-bc78-131a958c2300"",""weight"":1},{""guid"":""5aa839d6-93ce-4919-a039-a3f15fb7a331"",""weight"":1},{""guid"":""63ac18b1-83bd-4ec7-8580-b91e021a002b"",""weight"":1},{""guid"":""ffdede8d-4029-45d4-ae6e-582190efd062"",""weight"":1},{""guid"":""685cd29c-0308-48fe-bebc-859806afad5d"",""weight"":1},{""guid"":""743efa96-8a73-40a7-ae6a-0890f34a3731"",""weight"":1}]",40438f39-f78c-41bc-a8de-d6f4f4c2daec,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_shubin_resourcegathering_shipmining_stanton.xml
BP_MISSIONREWARD_VaughnGenerator_EliminateBoss,"[{""guid"":""35e047ab-51a5-4d25-bd6c-6d6b99c93ff6"",""weight"":1},{""guid"":""d202447d-5611-4cf7-96ed-4553d969c8c8"",""weight"":1},{""guid"":""ac19ee92-4541-49a7-a18c-c8bbe166f3db"",""weight"":1},{""guid"":""18ddec17-c4ac-4a97-8945-c832d9acaa08"",""weight"":1},{""guid"":""4149a505-b7c9-4a47-abb2-5b6d06aea7cd"",""weight"":1},{""guid"":""414f8b11-e4a3-427b-a763-274013eb8717"",""weight"":1},{""guid"":""d55d8b7a-398b-43d9-9391-805a5d0b1d5a"",""weight"":1},{""guid"":""4885f099-b226-4a44-8cb6-03c3c176749c"",""weight"":1},{""guid"":""4885f099-b226-4a44-8cb6-03c3c176749c"",""weight"":1},{""guid"":""8ae32b3f-2b5d-4ade-a067-214b8196a553"",""weight"":1},{""guid"":""97ad7b96-cacf-42bd-b4ff-6c2da37e549e"",""weight"":1}]",6876ee7a-114b-4414-9af1-bfdcdd303204,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_vaughngenerator_eliminateboss.xml
BP_MISSIONREWARD_VaughnGenerator_EliminateSpecific,"[{""guid"":""e3097998-28ef-48ad-a220-2ddaa1a85ce3"",""weight"":1},{""guid"":""950e8099-037e-4d73-86fe-6266a08b02d1"",""weight"":1},{""guid"":""1cc4c8ad-6bfe-4cfc-aa4f-f8af0bf871ea"",""weight"":1},{""guid"":""ccc84b06-ce85-4f82-9c7d-8b5eda13ea95"",""weight"":1},{""guid"":""ec377312-4b4c-4fbd-854c-ff45cb66229f"",""weight"":1},{""guid"":""0c04c0d4-e289-4571-84f5-ffae7e6994d9"",""weight"":1},{""guid"":""bcadaa79-db0f-40cd-a9c7-5015500a2a51"",""weight"":1},{""guid"":""e51e3af6-9fb6-41bb-bb34-b0b35750dccc"",""weight"":1},{""guid"":""4dbe4a9c-cce5-4679-9975-329c95eab9a1"",""weight"":1},{""guid"":""850ad61b-2bd1-4c0c-be77-84a7133ce899"",""weight"":1},{""guid"":""6ddb93d8-7f93-4086-9609-4520f06f7d9b"",""weight"":1},{""guid"":""a10bfaff-76a7-47c9-8535-44e982442cbd"",""weight"":1}]",67a07f1a-ca8c-400d-984a-6088ecd3b482,libs/foundry/records/crafting/blueprintrewards/blueprintmissionpools/bp_missionreward_vaughngenerator_eliminatespecific.xml
BP_REWARD_CollectorMaterial_001,"[{""guid"":""c9c67e69-063a-4d28-a156-d5809776ee22"",""weight"":1}]",41371e2a-09d2-4eb6-b046-69e2ce34521d,libs/foundry/records/crafting/blueprintrewards/collectorwikelo/bp_reward_collectormaterial_001.xml
BP_REWARD_CollectorMaterial_002,"[{""guid"":""d31e71e2-38f1-4773-8c4f-2507ca0470db"",""weight"":1}]",f1fe5e29-6a79-4245-b232-f79a63b78508,libs/foundry/records/crafting/blueprintrewards/collectorwikelo/bp_reward_collectormaterial_002.xml
BP_REWARD_none_rifle_multi_01_collector01,"[{""guid"":""f2bd99fe-904b-4b23-9aa4-8aa6ae2c530f"",""weight"":1}]",ef7eca0b-6f20-44e1-9308-8dcce92d713f,libs/foundry/records/crafting/blueprintrewards/collectorwikelo/bp_reward_none_rifle_multi_01_collector01.xml
BP_REWARD_vgl_flightsuit_01_02_01,"[{""guid"":""51094096-711d-4779-a1c1-cda936211a1b"",""weight"":1}]",e71e1a05-1817-46b4-8123-7bcc6c5927a3,libs/foundry/records/crafting/blueprintrewards/collectorwikelo/bp_reward_vgl_flightsuit_01_02_01.xml
BP_REWARD_vgl_flightsuit_helmet_01_02_01,"[{""guid"":""ffaa61a2-1c00-4f0a-a855-a06855f9ce6b"",""weight"":1}]",b652a50f-657b-4e2f-92a2-55962d1f4f72,libs/foundry/records/crafting/blueprintrewards/collectorwikelo/bp_reward_vgl_flightsuit_helmet_01_02_01.xml
BP_REWARDS_Xenothreat2_100_01,"[{""guid"":""09b57272-8ed3-4f91-94cd-13f0bc5796fa"",""weight"":1}]",f638ceff-38a2-442f-9233-389619957104,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_100_01.xml
BP_REWARDS_Xenothreat2_100_02,"[{""guid"":""d3424c2f-7bf0-48f3-ba9f-133ee41ede1a"",""weight"":1}]",4d724371-4658-4a22-828a-0b077b163e1a,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_100_02.xml
BP_REWARDS_Xenothreat2_100_03,"[{""guid"":""3604eb86-8850-41de-8c50-279268401355"",""weight"":1}]",1bcdf005-1192-4b2f-b8c1-86e48e084f97,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_100_03.xml
BP_REWARDS_Xenothreat2_15_01,"[{""guid"":""8e0b43aa-3353-4601-9053-c8bf63b1aa68"",""weight"":1}]",ee32c370-c77f-4b22-a28e-0b52a3764d85,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_01.xml
BP_REWARDS_Xenothreat2_15_02,"[{""guid"":""b411ee6c-20ba-4697-a77c-3338e0062ab1"",""weight"":1}]",5f4206eb-5dbd-462e-addc-35ed2e9ab53b,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_02.xml
BP_REWARDS_Xenothreat2_15_03,"[{""guid"":""315a8008-c78b-4536-bb02-f9177de66f14"",""weight"":1}]",74d9273e-e262-4669-b462-e7ef82027f34,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_03.xml
BP_REWARDS_Xenothreat2_15_04,"[{""guid"":""89c217ab-473d-4464-ad24-3cf3e59b4cf7"",""weight"":1}]",7e73f59e-43ae-4943-a03d-208569ccb462,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_04.xml
BP_REWARDS_Xenothreat2_15_05,"[{""guid"":""fd0caafc-d49d-4eb4-ad4d-5f57d64f4f34"",""weight"":1}]",eb0a196c-b252-4fac-931f-cdc43258fb69,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_05.xml
BP_REWARDS_Xenothreat2_15_06,"[{""guid"":""90dd0843-d876-45a3-9c70-1bdae12fd5a4"",""weight"":1}]",343ae5e1-2072-4f43-bb5a-0c73de2d21be,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_15_06.xml
BP_REWARDS_Xenothreat2_25_01,"[{""guid"":""797ad37f-6386-45e5-b219-65ce7951057f"",""weight"":1}]",4da274e1-b462-4b5b-98ae-34a5d65a7a9b,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_01.xml
BP_REWARDS_Xenothreat2_25_02,"[{""guid"":""b1d0a06d-63bd-40b1-8c98-401f0ee9baa4"",""weight"":1}]",e052cb6e-dfb2-489f-b4c7-2ee41195e101,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_02.xml
BP_REWARDS_Xenothreat2_25_03,"[{""guid"":""348f097c-8318-4e4f-81a5-2c7f0e02d586"",""weight"":1}]",a05e07ed-92bb-4ae4-8fe7-8e4234228f8b,libs/foundry/records/crafting/blueprintrewards/xenothreat2rewards/bp_rewards_xenothreat2_25_03.xml
