Entity Class,Composition GUID,Composition Class,Global Params GUID,Global Params Class,Audio Params GUID,Audio Params Class,Density Class GUID,Density Class,Filled Factor,Glow Curve Power,Glow Lerp Speed,Allow Auto Respawning,Record GUID,Record Path
IgneousMineableRock_Aluminium,32ed5b5b-7992-4cb0-8880-e9672418284c,IgneousDeposit_Aluminium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1a4e7270-1cb8-42e0-bb01-29ca48f8f568,libs/foundry/records/entities/mineable/igneousmineablerock_aluminium.xml
IgneousMineableRock_Copper,ecc45f93-558d-47ee-851b-f189f2eaa15d,IgneousDeposit_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,01da64bf-373a-4cbe-a11f-4496e3f0f1e2,libs/foundry/records/entities/mineable/igneousmineablerock_copper.xml
IgneousMineableRock_Corundum,8e9a99df-7140-46ef-86a6-826932279f66,IgneousDeposit_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,65d44822-ea32-416e-a3f4-37af87d1fd59,libs/foundry/records/entities/mineable/igneousmineablerock_corundum.xml
IgneousMineableRock_Iron,39e41884-db81-499e-9ee0-3c6f35fd455e,IgneousDeposit_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,a9712cd2-dbee-4015-b8f6-80d3551e2b33,libs/foundry/records/entities/mineable/igneousmineablerock_iron.xml
IgneousMineableRock_Quartz,e8291c67-7a49-42b1-9450-8a4e24aeec1a,IgneousDeposit_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,88c173d2-d6c5-4396-9621-1abffe9831d5,libs/foundry/records/entities/mineable/igneousmineablerock_quartz.xml
IgneousMineableRock_Silicon,cfffa81d-200c-4432-a36e-79debe6ca620,IgneousDeposit_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c2523722-81fc-486b-8fed-779167d717df,libs/foundry/records/entities/mineable/igneousmineablerock_silicon.xml
IgneousMineableRock_Tin,016b5eac-79df-4539-a0c7-cf1fafffe933,IgneousDeposit_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,5d20476b-5558-4da6-805e-f698ff48d431,libs/foundry/records/entities/mineable/igneousmineablerock_tin.xml
IgneousMineableRock_Titanium,0ddd1307-fa64-4d5e-b99a-8ea47b00e1f2,IgneousDeposit_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c466997f-c7ad-49c7-a5e3-e815cbafc011,libs/foundry/records/entities/mineable/igneousmineablerock_titanium.xml
IgneousMineableRock_Tungsten,3fa8f02d-0ea1-4ae9-835b-e6c5458076b6,IgneousDeposit_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,22955fc1-0292-4cf9-a176-73fabb71d1fd,libs/foundry/records/entities/mineable/igneousmineablerock_tungsten.xml
IgneousMineableRock,87f35aee-70e3-4df8-89c5-932fc8b3bb25,IgneousDeposit,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c64d9442-6a3a-4244-b5aa-8635e3b4a329,libs/foundry/records/entities/mineable/igneousmineablerock.xml
MinableRock_FPS_GameplayObstacle_RCD,edfb6acd-3507-4a2e-9127-29f5bf903965,FPS_Composition_FlowstoneDeposit,f65bd0df-562b-48f9-8d07-c187658eb796,MiningGlobalParamsFPS_Obstacle,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,0.01,0.1,0.25,1,3321d5b3-f91b-4eef-9781-b3c6454e2153,libs/foundry/records/entities/mineable/minablerock_fps_gameplayobstacle_rcd.xml
MineableRock_AsteroidCommon_Aluminum,d8e3343e-b79a-4734-8c96-dfe5b0272e94,CommonShipMineablesAsteroid_Aluminum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1c949ce0-c99b-485b-b783-2ea3b49162c0,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_aluminum.xml
MineableRock_AsteroidCommon_Copper,f5bcbf37-d613-4b51-897f-a11572d5f575,CommonShipMineablesAsteroid_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,139a292f-037d-45ed-8f08-644b649863b2,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_copper.xml
MineableRock_AsteroidCommon_Corundum,f7959de5-2bd2-43ab-aae3-4d057d624852,CommonShipMineablesAsteroid_Corundum,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b8c75d71-52f1-44bb-9d27-61075591d91a,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_corundum.xml
MineableRock_AsteroidCommon_Hephaestanite,44035494-974e-47f5-98a2-79a1616b62a6,CommonShipMineablesAsteroid_Hephaestanite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,42b45ec5-c3d7-4075-a3ec-12d0775f69c6,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_hephaestanite.xml
MineableRock_AsteroidCommon_Ice,3fc54018-acc4-4b34-aac1-bb97aa2bbece,CommonShipMineablesAsteroid_Ice,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,3aee138f-553f-44e7-bd62-4ba34e22361f,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml
MineableRock_AsteroidCommon_Iron,ece23c39-ebb8-4a72-871b-5413e70619bf,CommonShipMineablesAsteroid_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,35f663f2-a499-4da3-a3ac-a1d834667931,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_iron.xml
MineableRock_AsteroidCommon_Quartz,984fcc10-90b2-433f-ba95-79ce692d855b,CommonShipMineablesAsteroid_Quartz,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,6b212c2b-d7a3-45a1-937c-2618301b7856,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_quartz.xml
MineableRock_AsteroidCommon_Silicon,836eb20c-3a2e-422d-a797-27c2f0ed755d,CommonShipMineablesAsteroid_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,565948ac-8d01-42fd-994a-92898988a536,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_silicon.xml
MineableRock_AsteroidCommon_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,4aef9bf7-2c9a-471d-be3e-360151afb8c8,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_template.xml
MineableRock_AsteroidCommon_Tin,0739cc49-707f-4b00-91fa-f16f6eaadf90,CommonShipMineablesAsteroid_Tin,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,ef1b442c-d8fa-47e3-8fb6-ed58bd5c256e,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_tin.xml
MineableRock_AsteroidEpic_Lindinium,fd7dc10a-19a4-4f82-aae2-52ac35bda567,EpicShipMineablesAsteroid_Lindinium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,17205afb-5064-4181-b987-d77499e087a4,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_lindinium.xml
MineableRock_AsteroidEpic_Ouratite,0880d6d0-bee5-41b1-9aef-cc040a539ecf,EpicShipMineablesAsteroid_Ouratite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,28164692-18ae-403e-8290-21cd840bd427,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_ouratite.xml
MineableRock_AsteroidEpic_Riccite,cd1dfb3a-d5cb-4017-8135-3707b863ddf9,EpicShipMineablesAsteroid_Riccite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b9059541-74af-4fab-b24a-11bf3d3c10ee,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_riccite.xml
MineableRock_AsteroidEpic_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,c28b8862-2969-4981-9eb0-5fc2f5403290,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_template.xml
MineableRock_AsteroidLegendary_Quantainium,46c05568-b83a-4e7b-862c-cc31be4bae50,LegendaryShipMineablesAsteroid_Quantainium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,34278d01-ce6a-4c0c-a792-d238113ea53a,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_quantainium.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_large,3932307e-996c-4809-8eac-39a568c736cc,LegendaryShipMineablesAsteroid_Savrilium_RCD,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b3fc7fad-39de-4cba-a11a-5a91919f4743,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_large.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_small,3932307e-996c-4809-8eac-39a568c736cc,LegendaryShipMineablesAsteroid_Savrilium_RCD,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,999b60d7-2d77-4cef-8cf3-83df24c8a498,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_small.xml
MineableRock_AsteroidLegendary_Savrilium,3375ee93-f695-40d2-b86c-1ad23802e59b,LegendaryShipMineablesAsteroid_Savrilium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,2a3d97fe-ce09-4e92-9d67-8f78819446ea,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium.xml
MineableRock_AsteroidLegendary_Stileron,5ec37175-69bd-4d19-a40a-69e7b3eec354,LegendaryShipMineablesAsteroid_Stileron,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,7e84fb04-9e62-402d-86b7-eb0c132fa6ca,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_stileron.xml
MineableRock_AsteroidLegendary_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,08b7a239-2ff5-4c27-81d9-30e34e7ecd48,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_template.xml
MineableRock_AsteroidRare_Beryl,918f0b57-632b-4f0c-b8b5-869333ba5613,RareShipMineablesAsteroid_Beryl,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,27880573-b1fa-41aa-89b8-3e4a131ba9cd,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_beryl.xml
MineableRock_AsteroidRare_Bexalite,004c1ddd-ee4e-4c77-92bd-50739bb0e23e,RareShipMineablesAsteroid_Bexalite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,2b8a76ae-593e-4268-9a56-c20ce202e8a8,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_bexalite.xml
MineableRock_AsteroidRare_Borase,b42b8e22-a4cb-4847-aaa4-f93e11fa97cb,RareShipMineablesAsteroid_Borase,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b3af5873-af59-4334-89db-d0bdef67cc68,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_borase.xml
MineableRock_AsteroidRare_Gold,5a862c96-f156-4dba-94fb-a159166100f3,RareShipMineablesAsteroid_Gold,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,2d34e8c9-3ed6-4c19-b953-5a9548a74c5d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_gold.xml
MineableRock_AsteroidRare_Taranite,9c41665b-1eb6-4f4e-ad1a-d01a0a41843e,RareShipMineablesAsteroid_Taranite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,9874c097-3c30-467f-b6e8-6de542ed596d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_taranite.xml
MineableRock_AsteroidRare_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b0bdcced-4fec-4237-aae4-c73e59738714,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_template.xml
MineableRock_AsteroidUncommon_Agricium,71c571c4-6af9-4327-83a6-e8fb0f11a6d3,UncommonShipMineablesAsteroid_Agricium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,aee32aa3-ff94-4a67-9f1d-1d33f65efd01,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_agricium.xml
MineableRock_AsteroidUncommon_Aslarite,2b934c4b-f47c-46b4-bad0-be8a24d6b94a,UncommonShipMineablesAsteroid_Aslarite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,e0c61943-d678-4bd9-8a8b-cf44ca11b8c0,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_aslarite.xml
MineableRock_AsteroidUncommon_Laranite,1c258df0-10f5-4550-acc7-9b9b9ecb2d20,UncommonShipMineablesAsteroid_Laranite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,fa4a8e1b-c142-4b35-bfbd-a58f9faf875e,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_laranite.xml
MineableRock_AsteroidUncommon_TEMPLATE,7fd5b716-8e47-424b-87b4-4e475bd179a1,TestCompositionPreset,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,6d31b792-6e38-48d1-933d-0fa87e3c8306,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_template.xml
MineableRock_AsteroidUncommon_Titanium,d33a13d8-3b81-429d-bb3e-b3f7de912983,UncommonShipMineablesAsteroid_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,1142743a-80cd-4da0-906c-5ebd5fcfbacb,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_titanium.xml
MineableRock_AsteroidUncommon_Torite_RCD_large,ed5af002-dbbc-41aa-b5b3-44e686a83b36,UncommonShipMineablesAsteroid_Torite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,b726d1d9-3eea-435a-bbca-5670c852499b,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite_rcd_large.xml
MineableRock_AsteroidUncommon_Torite,ed5af002-dbbc-41aa-b5b3-44e686a83b36,UncommonShipMineablesAsteroid_Torite,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,5d6549ec-e809-4290-95a6-62b7d2ab4681,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite.xml
MineableRock_AsteroidUncommon_Tungsten,4b7cb296-c7be-4d8b-9c3b-b4c3c3488193,UncommonShipMineablesAsteroid_Tungsten,aa727a56-9937-4eb5-80c6-51b418d43177,MiningGlobalParamsShip,5f5c1a61-6500-46a1-8a01-7ba4956751d1,MiningGlobalAudioParams,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,1,0.25,1,268e42e2-0a59-4133-afac-6f3af543d3a8,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_tungsten.xml
MineableRock_FPS_Aphorite,cd0d31e5-4858-4ad5-824f-9b58936120ef,FPS_Composition_AphoriteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,ac63f486-e582-473c-b08b-57e446092af0,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml
MineableRock_FPS_Carinite_large,f8332ddb-07d8-416d-81ee-05acebb54ce2,FPS_Composition_CariniteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,8cbe96c4-9222-4241-9d57-3c6b0f1dba90,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_large.xml
MineableRock_FPS_Carinite_Pure_small,ca77b4fd-2d5a-4981-a59b-009659031dbd,FPS_Composition_CarinitePureDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,2702a32b-3155-4e36-a329-1405eed73286,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_pure_small.xml
MineableRock_FPS_Carinite_small,f8332ddb-07d8-416d-81ee-05acebb54ce2,FPS_Composition_CariniteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,b59e5e61-398b-4664-829e-f1405f3db283,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_small.xml
MineableRock_FPS_Carinite,f8332ddb-07d8-416d-81ee-05acebb54ce2,FPS_Composition_CariniteDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,95c72e38-f456-491d-b244-551fc86bfbc6,libs/foundry/records/entities/mineable/mineablerock_fps_carinite.xml
MineableRock_FPS_Dolivine,426dcee4-3bd9-4064-a415-0184b92191e6,FPS_Composition_DolivineDeposit,a366df4d-03d9-4c7a-9adc-cb00a4935958,MiningGlobalParamsFPS,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,1,0.1,0.25,1,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml
MineableRock_FPS_Floor_Blocker_Placeholder,edfb6acd-3507-4a2e-9127-29f5bf903965,FPS_Composition_FlowstoneDeposit,f65bd0df-562b-48f9-8d07-c187658eb796,MiningGlobalParamsFPS_Obstacle,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,0.01,0.1,0.25,1,57de93ef-93c0-4aa1-8bfe-94fb163a61bb,libs/foundry/records/entities/mineable/mineablerock_fps_floor_blocker_placeholder.xml
MineableRock_FPS_Flowstone_nobase,edfb6acd-3507-4a2e-9127-29f5bf903965,FPS_Composition_FlowstoneDeposit,f65bd0df-562b-48f9-8d07-c187658eb796,MiningGlobalParamsFPS_Obstacle,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,0.01,0.1,0.25,1,a3c1e2d4-5f76-489a-9184-b7d9352cfd10,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone_nobase.xml
MineableRock_FPS_Flowstone,edfb6acd-3507-4a2e-9127-29f5bf903965,FPS_Composition_FlowstoneDeposit,f65bd0df-562b-48f9-8d07-c187658eb796,MiningGlobalParamsFPS_Obstacle,0246b606-78f3-407c-95cb-12ccc9496198,MiningGlobalAudioParamsFPS,6e889f53-d6bc-4b3e-80c5-875376e02194,HarvestableLootDensityClass,0.01,0.1,0.25,1,79e6957f-9bc2-46b4-9136-59cea3163857,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone.xml
