Entity Class,Name Key,Description Key,Display Name Key,Display Description Key,Display Type Key,Type GUID,Subtype GUID,Cargo Occupancy Unit,Cargo Occupancy Value,Cargo Occupancy SCU,Boxable,Unrefined,Raw,Refined,Record GUID,Record Path
Commodities_Food_tin_bogo_01_hotsweet_a,item_NameFood_tin_bogo_01_hotsweet_a,item_DescFood_tin_bogo_01_hotsweet_a,item_NameFood_tin_bogo_01_hotsweet_a,item_DescFood_tin_bogo_01_hotsweet_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,792482c1-0ba4-446d-946b-6ac5c255fc9d,SMicroCargoUnit,400,0.0004,1,0,,,cd9e40ea-77cb-44e4-b6cd-05a09a219eac,libs/foundry/records/entities/commodities/food/commodities_food_tin_bogo_01_hotsweet_a.xml
Commodities_Food_tin_bogo_01_langoustine_a,item_NameFood_tin_bogo_01_langoustine_a,item_DescFood_tin_bogo_01_langoustine_a,item_NameFood_tin_bogo_01_langoustine_a,item_DescFood_tin_bogo_01_langoustine_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,11795566-f021-4bfa-9520-dce0a316164b,SMicroCargoUnit,400,0.0004,1,0,,,3821593c-d001-460d-a5a4-7e6478b53b11,libs/foundry/records/entities/commodities/food/commodities_food_tin_bogo_01_langoustine_a.xml
Commodities_Food_tin_mre_01_a,item_NameFood_tin_mre_01_a,item_DescFood_tin_mre_01_a,item_NameFood_tin_mre_01_a,item_DescFood_tin_mre_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,6ee937a1-8aef-42b1-82ad-8b58f62be946,SMicroCargoUnit,1000,0.001,1,0,,,709c4eba-dec1-4b72-8e18-c2457a3a15d0,libs/foundry/records/entities/commodities/food/commodities_food_tin_mre_01_a.xml
Commodities_Food_tin_mre_01_chicken_a,item_NameFood_tin_mre_01_chicken_a,item_DescFood_tin_mre_01_chicken_a,item_NameFood_tin_mre_01_chicken_a,item_DescFood_tin_mre_01_chicken_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,90bc3b77-97df-4bfd-93e7-84d7e3e00bfb,SMicroCargoUnit,1000,0.001,1,0,,,fbd1897d-a951-4eec-903a-4e646aa87721,libs/foundry/records/entities/commodities/food/commodities_food_tin_mre_01_chicken_a.xml
Commodities_Food_tin_mre_01_fish_a,item_NameFood_tin_mre_01_fish_a,item_DescFood_tin_mre_01_fish_a,item_NameFood_tin_mre_01_fish_a,item_DescFood_tin_mre_01_fish_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,1e0566d4-93f4-47cf-a988-84b23b908196,SMicroCargoUnit,1000,0.001,1,0,,,1c7219ea-d1cf-48ea-ba7b-18d7b21b4a62,libs/foundry/records/entities/commodities/food/commodities_food_tin_mre_01_fish_a.xml
Commodities_Food_tin_mre_01_noodle_a,item_NameFood_tin_mre_01_noodle_a,item_DescFood_tin_mre_01_noodle_a,item_NameFood_tin_mre_01_noodle_a,item_DescFood_tin_mre_01_noodle_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,004413ed-88c3-441a-9238-d05c96d5e2e0,SMicroCargoUnit,1000,0.001,1,0,,,e87c0dbb-d602-429e-85b2-ec05e0e0825a,libs/foundry/records/entities/commodities/food/commodities_food_tin_mre_01_noodle_a.xml
Commodities_Food_tin_mre_01_vegetable_a,item_NameFood_tin_mre_01_vegetable_a,item_DescFood_tin_mre_01_vegetable_a,item_NameFood_tin_mre_01_vegetable_a,item_DescFood_tin_mre_01_vegetable_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,d7e8df0e-d391-4477-99fa-a5c5c8d90bfa,SMicroCargoUnit,1000,0.001,1,0,,,cb06b27d-a352-494c-a464-8de28175ebff,libs/foundry/records/entities/commodities/food/commodities_food_tin_mre_01_vegetable_a.xml
Commodities_Food_tin_omni_01_a,item_NameFood_tin_omni_01_a,item_DescFood_tin_omni_01_a,item_NameFood_tin_omni_01_a,item_DescFood_tin_omni_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,003c1ba7-aa3a-4d33-913b-90495573e6bf,SMicroCargoUnit,1000,0.001,1,0,,,cc7ed33f-d858-4125-8ed9-a70e758bffea,libs/foundry/records/entities/commodities/food/commodities_food_tin_omni_01_a.xml
Commodities_Food_tin_omni_01_chicken_a,item_NameFood_tin_omni_01_chicken_a,item_DescFood_tin_omni_01_chicken_a,item_NameFood_tin_omni_01_chicken_a,item_DescFood_tin_omni_01_chicken_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,3b6d099c-5c30-413a-82c2-5cec21d0fb66,SMicroCargoUnit,1000,0.001,1,0,,,7e5ca170-a2ed-42ee-b65d-5de28dc8cdc0,libs/foundry/records/entities/commodities/food/commodities_food_tin_omni_01_chicken_a.xml
Commodities_Food_tin_omni_01_stirfry_a,item_NameFood_tin_omni_01_stirfry_a,item_DescFood_tin_omni_01_stirfry_a,item_NameFood_tin_omni_01_stirfry_a,item_DescFood_tin_omni_01_stirfry_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,84ffc0bd-59f7-4fca-8c81-104885b489ad,SMicroCargoUnit,1000,0.001,1,0,,,0baa7225-33fa-41a2-9a71-2a182faa2b2f,libs/foundry/records/entities/commodities/food/commodities_food_tin_omni_01_stirfry_a.xml
Commodities_Food_tin_omni_01_vegan_a,item_NameFood_tin_omni_01_vegan_a,item_DescFood_tin_omni_01_vegan_a,item_NameFood_tin_omni_01_vegan_a,item_DescFood_tin_omni_01_vegan_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,84109a1f-e1a7-43df-8fe2-b870cc945ab5,SMicroCargoUnit,1000,0.001,1,0,,,f0d9df83-b6f0-41c2-badb-ace059ea6cd8,libs/foundry/records/entities/commodities/food/commodities_food_tin_omni_01_vegan_a.xml
Commodities_Food_tin_uee_01_a,item_NameFood_tin_uee_01_a,item_DescFood_tin_uee_01_a,item_NameFood_tin_uee_01_a,item_DescFood_tin_uee_01_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,e82fce65-3e52-4035-8038-04f0f118c59c,SMicroCargoUnit,1000,0.001,1,0,,,dd4151fc-a494-49f2-a9d8-3ef288fc9cca,libs/foundry/records/entities/commodities/food/commodities_food_tin_uee_01_a.xml
Commodities_Food_tin_uee_01_chili_a,item_NameFood_tin_uee_01_chili_a,item_DescFood_tin_uee_01_chili_a,item_NameFood_tin_uee_01_chili_a,item_DescFood_tin_uee_01_chili_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,291e6b89-7b2b-49d8-9698-40d97599fec8,SMicroCargoUnit,1000,0.001,1,0,,,4d9fd5e0-5d5f-4a0b-b7f5-4dd1cf06251e,libs/foundry/records/entities/commodities/food/commodities_food_tin_uee_01_chili_a.xml
Commodities_Food_tin_uee_01_paneer_a,item_NameFood_tin_uee_01_paneer_a,item_DescFood_tin_uee_01_paneer_a,item_NameFood_tin_uee_01_paneer_a,item_DescFood_tin_uee_01_paneer_a,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,09285e33-2272-4f4f-9d47-32c18df2d978,SMicroCargoUnit,1000,0.001,1,0,,,139e8761-d4ba-4234-8cbc-e72e61041a36,libs/foundry/records/entities/commodities/food/commodities_food_tin_uee_01_paneer_a.xml
GaspingWeevilEggs,items_commodities_GaspingWeevilEggs,items_commodities_GaspingWeevilEggs_desc,items_commodities_GaspingWeevilEggs,LOC_UNINITIALIZED,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,aefd7620-858c-4b2f-8416-ff05a7b8111f,SCentiCargoUnit,1,0.01,1,0,,,c9529853-42a5-4924-bfe8-0a016a1f9218,libs/foundry/records/entities/commodities/food/gaspingweevileggs.xml
HumanFoodBars,items_commodities_HumanFoodBars,items_commodities_HumanFoodBars_desc,items_commodities_HumanFoodBars,LOC_UNINITIALIZED,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,a1c9d0c6-bc10-446c-b551-ce2c39195b44,SCentiCargoUnit,1,0.01,1,0,,,a468aa6f-f2fa-46a4-b0e9-3e6f60e9e90f,libs/foundry/records/entities/commodities/food/humanfoodbars.xml
processedFood,items_commodities_processedFood,items_commodities_processedFood_desc,items_commodities_processedFood,LOC_UNINITIALIZED,items_commodities_type_food,602269e1-6e26-457d-b251-02ec4acb3f37,a56ca809-7e25-44ae-bb5a-5954796652ae,SCentiCargoUnit,1,0.01,1,0,,,6f93f3be-2d21-4dc8-acfb-aa6eb4386c51,libs/foundry/records/entities/commodities/food/processedfood.xml
ammonia,items_commodities_ammonia,items_commodities_ammonia_desc,items_commodities_ammonia,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,368c4553-7c6b-432a-af91-d3f23ae539f0,SCentiCargoUnit,1,0.01,1,0,,,d1b4dc27-a66c-4b3c-b8b2-0cfb01384521,libs/foundry/records/entities/commodities/gas/ammonia.xml
argon,items_commodities_argon,items_commodities_argon_desc,items_commodities_argon,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,eca19691-3f42-4eba-a834-18e1b2859fb4,SCentiCargoUnit,1,0.01,1,0,,,2be53905-e22e-4c75-9b05-7716d65552dc,libs/foundry/records/entities/commodities/gas/argon.xml
helium,items_commodities_helium,items_commodities_helium_desc,items_commodities_helium,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,ee1648ca-75bb-47d0-ab42-d7bc4c124a0f,SCentiCargoUnit,1,0.01,1,0,,,592a2f03-c37b-454f-be73-014168f5d2ca,libs/foundry/records/entities/commodities/gas/helium.xml
hydrogen,items_commodities_hydrogen,LOC_EMPTY,items_commodities_hydrogen,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,0d738aa8-3acd-49e6-a8ec-f3505f50fa25,SCentiCargoUnit,1,0.01,1,0,,,3a6782c6-8ffa-4df8-9daa-5656be09356e,libs/foundry/records/entities/commodities/gas/hydrogen.xml
nitrogen,items_commodities_nitrogen,items_commodities_nitrogen_desc,items_commodities_nitrogen,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,6e07102e-6be8-418c-abe7-6c3aa47ced63,SCentiCargoUnit,1,0.01,1,0,,,f00b7cd0-5f10-494c-9fef-e49a6585520d,libs/foundry/records/entities/commodities/gas/nitrogen.xml
partiullium,items_commodities_partillium,items_commodities_partillium_desc,items_commodities_partillium,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,b5c6e25b-0010-451b-816f-9fa75bdf885f,SCentiCargoUnit,1,0.01,1,0,,,65d3a21c-b265-4a25-91e8-55b25c56afee,libs/foundry/records/entities/commodities/gas/partiullium.xml
tritium,items_commodities_tritium,items_commodities_tritium_desc,items_commodities_tritium,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,57ff5a08-8595-4ae0-aecf-2da83854cda9,SCentiCargoUnit,1,0.01,1,0,,,75f85461-74a3-47e0-843e-d4059dfb22af,libs/foundry/records/entities/commodities/gas/tritium.xml
astatine,items_commodities_Astatine,LOC_EMPTY,items_commodities_Astatine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,2e670635-9b73-4cef-b426-20d4a26b0603,SCentiCargoUnit,1,0.01,1,0,,,89dd252f-cb81-48fc-ad8a-3576a6c348cc,libs/foundry/records/entities/commodities/halogens/astatine.xml
chlorine,items_commodities_chlorine,LOC_EMPTY,items_commodities_chlorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,ead05d43-1dfa-4f09-842d-3fdc989cd467,SCentiCargoUnit,1,0.01,1,0,,,decc7745-5003-44b0-9b0d-720e12374308,libs/foundry/records/entities/commodities/halogens/chlorine.xml
fluorine,items_commodities_fluorine,LOC_EMPTY,items_commodities_fluorine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,25530e6b-8d6c-4e73-9bde-789e75bf4194,SCentiCargoUnit,1,0.01,1,0,,,dfa75309-d4d1-48be-be0b-c3bddb413965,libs/foundry/records/entities/commodities/halogens/fluorine.xml
iodine,items_commodities_iodine,LOC_EMPTY,items_commodities_iodine,LOC_UNINITIALIZED,items_commodities_type_gas,27317b27-f4d8-4c38-9b1c-e240cebbaf5f,66b76b93-3c07-48aa-9a86-26c06f36fe95,SCentiCargoUnit,1,0.01,1,0,,,a542c867-6f1b-497e-860e-c8353dac6169,libs/foundry/records/entities/commodities/halogens/iodine.xml
bioplastic,items_commodities_bioplastic,items_commodities_bioplastic_desc,items_commodities_bioplastic,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c41c281-e8be-4e6f-8417-1c0737f36bee,SCentiCargoUnit,1,0.01,1,0,,,8bf0e596-235e-40da-aedf-4209f5427b49,libs/foundry/records/entities/commodities/manmade/bioplastic.xml
cadmiumallinide,items_commodities_cadmiumallinide,items_commodities_cadmiumallinide_desc,items_commodities_cadmiumallinide,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,47b9551a-21b5-41a7-a153-61fae62106b8,SCentiCargoUnit,1,0.01,1,0,,,26b69994-6bae-419a-9a0f-1e3db2786596,libs/foundry/records/entities/commodities/manmade/cadmiumallinide.xml
diamondlaminate,items_commodities_diamondlaminate,items_commodities_diamondlaminate_desc,items_commodities_diamondlaminate,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,e2ce80ff-43f0-4d7a-9ce0-4b57b60ea7a8,SCentiCargoUnit,1,0.01,1,0,,,81d50d99-83b2-4caa-81a1-e8d15bcf1b2e,libs/foundry/records/entities/commodities/manmade/diamondlaminate.xml
dynaflex,items_commodities_dynaflex,items_commodities_dynaflex_desc,items_commodities_dynaflex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,6a8cfc38-1215-4054-9dab-d2aa04ff6e99,SCentiCargoUnit,1,0.01,1,0,,,6bd57fda-6ead-4b39-98dd-108833abe918,libs/foundry/records/entities/commodities/manmade/dynaflex.xml
elespo,items_commodities_elespo,items_commodities_elespo_desc,items_commodities_elespo,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,21a0a93e-38c7-4a1a-a90d-574fb8a3e606,SCentiCargoUnit,1,0.01,1,0,,,f0add17d-33bb-499e-bd68-47959cea9bb8,libs/foundry/records/entities/commodities/manmade/elespo.xml
lastaprene,items_commodities_lastaprene,items_commodities_lastaprene_desc,items_commodities_lastaprene,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,a649ac07-2b39-4eac-bcf5-a93414474fb5,SCentiCargoUnit,1,0.01,1,0,,,15b7e9bd-cf1a-497a-9dd4-e59e2dc7fb7a,libs/foundry/records/entities/commodities/manmade/lastaprene.xml
lycara,items_commodities_lycara,items_commodities_lycara_desc,items_commodities_lycara,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,adfabec4-2bb7-4cad-a8d8-c7b4d69e17a0,SCentiCargoUnit,1,0.01,1,0,,,86e41701-8c75-4690-b124-f429cc9b8b60,libs/foundry/records/entities/commodities/manmade/lycara.xml
neograph,items_commodities_neograph,items_commodities_neograph_desc,items_commodities_neograph,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,9c071024-ca75-4470-9c30-3059365a2449,SCentiCargoUnit,1,0.01,1,0,,,60849815-6ad6-4cb6-853c-a3b333442168,libs/foundry/records/entities/commodities/manmade/neograph.xml
omnapoxy,items_commodities_omnapoxy,items_commodities_omnapoxy_desc,items_commodities_omnapoxy,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,2a9e2828-e051-42d3-b5f1-ab58c2898c81,SCentiCargoUnit,1,0.01,1,0,,,5f9763a6-48b6-42aa-a6ba-83c1b5c6331c,libs/foundry/records/entities/commodities/manmade/omnapoxy.xml
sarilus,items_commodities_sarilus,items_commodities_sarilus_desc,items_commodities_sarilus,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,878eff2e-84cd-4e1d-9263-59b2aa2fe906,SCentiCargoUnit,1,0.01,1,0,,,c56f26eb-0189-4d42-9a82-19e85099fa9e,libs/foundry/records/entities/commodities/manmade/sarilus.xml
silnex,items_commodities_silnex,items_commodities_silnex_desc,items_commodities_silnex,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,fdf728ad-cd04-4bac-bdff-128ef6ae24e1,SCentiCargoUnit,1,0.01,1,0,,,cf86cfe4-28fe-4530-a1a7-f2e6d3d2117e,libs/foundry/records/entities/commodities/manmade/silnex.xml
thermalfoam,items_commodities_thermalfoam,items_commodities_thermalfoam_desc,items_commodities_thermalfoam,LOC_UNINITIALIZED,items_commodities_type_manmade,eb4f339e-c82a-4e54-999f-ce8215f0f841,39d9d777-0f81-42b1-9379-94af3220dd47,SCentiCargoUnit,1,0.01,1,0,,,95880b9b-a5ec-40c6-a6ba-2322ceccb70d,libs/foundry/records/entities/commodities/manmade/thermalfoam.xml
medicalSupplies_medPens,items_commodities_medPens,item_Desccrlf_consumable_healing_01,items_commodities_medPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,272ed87a-a60f-4a7f-a978-49d2ca220781,SMicroCargoUnit,550,0.00055,1,0,,,41224404-8b20-45ee-8719-4a60e2b026c8,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_medpens.xml
medicalSupplies_oxyPens,items_commodities_oxyPens,item_Desccrlf_consumable_oxygen_01,items_commodities_oxyPens,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,80ac6315-4f00-49a8-ba26-2b263dc84b09,SMicroCargoUnit,550,0.00055,1,0,,,40453bc6-e2e6-4643-ae75-064f3fe4f036,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies_oxypens.xml
medicalSupplies,items_commodities_medicalSupplies,LOC_EMPTY,items_commodities_medicalSupplies,LOC_UNINITIALIZED,items_commodities_type_medicalSupply,25b880ff-d94b-44b8-aacf-a59d45cfd07d,512062dc-7cbf-4282-9a67-8b68f9d25da7,SCentiCargoUnit,1,0.01,1,0,,,5dc139aa-39b1-4c50-8c1e-c17d012c7b92,libs/foundry/records/entities/commodities/medicalsupplies/medicalsupplies.xml
Agricium,items_commodities_agricium,items_commodities_agricium_desc,items_commodities_agricium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,1ddf0542-f447-4064-8242-0c643fcfb367,SCentiCargoUnit,1,0.01,1,0,,,a3975b75-4566-4849-a46e-e462a99a2c34,libs/foundry/records/entities/commodities/metals/agricium.xml
aluminum,items_commodities_aluminum,items_commodities_aluminum_desc,items_commodities_aluminum,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,add59562-2c00-47fb-9986-5dd1c56b0ee3,SCentiCargoUnit,1,0.01,1,0,,,6eaded2d-1f4e-4192-b436-299ecdfac899,libs/foundry/records/entities/commodities/metals/aluminum.xml
borase,items_commodities_borase,items_commodities_borase_desc,items_commodities_borase,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,4eaf580c-6524-43ad-96e1-e9a0badf871d,SCentiCargoUnit,1,0.01,1,0,,,001c7bc6-2bb6-4f66-a8ef-a1c63e80ffc5,libs/foundry/records/entities/commodities/metals/borase.xml
cobalt,items_commodities_cobalt,items_commodities_cobalt_desc,items_commodities_cobalt,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,8565cb73-ec40-4044-a1c7-c734dafb8384,SCentiCargoUnit,1,0.01,1,0,,,1c56dde0-3483-4324-8f5a-25c3b446c233,libs/foundry/records/entities/commodities/metals/cobalt.xml
copper,items_commodities_copper,items_commodities_copper_desc,items_commodities_copper,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,bdd68d00-2981-456d-ac80-0e4b9e1c77e1,SCentiCargoUnit,1,0.01,1,0,,,fff8c75a-af63-4e2e-ad1e-1f80380fdb3c,libs/foundry/records/entities/commodities/metals/copper.xml
gold,items_commodities_gold,items_commodities_gold_desc,items_commodities_gold,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,b1c97c1d-400a-4de2-ad84-ffa1a1d4bf71,SCentiCargoUnit,1,0.01,1,0,,,5e8cc1f5-8f21-4e4b-b534-214008c027dc,libs/foundry/records/entities/commodities/metals/gold.xml
Mercury,items_commodities_mercury,items_commodities_mercury_desc,items_commodities_mercury,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,5c369499-6c18-4f81-bcf1-c31cb4939438,SCentiCargoUnit,1,0.01,1,0,,,8ec29949-159d-4980-b36b-c6f9b8215333,libs/foundry/records/entities/commodities/metals/mercury.xml
potassium,items_commodities_potassium,items_commodities_potassium_desc,items_commodities_potassium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,03ba5164-f3a8-43e6-ad8c-65c9665646ac,SCentiCargoUnit,1,0.01,1,0,,,fb2ff434-6c54-471a-9f64-48f866498cd2,libs/foundry/records/entities/commodities/metals/potassium.xml
titanium,items_commodities_titanium,items_commodities_titanium_desc,items_commodities_titanium,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,d963a638-ffc7-45b2-9f87-11932e412b64,SCentiCargoUnit,1,0.01,1,0,,,893b2031-a1a0-4f6a-9940-e909f8cf4a05,libs/foundry/records/entities/commodities/metals/titanium.xml
tungsten,items_commodities_tungsten,items_commodities_tungsten_desc,items_commodities_tungsten,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,341af1de-35fe-4a27-81cd-46bb1879a6ba,SCentiCargoUnit,1,0.01,1,0,,,28ec789c-a7ea-4f6c-a43f-77fe4480123a,libs/foundry/records/entities/commodities/metals/tungsten.xml
agricium_ore,items_commodities_agricium_ore,items_commodities_agricium_ore_desc,items_commodities_agricium_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,0b8fe6de-ab44-4937-8d20-f4a9a80204a1,SCentiCargoUnit,1,0.01,1,0,,,49397ce6-d764-47dc-9f74-bcb1663ee1c1,libs/foundry/records/entities/commodities/metals/unrefinedmetals/agricium_ore.xml
aluminum_ore,items_commodities_aluminum_ore,items_commodities_aluminum_ore_desc,items_commodities_aluminum_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,ecc0bf30-3183-42b3-8445-16da5da9f7d1,SCentiCargoUnit,1,0.01,1,0,,,308f24a7-e314-4c41-ba58-b0927f28c42c,libs/foundry/records/entities/commodities/metals/unrefinedmetals/aluminum_ore.xml
borase_ore,items_commodities_borase_ore,items_commodities_borase_ore_desc,items_commodities_borase_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,65b13483-c29a-4026-906b-b49abe15ef02,SCentiCargoUnit,1,0.01,1,0,,,fbc087d7-f674-4075-a39f-eb500557d39f,libs/foundry/records/entities/commodities/metals/unrefinedmetals/borase_ore.xml
copper_ore,items_commodities_copper_ore,items_commodities_copper_ore_desc,items_commodities_copper_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,31dce7b9-1784-44b7-bb90-d5232cb3c22d,SCentiCargoUnit,1,0.01,1,0,,,8772fc77-f003-44c1-97c3-de3726059d21,libs/foundry/records/entities/commodities/metals/unrefinedmetals/copper_ore.xml
gold_ore,items_commodities_gold_ore,items_commodities_gold_ore_desc,items_commodities_gold_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,7b06ad1e-090d-4926-8822-28a95f59f48d,SCentiCargoUnit,1,0.01,1,0,,,53664ffa-ca6a-4c44-850d-fb71b62f5ec9,libs/foundry/records/entities/commodities/metals/unrefinedmetals/gold_ore.xml
titanium_ore,items_commodities_titanium_ore,items_commodities_titanium_ore_desc,items_commodities_titanium_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,0a35083e-ff9e-48a3-a152-3f058b507dc8,SCentiCargoUnit,1,0.01,1,0,,,8b1b0ceb-971c-42d2-9b83-069237c0c7fe,libs/foundry/records/entities/commodities/metals/unrefinedmetals/titanium_ore.xml
tungsten_ore,items_commodities_tungsten_ore,items_commodities_tungsten_ore_desc,items_commodities_tungsten_ore,LOC_UNINITIALIZED,items_commodities_type_metal,c25e035b-262c-467b-ad41-9eb9af0ad6a1,5f27e058-e590-4e40-9fdd-4638e73760d7,SCentiCargoUnit,1,0.01,1,0,,,03c95e4d-0f7a-4efc-89ad-b8e61da5e30c,libs/foundry/records/entities/commodities/metals/unrefinedmetals/tungsten_ore.xml
beryl,items_commodities_beryl,items_commodities_beryl_desc,items_commodities_beryl,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,56d9e17b-52db-4ba0-8038-3beaa8413e69,SCentiCargoUnit,1,0.01,1,0,,,57e2094c-bc2d-4479-9af6-8918059b604e,libs/foundry/records/entities/commodities/minerals/beryl.xml
bexalite,items_commodities_bexalite,items_commodities_bexalite_desc,items_commodities_bexalite,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,3a754c41-62a6-456c-9cc6-7e51d9148d0c,SCentiCargoUnit,1,0.01,1,0,,,7a404a18-04f1-48c4-a4bd-c60af6ed1769,libs/foundry/records/entities/commodities/minerals/bexalite.xml
corundum,items_commodities_corundum,items_commodities_corundum_desc,items_commodities_corundum,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,41cbc46c-f7a9-4db8-91d1-f2f0dea9324c,SCentiCargoUnit,1,0.01,1,0,,,4f15da23-7bf1-464a-8a22-b50ba9536200,libs/foundry/records/entities/commodities/minerals/corundum.xml
diamond,items_commodities_diamond,items_commodities_diamond_desc,items_commodities_diamond,LOC_UNINITIALIZED,items_commodities_type_Mineral,138e6e5d-fbe3-425f-b94d-e11009d922a0,79b4e9a4-6d32-459a-9690-2e409f16fe2e,SCentiCargoUnit,1,0.01,1,0,,,aee3eac7-a05a-44d4-b6de-47344ec1f707,libs/foundry/records/entities/commodities/minerals/diamond.xml
