Size,Name,Manufacturer,Type,Damage Sustained (60s),Damage Burst,Damage Alpha,Damage Maximum,Damage Alpha Physical,Damage Alpha Energy,Damage Alpha Distortion,Damage RPM,Ammo Speed,Ammo Lifetime,Ammo Range,Ammo Quantity,Ammo Spread,Ammo Explosion Radius,Ammo Pellet Per Shot,Ammo Penetration Base Distance,Ammo Penetration Near Radius,Ammo Penetration Far Radius,Barrel Spin Time Up,Barrel Spin Time Down,Heat Per Shot,Heat Cooling Delay,Heat Cooling sec.,Overheat Max Round,Overheat Max Time,Overheat Cooldown,Capacitor Max Ammo,Capacitor Max Regen sec.,Capacitor Cooldown,Charge Action Charge Time,Charge Action Overcharge,Charge Action Overcharged,Charge Action Cooldown,Charge Modifiers Damage,Charge Modifiers Fire Rate,Charge Modifiers Ammo Speed,Laser Beam Max Energy Draw Per sec.,Laser Beam Full Dmg Range,Laser Beam Zero Dmg Range,Laser Beam Heat Per sec.,Laser Beam Charge Up Time,Laser Beam Charge Down Time,Distortion Resistance Shutdown Dmg,Distortion Resistance Decay Delay,Distortion Resistance Decay Rate,Distortion Resistance Shutdown Time,EM Emit Active,EM Emit Decay,IR Emit Active,Power Segment Usage Min,Power Segment Usage Max,Health,Damage Multipliers Physical,Damage Multipliers Energy,Damage Multipliers Distortion,Damage Multipliers Thermal,Damage Multipliers Biochemical,Damage Multipliers Stun,Lifetime,Self Repair Use,Self Repair Time to Repair,Self Repair Health Ratio,Mass,K µSCU
2,Strife Mass Driver Cannon,Apocalypse Arms,Ballistic Cannon,149.6,149.6,525,44 100,525,0,0,17.1,1 151.2,2.81,3 235,84,0.1 - 0.1,,1,3.36,0.17,0.34,,,0,1.24,28,,,6.71,,,,1.5,0,0,1,1,1,1,,,,,,,500 000,0,500 000,1s,792,0.15,0,0,1.6,1 050,0.6,1,1,1,1,1,,1,37.3,20%,600,252
1,Suckerpunch Cannon,Joker Engineering,Distortion Cannon,90.3,135,81,∞,0,0,81,100,1 080,1.39,1 501,∞,0.4 - 0.4,15 - 25,1,1.26,0.06,0.13,,,,,,,,,25,3,1.6,,,,,,,,,,,,,,500 000,0,500 000,1s,408,0.15,0,0,0.9,550,0.6,1,1,1,1,1,,1,14.1,20%,96,84
2,Suckerpunch-L Cannon,Joker Engineering,Distortion Cannon,134.9,202.5,121.5,∞,0,0,121.5,100,1 076.4,1.51,1 625,∞,0.4 - 0.4,18 - 28,1,1.68,0.08,0.17,,,,,,,,,25,3,1.68,,,,,,,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,1.2,850,0.6,1,1,1,1,1,,1,23.3,20%,240,252
3,Suckerpunch-XL Cannon,Joker Engineering,Distortion Cannon,201.9,304.2,182.5,∞,0,0,182.5,100,1 065.6,1.69,1 801,∞,0.4 - 0.4,20 - 30,1,3.15,0.16,0.32,,,,,,,,,25,3,1.76,,,,,,,,,,,,,,500 000,0,500 000,1s,681,0.15,0,0,1.5,1 024,0.6,1,1,1,1,1,,1,38.4,20%,600,756
10,Supremacy-10T Laser Beam,Hurston Dynamics,Laser Beam,9 000,18 000,,∞,,,,,,,2500,100,,,,29.4,1.47,2.94,,,0,0.7,5.5,,,3.5,60,15,5,,,,,,,,1,1000,2500,7,1.5,1,500 000,0,500 000,1s,0,0.15,0,0,2,750 000,0.6,1,1,1,1,1,100,1,1490,20%,170 000,120 000
1,SW16BR1 “Buzzsaw” Repeater,Behring,Ballistic Repeater,277.7,300,36,95 904,36,0,0,500,1 500,1.33,1 995,2 664,0.54 - 0.54,,1,0.66,0.03,0.07,,,0.667,0.33,39.2,150,18,1.49,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,41,0.15,0,0.1,0.1,525,0.6,1,1,1,1,1,,1,9.99,20%,36,84
2,SW16BR2 “Sawbuck” Repeater,Behring,Ballistic Repeater,413.8,450,54,142 398,54,0,0,500,1 495,1.44,2 153,2 637,0.57 - 0.57,,1,0.88,0.04,0.09,,,0.727,0.346,37.3,138,16.6,1.61,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,41,0.15,0,0.1,0.1,850,0.6,1,1,1,1,1,,1,16.5,20%,90,252
3,SW16BR3 “Shredder” Repeater,Behring,Ballistic Repeater,616.3,675,81,209 709,81,0,0,500,1 480,1.62,2 398,2 589,0.6 - 0.6,,1,1.65,0.08,0.17,,,0.8,0.364,35.6,125,15,1.74,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,41,0.15,0,0.1,0.1,1 024,0.6,1,1,1,1,1,,1,27.2,20%,225,756
1,Tarantula GT-870 Mark 1 Cannon,Gallenson Tactical Systems,Ballistic Cannon,162.3,202.5,60.8,20 047.5,60.8,0,0,200,1 200,2.08,2 496,330,0.5 - 0.5,,1,1.98,0.1,0.2,,,3,0.66,32.1,34,10.2,2.98,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,550,0.6,1,1,1,1,1,,1,14.1,20%,144,84
2,Tarantula GT-870 Mark 2 Cannon,Gallenson Tactical Systems,Ballistic Cannon,238.9,304.2,91.3,29 842,91.3,0,0,200,1 196,2.26,2 703,327,0.5 - 0.5,,1,2.64,0.13,0.26,,,3,0.693,30.6,34,10.2,3.22,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,850,0.6,1,1,1,1,1,,1,23.3,20%,360,252
3,Tarantula GT-870 Mark 3 Cannon,Gallenson Tactical Systems,Ballistic Cannon,349.7,455.4,136.6,44 264.9,136.6,0,0,200,1 184,2.53,2 996,324,0.5 - 0.5,,1,4.95,0.25,0.5,,,3,0.727,29.1,34,10.2,3.48,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,1 024,0.6,1,1,1,1,1,,1,38.4,20%,900,756
7,Tarantula GT-870 Mark 3 Cannon (Bengal),Gallenson Tactical Systems,Ballistic Cannon,512.5,4 271,2 562.6,707 277.6,2 562.6,0,0,100,1 048,8.68,9 097,276,0.4 - 0.4,,1,23.1,1.16,2.31,,,6 200,0.884,23.9,1,0.6,4.73,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,10 240,,,,,,,,1,285,20%,35 200,0.001
8,Tarantula GT-870 Mark 3 Cannon (Bengal),Gallenson Tactical Systems,Ballistic Cannon,704.8,6 407,3 844.2,980 271,3 844.2,0,0,100,1 016,9.55,9 703,255,0.4 - 0.4,,1,29.7,1.49,2.97,,,6 200,0.928,22.8,1,0.6,5.11,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,50,0.15,0,0.1,0.1,10 240,,,,,,,,1,470,20%,87 900,0.001
2,Thlilye Laser Gatling,Aopoa,Laser Gatling,128.3,313.5,17.1,∞,0,17.1,0,1 100,1 345.5,1.28,1 722,∞,0.518 - 0.518,,1,0.4,0.02,0.04,0.167,0.334,,,,,,,75,15,0.952,,,,,,,,,,,,,,540,0,24,10.8s,111,0.15,0,0,0.335,850,0.6,1,1,1,1,1,,1,13.6,20%,40,252
2,Tigerstrike T-19P,Kruger Intergalactic,Ballistic Gatling,387.5,450,22.5,104 085,22.5,0,0,1 200,1 345.5,1.61,2 166,4 626,0.627 - 0.627,,1,0.88,0.04,0.09,0.217,0.435,0.335,0.571,31.8,299,15,2.78,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,27,0.15,0,0.1,0.1,850,0.6,1,1,1,1,1,,1,17,20%,26.7,252
4,TMSB-5 Gatling,Behring,Ballistic Gatling,586.7,922.3,52.7,276 675,52.7,0,0,1 050,1 345.5,1.61,2 166,5 250,0.7 - 0.7,,1,0.88,0.04,0.09,1.25,1.25,0.6,0.5,20,167,9.5,6,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0.1,0.1,1 500,0.6,1,1,1,1,1,,1,13.6,20%,200,756
3,Tormenter S3 Repeater,Grey's Market,Laser Repeater,277.7,493.8,39.5,∞,0,39.5,0,750,1 480,1.3,1 924,∞,0.62 - 0.62,,1,0.75,0.04,0.08,,,,,,,,,75,15,0.25,,,,,,,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0,1,1 200,0.6,1,1,1,1,1,,1,12.5,20%,200,756
10,Vanduul Mauler 'ANNIHILATOR' Cannon,-,Tachyon Beam,14 500,15 000,,∞,,,,,,,5000,∞,,,,0,0.5,5,,,,,,,,,225,537,3,,,,,,,,1,4000,5000,50000,2,1,500 000,0,500 000,1s,0,0.15,0,0,0.25,1 670,0.6,1,1,1,1,1,,1,17.6,20%,,0.001
7,Vanduul Mauler 'ERADICATOR' Cannon,-,Tachyon Cannon,125,125,125,∞,0,125,0,60,917,11.91,10 921,∞,0.45 - 0.45,,1,12.25,0.61,1.23,,,,,,,,,225,537,3,,,,,,,,,,,,,,500 000,0,500 000,1s,1 780,0.15,0,0,3.6,400,0.6,1,1,1,1,1,,1,457,20%,,0.001
9,Vanduul Mauler 'IGNITER' Beam,-,Laser Beam,14 500,15 000,,∞,,,,,,,5000,∞,,,,24.5,1.23,2.45,,,,,,,,,225,45,3,,,,,,,,1,4000,5000,50000,2,1,500 000,0,500 000,1s,0,0.15,0,0,1,466,0.6,1,1,1,1,1,100,1,1240,20%,,0.001
8,Vanduul Mauler 'RAGE' Cannon,-,Plasma Cannon,4 671.3,4 671.3,4 671.3,∞,0,4 671.3,0,60,965.2,9.04,8 725,∞,0.45 - 0.45,,1,10.5,0.53,1.05,,,,,,,,,225,537,3,,,,,,,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0,0.25,2 780,0.6,1,1,1,1,1,,1,17.6,20%,,0.001
6,Vanduul Mauler 'STRIKER' Repeater,-,Laser Repeater,717.8,800,64,∞,0,64,0,750,1 350,3.56,4 806,∞,0.6 - 0.6,,1,2.5,0.13,0.25,,,,,,,,,225,2787,3,,,,,,,,,,,,,,500 000,0,500 000,1s,446,0.15,0,0,1.2,10 200,0.6,1,1,1,1,1,,1,168,20%,,0.001
1,VNCL Gen2 LaserCannon S1,-,Laser Cannon,85,85,85,∞,0,85,0,60,1 200,1.67,2 004,∞,0.45 - 0.45,,1,0.9,0.05,0.09,,,,,,,,,225,537,3,,,,,,,,,,,,,,500 000,0,500 000,1s,0,0.15,0,0,0.25,400,0.6,1,1,1,1,1,,1,17.6,20%,120,0.001
1,VNCL Gen2 PlasmaCannon S2,-,Plasma Cannon,326.9,915.4,156.9,∞,0,156.9,0,350,1 136.2,2.14,2 431,∞,0.5 - 0.5,,1,1.2,0.06,0.12,,,,,,,,,25,3,1,,,,,,,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,0.25,800,0.6,1,1,1,1,1,,1,32,20%,,0.001
1,VNCL Gen2 PlasmaCannon S4,-,Plasma Cannon,192.3,309.1,185.5,∞,0,185.5,0,100,1 094.4,2.88,3 152,∞,0.45 - 0.45,,1,3,0.15,0.3,,,,,,,,,25,3,3,,,,,,,,,,,,,,500 000,0,500 000,1s,817,0.15,0,0,0.25,800,0.6,1,1,1,1,1,,1,87.1,20%,,0.001
5,'WAR' Cannon,Vanduul,Neutron Cannon,667.2,945,567,∞,0,567,0,100,708.9,3.53,2 502,∞,0.45 - 0.45,,1,2.4,0.12,0.24,,,,,,,,,25,3,0.485,,,,,,,,,,,,,,500 000,0,500 000,1s,578,0.15,0,0,1.4,2 640,0.6,1,1,1,1,1,,1,120,20%,2 340,4 200
3,'WARLORD' Cannon,Vanduul,Plasma Cannon,546,877.5,526.5,∞,0,526.5,0,100,1 124.8,2.4,2 700,∞,0.5 - 0.5,,1,2.25,0.11,0.23,,,,,,,,,25,3,3,,,,,,,,,,,,,,500 000,0,500 000,1s,681,0.15,0,0,1.5,1 024,0.6,1,1,1,1,1,,1,52.8,20%,750,756
2,'WASP' Repeater,Vanduul,Laser Cannon,162.4,519.8,89.1,∞,0,89.1,0,350,1 196,1.81,2 165,∞,0.5 - 0.5,,1,1.2,0.06,0.12,,,,,,,,,25,3,1.98,,,,,,,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,1.2,850,0.6,1,1,1,1,1,,1,32,20%,300,252
1,'WEAK' Repeater,Vanduul,Laser Cannon,139.7,425.3,72.9,∞,0,72.9,0,350,1 200,1.67,2 004,∞,0.5 - 0.5,,1,0.9,0.05,0.09,,,,,,,,,25,3,1.74,,,,,,,,,,,,,,500 000,0,500 000,1s,513,0.15,0,0,1.13,550,0.6,1,1,1,1,1,,1,19.4,20%,120,84
2,'WHIP' Cannon,Vanduul,Plasma Cannon,317.4,455.2,273.1,∞,0,273.1,0,100,1 136.2,2.14,2 431,∞,0.4 - 0.4,,1,1.2,0.06,0.12,,,,,,,,,25,3,0.75,,,,,,,,,,,,,,500 000,0,500 000,1s,545,0.15,0,0,1.2,850,0.6,1,1,1,1,1,,1,32,20%,300,252
5,'WRATH' Cannon,Vanduul,Plasma Cannon,657,810,972,∞,0,972,0,50,1 056.4,4.26,4 500,∞,0.45 - 0.45,,1,4.5,0.23,0.45,,,,,,,,,25,3,3,,,,,,,,,,,,,,500 000,0,500 000,1s,953,0.15,0,0,2.1,5 500,0.6,1,1,1,1,1,,1,144,20%,340,4 200
5,'WRATH' Cannon,Vanduul,Plasma Cannon,657,810,972,∞,0,972,0,50,1 056.4,4.26,4 500,∞,0.45 - 0.45,,1,4.5,0.23,0.45,,,,,,,,,25,3,3,,,,,,,,,,,,,,500 000,0,500 000,1s,953,0.15,0,0,2.1,1 050,0.6,1,1,1,1,1,,1,144,20%,4 690,4 200
1,Yebira I,FireStorm Kinetics,Rocket POD,150,150,150,900,150,0,0,60,700,3,2 100,6,0 - 2,0.5 - 4,1,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,,,,,,500,1,1,1,1,1,1,1 440,,,,,84
2,Yebira II,FireStorm Kinetics,Rocket POD,150,150,150,1 800,150,0,0,60,700,3,2 100,12,0 - 2,0.5 - 4,1,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,,,,,,750,1,1,1,1,1,1,1 440,,,,,252
1,YellowJacket GT-210 Gatling,Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 350,1.48,1 998,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,,,500 000,0,500 000,1s,36,0.15,0,0.1,0.1,550,0.6,1,1,1,1,1,,1,8.23,20%,24,84
1,YellowJacket GT-210 Gatling (Cutlass Steel),Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 350,1.48,1 998,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
1,YellowJacket GT-210 Gatling (Ground),Gallenson Tactical Systems,Ballistic Gatling,171.5,201.6,7.6,33 566.4,7.6,0,0,1 600,1 350,1.48,1 998,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
1,YellowJacket GT-210 Gatling (Ground),Gallenson Tactical Systems,Ballistic Gatling,56.7,66.7,2.5,11 100,2.5,0,0,1 600,1 350,1.48,1 998,4 440,0.54 - 0.54,,1,0.66,0.03,0.07,0.164,0.329,0.32,0.495,44.1,313,11.7,2.24,,,,,,,,,,,,,,,,,,,,,36,0.15,0,0.1,0.1,,,,,,,,,,,,24,84
3,Yeng’tu Repeater,Aopoa,Laser Repeater,240.5,455.6,36.5,∞,0,36.5,0,750,1 480,1.3,1 924,∞,0.6 - 0.6,,1,0.75,0.04,0.08,,,,,,,,,75,15,0.667,,,,,,,,,,,,,,500 000,0,500 000,1s,242,0.15,0,0,0.652,1 024,0.6,1,1,1,1,1,,1,27.2,20%,150,756
