Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Projectile Speed,Ammo Range,Ammo Quantity,Heat Per Shot
behr_lasercannon_s8,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,BEHR,8,1,Gun,10810,3113.64,100,1016,7762.24,0,0
behr_lasercannon_s9,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,BEHR,9,1,Gun,17300,4670.46,100,992,7916.16,0,0
behr_lasercannon_s9_lowpoly,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,BEHR,9,1,Gun,17300,4670.46,60,992,7916.16,0,0
behr_lasercannon_sf7e_s7,item_NameBEHR_LaserCannon_SF7E_S7,item_NameBEHR_LaserCannon_SF7E_S7_short,item_DescBEHR_LaserCannon_SF7E_S7,BEHR,7,1,Gun,6750,5150,55,1048,7283.6,0,0
behr_lasercannon_sf7e_s7_collector,item_NameBEHR_LaserCannon_SF7E_S7,item_NameBEHR_LaserCannon_SF7E_S7_short,item_DescBEHR_LaserCannon_SF7E_S7,BEHR,7,1,Gun,6750,5150,55,1048,7283.6,0,0
behr_lasercannon_vng_s2,item_NameBEHR_LaserCannon_VNG_S2,item_NameBEHR_LaserCannon_VNG_S2_short,item_DescBEHR_LaserCannon_VNG_S2,BEHR,2,1,Gun,850,272.97,100,1196,2164.76,0,1000
behr_laserrepeater_pdc_s1,item_NameBEHR_LaserRepeater_PDC_S1,,item_DescBEHR_LaserRepeater_PDC_S1,BEHR,1,1,Gun,800,10,1000,1500,1605,0,0
behr_laserrepeater_s10,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,BEHR,10,1,Gun,20000,25000,350,1220,6405,0,50000
behr_laserrepeater_s10_securitynetwork,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,BEHR,10,1,Gun,20000,25000,350,1220,6405,0,50000
behr_laserrepeater_s10_securitynetwork_weak,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,BEHR,10,1,Gun,20000,1705.5,350,1220,6405,0,50000
behr_laserrepeater_vng_s2,item_NameBEHR_LaserRepeater_VNG_S2,item_NameBEHR_LaserRepeater_VNG_S2_short,item_DescBEHR_LaserRepeater_VNG_S2,BEHR,2,1,Gun,850,99.72,350,1495,1734.2,0,0
behr_massdriver_s12,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,BEHR,12,1,Gun,708660,200000,10,924,12002.76,21,0
behr_nova_ballisticgatling_s5,item_NameBEHR_BallisticGatling_NOVA_S5,item_NameBEHR_BallisticGatling_NOVA_S5_short,item_DescBEHR_BallisticGatling_NOVA_S5,BEHR,5,1,Gun,4224,162.5,1200,1251,4003.2,9600,0.35
bengal_ballisticcannon_s7,item_NameGATS_BallisticCannon_S3,,item_DescGATS_BallisticCannon_S3,GATS,7,1,Gun,10240,2562.6,100,1048,9096.64,276,6200
bengal_ballisticcannon_s8,item_NameGATS_BallisticCannon_S3,,item_DescGATS_BallisticCannon_S3,GATS,8,1,Gun,10240,3844.2,100,1016,9702.8,255,6200
bengal_ballisticgatling_s6,item_NameAPAR_BallisticGatling_S4,,item_DescAPAR_BallisticGatling_S4,BEHR,6,1,Gun,16500,189.9,900,1215,6002.1,3801,2.37
bengal_turret_ballisticcannon_s8,item_NameHRST_Nova_BallisticCannon_S5,item_NameHRST_Nova_BallisticCannon_S5_short,item_DescHRST_Nova_BallisticCannon_S5,RSI,5,1,Gun,20000,18500,12,1112,5004,309,91125
brra_lasercannon_ap_automatedturret,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,BRRA,1,1,Gun,100,8,120,1200,2004,0,0
espr_ballisticcannon_s1,item_NameESPR_BallisticCannon_S1,item_NameESPR_BallisticCannon_S1_short,item_DescESPR_BallisticCannon_S1,ESPR,1,1,Gun,550,202.5,100,1200,2496,396,6
espr_ballisticcannon_s2,item_NameESPR_BallisticCannon_S2,item_NameESPR_BallisticCannon_S2_short,item_DescESPR_BallisticCannon_S2,ESPR,2,1,Gun,550,303.3,100,1196,2702.96,393,6
espr_ballisticcannon_s3,item_NameESPR_BallisticCannon_S3,item_NameESPR_BallisticCannon_S3_short,item_DescESPR_BallisticCannon_S3,ESPR,3,1,Gun,550,455.4,100,1184,2995.52,387,6
espr_ballisticcannon_s4,item_NameESPR_BallisticCannon_S4,item_NameESPR_BallisticCannon_S4_short,item_DescESPR_BallisticCannon_S4,ESPR,4,1,Gun,550,683.1,100,1152,3502.08,381,6
espr_ballisticcannon_s5,item_NameESPR_BallisticCannon_S5,item_NameESPR_BallisticCannon_S5_short,item_DescESPR_BallisticCannon_S5,ESPR,5,1,Gun,550,1024.2,100,1112,5004,369,6
espr_ballisticcannon_s6,item_NameESPR_BallisticCannon_S6,item_NameESPR_BallisticCannon_S6_short,item_DescESPR_BallisticCannon_S6,ESPR,6,1,Gun,550,1537.2,100,1080,7495.2,354,6
espr_lasercannon_s1,item_NameESPR_LaserCannon_S1,item_NameESPR_LaserCannon_S1_short,item_DescESPR_LaserCannon_S1,ESPR,1,1,Gun,550,49.248,250,1200,2004,0,0
espr_lasercannon_s2,item_NameESPR_LaserCannon_S2,item_NameESPR_LaserCannon_S2_short,item_DescESPR_LaserCannon_S2,ESPR,2,1,Gun,550,74.034,250,1196,2164.76,0,0
espr_lasercannon_s3,item_NameESPR_LaserCannon_S3,item_NameESPR_LaserCannon_S3_short,item_DescESPR_LaserCannon_S3,ESPR,3,1,Gun,550,110.808,250,1184,2403.52,0,0
espr_lasercannon_s4,item_NameESPR_LaserCannon_S4,item_NameESPR_LaserCannon_S4_short,item_DescESPR_LaserCannon_S4,ESPR,4,1,Gun,550,166.212,250,1152,2799.36,0,0
espr_lasercannon_s5,item_NameESPR_LaserCannon_S5,item_NameESPR_LaserCannon_S5_short,item_DescESPR_LaserCannon_S5,ESPR,5,1,Gun,550,248.67,250,1112,4003.2,0,0
espr_lasercannon_s6,item_NameESPR_LaserCannon_S6,item_NameESPR_LaserCannon_S6_short,item_DescESPR_LaserCannon_S6,ESPR,6,1,Gun,550,374.139,250,1080,6004.8,0,0
gats_ballisticcannon_s1,item_NameGATS_BallisticCannon_S1,item_NameGATS_BallisticCannon_S1_short,item_DescGATS_BallisticCannon_S1,GATS,1,1,Gun,550,60.75,200,1200,2496,330,3
gats_ballisticcannon_s2,item_NameGATS_BallisticCannon_S2,item_NameGATS_BallisticCannon_S2_short,item_DescGATS_BallisticCannon_S2,GATS,2,1,Gun,850,91.26,200,1196,2702.96,327,3
gats_ballisticcannon_s3,item_NameGATS_BallisticCannon_S3,item_NameGATS_BallisticCannon_S3_short,item_DescGATS_BallisticCannon_S3,GATS,3,1,Gun,1024,136.62,200,1184,2995.52,324,3
gats_ballisticgatling_s1,item_NameGATS_BallisticGatling_S1,item_NameGATS_BallisticGatling_S1_short,item_DescGATS_BallisticGatling_S1,GATS,1,1,Gun,550,7.56,1600,1350,1998,4440,0.32
gats_ballisticgatling_s2,item_NameGATS_BallisticGatling_S2,item_NameGATS_BallisticGatling_S2_short,item_DescGATS_BallisticGatling_S2,GATS,2,1,Gun,850,12.7,1600,1345.5,2166.255,4410,0.3478261
gats_ballisticgatling_s3,item_NameGATS_BallisticGatling_S3,item_NameGATS_BallisticGatling_S3_short,item_DescGATS_BallisticGatling_S3,GATS,3,1,Gun,1500,19,1600,1332,2397.6,4314,0.512
glsn_ballisticgatling_s4,item_NameGLSN_BallisticGatling_S4,item_NameGLSN_BallisticGatling_S4_short,item_DescGLSN_BallisticGatling_S4,GREY,4,1,Gun,1800,52,1100,1296,2799.36,10500,0.5
glsn_laserrepeater_s3,item_NameGLSN_LaserRepeater_S3,item_NameGLSN_LaserRepeater_S3_short,item_DescGLSN_LaserRepeater_S3,GREY,3,1,Gun,1200,39.5,750,1480,1924,0,0
hrst_laserbeam_bespoke,item_NameHRST_LaserBeam_S10_Bespoke,,item_DescHRST_LaserBeam_S10_Bespoke,HRST,10,1,Gun,750000,,,1220,8003.2,0,
hrst_laserbeam_tiburon,item_NameHRST_Tiburon_S10_laserbeam,item_NameHRST_Tiburon_S10_laserbeam_short,item_Desc_HRST_Tiburon_S10_laserbeam,HRST,10,1,Gun,750000,,,1220,8003.2,100,
hrst_laserrepeater_s1,item_NameHRST_LaserRepeater_S1,item_NameHRST_LaserRepeater_S1_short,item_DescHRST_LaserRepeater_S1,HRST,1,1,Gun,524,34,350,1500,1605,0,0
hrst_laserrepeater_s2,item_NameHRST_LaserRepeater_S2,item_NameHRST_LaserRepeater_S2_short,item_DescHRST_LaserRepeater_S2,HRST,2,1,Gun,850,55,350,1495,1734.2,0,0
hrst_laserrepeater_s3,item_NameHRST_LaserRepeater_S3,item_NameHRST_LaserRepeater_S3_short,item_DescHRST_LaserRepeater_S3,HRST,3,1,Gun,1024,86,350,1480,1924,0,1800
hrst_laserrepeater_s4,item_NameHRST_LaserRepeater_S4,item_NameHRST_LaserRepeater_S4_short,item_DescHRST_LaserRepeater_S4,HRST,4,1,Gun,1650,100,350,1440,2246.4,0,0
hrst_laserrepeater_s4_turret,item_NameHRST_LaserRepeater_S4,item_NameHRST_LaserRepeater_S4_short,item_DescHRST_LaserRepeater_S4,HRST,4,1,Gun,1650,150,350,1440,2246.4,0,0
hrst_laserrepeater_s5,item_NameHRST_LaserRepeater_S5,item_NameHRST_LaserRepeater_S5_short,item_DescHRST_LaserRepeater_S5,HRST,5,1,Gun,2640,150,350,1390,3197,0,0
hrst_laserrepeater_s6,item_NameHRST_LaserRepeater_S6,item_NameHRST_LaserRepeater_S6_short,item_DescHRST_LaserRepeater_S6,HRST,6,1,Gun,4224,505.35,350,1350,4806,0,0
hrst_laserscattergun_s1,item_NameHRST_LaserScattergun_S1,item_NameHRST_LaserScattergun_S1_short,item_DescHRST_LaserScattergun_S1,HRST,1,1,Gun,1550,63,50,900,999,0,0
hrst_laserscattergun_s2,item_NameHRST_LaserScattergun_S2,item_NameHRST_LaserScattergun_S2_short,item_DescHRST_LaserScattergun_S2,HRST,2,1,Gun,1550,99,50,897,1076.4,0,12000
hrst_laserscattergun_s3,item_NameHRST_LaserScattergun_S3,item_NameHRST_LaserScattergun_S3_short,item_DescHRST_LaserScattergun_S3,HRST,3,1,Gun,1550,139.5,50,888,1198.8,0,0
hrst_nova_ballisticcannon_s5,item_NameHRST_Nova_BallisticCannon_S5,item_NameHRST_Nova_BallisticCannon_S5_short,item_DescHRST_Nova_BallisticCannon_S5,HRST,5,1,Gun,20000,13500,12,973,6003.41,363,91125
hrst_storm_laserrepeater_s3,item_NameHRST_Storm_LaserRepeater_S3,item_NameHRST_Storm_LaserRepeater_S3_short,item_DescHRST_Storm_LaserRepeater_S3,HRST,3,1,Gun,1024,350,350,1480,1924,0,1800
jokr_distortioncannon_s1,item_NameJOKR_DistortionCannon_S1,item_NameJOKR_DistortionCannon_S1_short,item_DescJOKR_DistortionCannon_S1,JOKR,1,1,Gun,550,81,100,1080,1501.2,0,0
jokr_distortioncannon_s2,item_NameJOKR_DistortionCannon_S2,item_NameJOKR_DistortionCannon_S2_short,item_DescJOKR_DistortionCannon_S2,JOKR,2,1,Gun,850,121.50009,100,1076.4,1625.364,0,0
jokr_distortioncannon_s3,item_NameJOKR_DistortionCannon_S3,item_NameJOKR_DistortionCannon_S3_short,item_DescJOKR_DistortionCannon_S3,JOKR,3,1,Gun,1024,182.52,100,1065.6,1800.864,0,0
kbar_ballisticcannon_s1,item_NameKBAR_BallisticCannon_S1,item_NameKBAR_BallisticCannon_S1_short,item_DescKBAR_BallisticCannon_S1,KBAR,1,1,Gun,850,48.6,250,1200,2496,495,2.4
kbar_ballisticcannon_s2,item_NameKBAR_BallisticCannon_S2,item_NameKBAR_BallisticCannon_S2_short,item_DescKBAR_BallisticCannon_S2,KBAR,2,1,Gun,850,72.99,250,1196,2702.96,492,2.4
kbar_ballisticcannon_s3,item_NameKBAR_BallisticCannon_S3,item_NameKBAR_BallisticCannon_S3_short,item_DescKBAR_BallisticCannon_S3,KBAR,3,1,Gun,2850,109.26,250,1184,2995.52,489,2.4
klwe_laserrepeater_pdc_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,KLWE,2,1,Gun,850,26.244,750,1495,1734.2,0,0
klwe_laserrepeater_s1,item_NameKLWE_LaserRepeater_S1,item_NameKLWE_LaserRepeater_S1_short,item_DescKLWE_LaserRepeater_S1,KLWE,1,1,Gun,525,17.496,750,1500,1605,0,0
klwe_laserrepeater_s1_atls,item_NameKLWE_LaserRepeater_S1,item_NameKLWE_LaserRepeater_S1_short,item_DescKLWE_LaserRepeater_S1,KLWE,1,1,Gun,525,11.3,750,1500,1605,0,0
klwe_laserrepeater_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,KLWE,2,1,Gun,850,26.244,750,1495,1734.2,0,0
klwe_laserrepeater_s3,item_NameKLWE_LaserRepeater_S3,item_NameKLWE_LaserRepeater_S3_short,item_DescKLWE_LaserRepeater_S3,KLWE,3,1,Gun,1500,43.65,750,1480,1924,0,0
klwe_laserrepeater_s4,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,KLWE,4,1,Gun,1650,65.43,750,1440,2246.4,0,0
klwe_laserrepeater_s4_lowpoly,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,KLWE,4,1,Gun,1650,65.43,750,1440,2246.4,0,0
klwe_laserrepeater_s5,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,2640,98.19,750,1390,3197,0,0
klwe_laserrepeater_s5_idris_m,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,78000,750,750,1390,3197,0,0
klwe_laserrepeater_s5_lowpoly,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,2640,98.19,750,1390,3197,0,0
klwe_laserrepeater_s5_turret,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,KLWE,5,1,Gun,,98.19,750,1390,3197,0,0
klwe_laserrepeater_s6,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,KLWE,6,1,Gun,4224,147.33,750,1350,4806,0,0
klwe_laserrepeater_s6_lowpoly,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,KLWE,6,1,Gun,4224,147.33,750,1350,4806,0,0
klwe_massdriver_s1,item_NameKLWE_MassDriver_S1,item_NameKLWE_MassDriver_S1_short,item_DescKLWE_MassDriver_S1,KLWE,1,1,Gun,1050,225,30,1155,3003,105,0
klwe_massdriver_s10,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,KLWE,10,1,Gun,727680,144160,6,939.4,11996.138,1500,50
klwe_massdriver_s10_lowpoly,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,KLWE,10,1,Gun,727680,144160,6,939.4,11996.138,1500,50
klwe_massdriver_s2,item_NameKLWE_MassDriver_S2,item_NameKLWE_MassDriver_S2_short,item_DescKLWE_MassDriver_S2,KLWE,2,1,Gun,2050,525,30,1151.15,3234.7315,105,0
klwe_massdriver_s3,item_NameKLWE_MassDriver_S3,item_NameKLWE_MassDriver_S3_short,item_DescKLWE_MassDriver_S3,KLWE,3,1,Gun,3050,1125,30,1139.6,3601.136,102,0
krig_ballisticgatling_bespoke_s4,item_NameKRIG_Wolf_BallisticGatling_S4,item_NameKRIG_Wolf_BallisticGatling_S4_short,item_DescKRIG_Wolf_BallisticGatling_S4,KRIG,4,1,Gun,2000,63,950,1296,2799.36,4200,0.9
krig_ballisticgatling_s2,item_NameKRIG_BallisticGatling_S2,item_NameKRIG_BallisticGatling_S3_short,item_DescKRIG_BallisticGatling_S2,KRIG,2,1,NoseMounted,850,22.5,1200,1345.5,2166.255,4626,0.3351955
krig_lasercannon_s3,item_NameKRIG_LaserCannon_S3,item_NameKRIG_LaserCannon_S3_short,item_DescKRIG_LaserCannon_S3,KRIG,3,1,Gun,2850,218.7,150,1184,2403.52,0,0
krig_laserrepeater_bespoke_s4,item_NameKRIG_Wolf_LaserRepeater_S4,item_NameKRIG_Wolf_LaserRepeater_S4_short,item_DescKRIG_Wolf_LaserRepeater_S4,KRIG,4,1,Gun,1650,85,750,1440,2246.4,0,0
kron_lasercannon_s1,item_NameKRON_LaserCannon_S1,item_NameKRON_LaserCannon_S1_short,item_DescKRON_LaserCannon_S1,KRON,1,1,Gun,550,49.248,250,1200,2004,0,0
kron_lasercannon_s2,item_NameKRON_LaserCannon_S2,item_NameKRON_LaserCannon_S2_short,item_DescKRON_LaserCannon_S2,KRON,2,1,Gun,850,74.034,250,1196,2164.76,0,0
kron_lasercannon_s3,item_NameKRON_LaserCannon_S3,item_NameKRON_LaserCannon_S3_short,item_DescKRON_LaserCannon_S3,KRON,3,1,Gun,1024,110.808,250,1184,2403.52,0,0
mxox_neutroncannon_s1,item_NameMXOX_NeutronCannon_S1,item_NameMXOX_NeutronCannon_S1_short,item_DescMXOX_NeutronCannon_S1,MXOX,1,1,Gun,550,101.2,150,765,1246.95,0,0
mxox_neutroncannon_s2,item_NameMXOX_NeutronCannon_S2,item_NameMXOX_NeutronCannon_S2_short,item_DescMXOX_NeutronCannon_S2,MXOX,2,1,Gun,850,152.8,150,762.45,1349.5365,0,0
mxox_neutroncannon_s3,item_NameMXOX_NeutronCannon_S3,item_NameMXOX_NeutronCannon_S3_short,item_DescMXOX_NeutronCannon_S3,MXOX,3,1,Gun,850,220.7,150,754.8,1502.052,0,0
mxox_neutronrepeater_s1,item_NameMXOX_NeutronRepeater_S1,item_NameMXOX_NeutronRepeater_S1_short,item_DescMXOX_NeutronRepeater_S1,MXOX,1,1,Gun,525,37.98,500,1275,2001.75,0,0
mxox_neutronrepeater_s2,item_NameMXOX_NeutronRepeater_S2,item_NameMXOX_NeutronRepeater_S2_short,item_DescMXOX_NeutronRepeater_S2,MXOX,2,1,Gun,850,56.97,500,1270.75,2160.275,0,0
mxox_neutronrepeater_s3,item_NameMXOX_NeutronRepeater_S3,item_NameMXOX_NeutronRepeater_S3_short,item_DescMXOX_NeutronRepeater_S3,MXOX,3,1,Gun,1024,85.5,500,1258,2402.78,0,0
none_laserrepeater_s1,item_NameHRST_Pyro_LaserRepeater_S1,item_NameHRST_Pyro_LaserRepeater_S1_short,item_DescHRST_Pyro_LaserRepeater_S1,HRST,1,1,Gun,524,36,350,1500,1605,0,0
none_laserrepeater_s2,item_NameHRST_Pyro_LaserRepeater_S2,item_NameHRST_Pyro_LaserRepeater_S2_short,item_DescHRST_Pyro_LaserRepeater_S2,HRST,2,1,Gun,850,59,350,1495,1734.2,0,0
none_laserrepeater_s3,item_NameHRST_Pyro_LaserRepeater_S3,item_NameHRST_Pyro_LaserRepeater_S3_short,item_DescHRST_Pyro_LaserRepeater_S3,HRST,3,1,Gun,1024,92,350,1480,1924,0,1800
prar_distortionscattergun_s4,item_NamePRAR_DistortionScatterGun_S4,item_NamePRAR_DistortionScatterGun_S4_short,item_DescPRAR_DistortionScatterGun_S4,PRAR,4,1,Gun,1650,60,60,777.6,1049.76,0,0
prar_distortionscattergun_s5,item_NamePRAR_DistortionScatterGun_S5,item_NamePRAR_DistortionScatterGun_S5_short,item_DescPRAR_DistortionScatterGun_S5,PRAR,5,1,Gun,2640,90,60,750.6,1501.2,0,0
prar_distortionscattergun_s6,item_NamePRAR_DistortionScatterGun_S6,item_NamePRAR_DistortionScatterGun_S6_short,item_DescPRAR_DistortionScatterGun_S6,PRAR,6,1,Gun,4224,130,60,729,2252.61,0,0
rpod_s1_fski_3x_s3,item_NameFSKI_S1_RPOD_3x_S3,,item_DescFSKI_S1_RPOD_3x_S3,FSKI,1,1,Rocket,500,150,60,700,2100,6,11
rpod_s1_hrst_6x_s1,item_NameHRST_S1_RPOD_6x_S1,,item_DescHRST_S1_RPOD_6x_S1,HRST,1,1,Rocket,500,150,60,700,2100,12,11
rpod_s1_thcn_4x_s2,item_NameTHCN_S1_RPOD_4x_S2,,item_DescTHCN_S1_RPOD_4x_S2,THCN,1,1,Rocket,500,150,60,700,2100,8,11
rpod_s2_fski_6x_s3,item_NameFSKI_S2_RPOD_6x_S3,,item_DescFSKI_S2_RPOD_6x_S3,FSKI,2,1,Rocket,750,150,60,700,2100,12,11
rpod_s2_hrst_12x_s1,item_NameHRST_S2_RPOD_12x_S1,,item_DescHRST_S2_RPOD_12x_S1,HRST,2,1,Rocket,750,150,60,700,2100,24,11
rpod_s2_thcn_8x_s2,item_NameTHCN_S2_RPOD_8x_S2,,item_DescTHCN_S2_RPOD_8x_S2,THCN,2,1,Rocket,750,150,60,700,2100,16,11
rpod_s3_fski_9x_s3,item_NameHRST_S3_RPOD_18x_S1,,item_DescHRST_S3_RPOD_18x_S1,FSKI,3,1,Rocket,1000,150,60,700,2100,18,11
rpod_s3_hrst_18x_s1,item_NameHRST_S3_RPOD_18x_S1,item_NameHRST_S3_RPOD_18x_S1,item_DescHRST_S3_RPOD_18x_S1,HRST,3,1,Rocket,1000,150,60,700,2100,36,11
rpod_s3_thcn_12x_s2,item_NameTHCN_S3_RPOD_12x_S2,item_NameTHCN_S3_RPOD_12x_S2,item_DescTHCN_S3_RPOD_12x_S2,THCN,3,1,Rocket,1000,150,60,700,2100,24,11
rsi_ballisticcannon_s5_meteor_bespoke,item_NameRSI_BallisticCannon_Meteor_Bespoke,item_NameRSI_BallisticCannon_Meteor_Bespoke_Short,item_DescRSI_BallisticCannon_Meteor_Bespoke,RSI,5,1,Gun,2500,1600,60,1112,5004,720,0
rsi_bespoke_ballisticcannon_a,item_NameRSI_Bespoke_BallisticCannon_A,item_ShortRSI_Bespoke_BallisticCannon_A,item_DescRSI_Bespoke_BallisticCannon_A,RSI,6,1,Gun,5600,3400,50,1112,5004,2700,6.666667
rsi_meteor_laserrepeater_s5,item_NameRSI_LaserRepeater_S5,item_NameRSI_LaserRepeater_S5_short,item_DescRSI_LaserRepeater_S5,RSI,5,1,Gun,1550,95,800,1390,3197,0,0
rsi_perseus_ballisticcannon_b_s8,item_NameRSI_BallisticCannon_S8,item_NameRSI_BallisticCannon_S8,item_DescRSI_BallisticCannon_S8,RSI,8,1,Gun,30000,5400,50,1016,9702.8,900,6.3
toag_lasergatling_s2,item_NameTOAG_LaserGatling_S2,item_NameTOAG_LaserGatling_S2_short,item_DescTOAG_LaserGatling_S2,XIAN,2,1,Gun,850,17.1,1100,1345.5,1722.24,0,0
toag_laserrepeater_s3,item_NameTOAG_LaserRepeater_S3,item_NameTOAG_LaserRepeater_S3_short,item_DescTOAG_LaserRepeater_S3,XIAN,3,1,Gun,1024,36.45,750,1480,1924,0,0
vanduul_laserbeam_s12_tsg,item_NameHRST_LaserBeam_S10_Bespoke,,item_DescHRST_LaserBeam_S10_Bespoke,HRST,10,1,Gun,750000,,,1200,8004,0,
vncl_gen2_laserbeam_s9,item_NameVNCL_Gen2_LaserBeam_S9,item_NameVNCL_Gen2_LaserBeam_S9_short,item_DescVNCL_Gen2_LaserBeam_S9,,9,1,Gun,466,,,1240,7923.6,0,
vncl_gen2_lasercannon_s1,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,400,85,60,1200,2004,0,0
vncl_gen2_laserrepeater_s6,item_NameVNCL_Gen2_LaserRepeater_S6,item_NameVNCL_Gen2_LaserRepeater_S6_short,item_DescVNCL_Gen2_LaserRepeater_S6,,6,1,Gun,10200,64,750,1350,4806,0,0
vncl_gen2_plasmacannon_s2,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,800,156.9231,350,1136.2,2431.468,0,0
vncl_gen2_plasmacannon_s4,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,800,185.4545,100,1094.4,3151.872,0,0
vncl_gen2_plasmacannon_s5,item_NameVNCL_PlasmaCannon_S5,item_NameVNCL_PlasmaCannon_S5_short,item_DescVNCL_PlasmaCannon_S5,VNCL,5,1,Gun,5500,972,50,1056.4,4500.264,0,0
vncl_gen2_plasmacannon_s8,item_NameVNCL_Gen2_PlasmaCannon_S8,item_NameVNCL_Gen2_PlasmaCannon_S8_short,item_DescVNCL_Gen2_PlasmaCannon_S8,,8,1,Gun,2780,4671.27,60,965.2,8725.408,0,0
vncl_gen2_tachyonbeam_s10,item_NameVNCL_Gen2_TachyonCannon_S10,item_NameVNCL_Gen2_TachyonCannon_S10_short,item_DescVNCL_Gen2_TachyonCannon_S10,,10,1,Gun,1670,,,1200,8004,0,
vncl_gen2_tachyoncannon_s7,item_NameVNCL_Gen2_TachyonCannon_S7,item_NameVNCL_Gen2_TachyonCannon_S7_short,item_DescVNCL_Gen2_TachyonCannon_S7,,7,1,Gun,400,125,60,917,10921.47,0,0
vncl_lasercannon_s1,item_NameVNCL_LaserCannon_S1,item_NameVNCL_LaserCannon_S1_short,item_DescVNCL_LaserCannon_S1,VNCL,1,1,Gun,550,72.9,350,1200,2004,0,0
vncl_lasercannon_s2,item_NameVNCL_LaserCannon_S2,item_NameVNCL_LaserCannon_S2_short,item_DescVNCL_LaserCannon_S2,VNCL,2,1,Gun,850,89.1,350,1196,2164.76,0,0
vncl_neutroncannon_s5,item_NameVNCL_NeutronCannon_S5,item_NameVNCL_NeutronCannon_S5_short,item_DescVNCL_NeutronCannon_S5,VNCL,5,1,Gun,2640,567,,708.9,2502.417,0,
vncl_plasmacannon_s2,item_NameVNCL_PlasmaCannon_S2,item_NameVNCL_PlasmaCannon_S2,item_NameVNCL_PlasmaCannon_S2,VNCL,2,1,Gun,850,273.132,100,1136.2,2431.468,0,0
vncl_plasmacannon_s3,item_NameVNCL_PlasmaCannon_S3,item_NameVNCL_PlasmaCannon_S3,item_NameVNCL_PlasmaCannon_S3,VNCL,3,1,Gun,1024,526.5,100,1124.8,2699.52,0,0
vncl_plasmacannon_s5,item_NameVNCL_PlasmaCannon_S5,item_NameVNCL_PlasmaCannon_S5_short,item_DescVNCL_PlasmaCannon_S5,VNCL,5,1,Gun,1050,972,50,1056.4,4500.264,0,0
