Template Class,Contract Class Type,Owner GUID,Owner Class,Display Type GUID,Display Type Class,Illegal,Show Life Time In MobiGlas,Pre Show Objectives,Has Complete Button,Handles Abandon Request,Can Be Shared,Display Allied Markers,Only Owner Can Complete,Fail If Sent To Prison,Fail If Became Criminal,Fail If Leave Prison,Mission Completion Time,Mission Auto End,Mission Result After Timer End,Remaining Time To Show Timer,Objective Count,Mission Property Count,Objective Handler Types,Objective Handler Modules,Objective Display Keys,Travel Objective Keys,Return Objective Keys,Override Mission Details Keys,Nav Point Name Keys,String Hash Keys,Location Tag GUIDs,Location Tag Classes,Record GUID,Record Path
HaulCargo_Multi3ToSingle_Small_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,f3fe54d1-2dc4-4615-bda5-45ab1a48f2bb,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small_waste.xml
HaulCargo_Multi3ToSingle_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,40498b9e-c157-454b-ac1e-a7204615c564,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small.xml
HaulCargo_Multi3ToSingle_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,40498b9e-c157-454b-ac1e-a7204615c564,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_small.xml
HaulCargo_Multi3ToSingle_Supply_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,057d1cb1-251b-4c58-878b-07e85079824a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_carbon.xml
HaulCargo_Multi3ToSingle_Supply_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,057d1cb1-251b-4c58-878b-07e85079824a,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_carbon.xml
HaulCargo_Multi3ToSingle_Supply_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,f198f782-4959-47f4-8c92-a3739488a73c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_potassium.xml
HaulCargo_Multi3ToSingle_Supply_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,f198f782-4959-47f4-8c92-a3739488a73c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_potassium.xml
HaulCargo_Multi3ToSingle_Supply_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,1fdf4e80-48c9-45db-b0b5-46115e381693,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_waste.xml
HaulCargo_Multi3ToSingle_Supply_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,1fdf4e80-48c9-45db-b0b5-46115e381693,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply_waste.xml
HaulCargo_Multi3ToSingle_Supply,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,8125b177-38e0-4283-a9ff-f61d9d2b05ed,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply.xml
HaulCargo_Multi3ToSingle_Supply,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,8125b177-38e0-4283-a9ff-f61d9d2b05ed,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle_supply.xml
HaulCargo_Multi3ToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a4cf16de-1833-4b75-ba50-5ec2310cda4d,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle.xml
HaulCargo_Multi3ToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,10,ObjectiveHandler_Hauling,,,,,,,,,,a4cf16de-1833-4b75-ba50-5ec2310cda4d,libs/foundry/records/contracts/contracttemplates/haulcargo_multi3tosingle.xml
HaulCargo_Multi4ToSingle_Bulk_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,8fa52d00-6ecf-40e0-84e3-614d1809cd3c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_carbon.xml
HaulCargo_Multi4ToSingle_Bulk_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,8fa52d00-6ecf-40e0-84e3-614d1809cd3c,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_carbon.xml
HaulCargo_Multi4ToSingle_Bulk_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,da4fe150-51c2-4f76-bc4b-f111291ebe0e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_potassium.xml
HaulCargo_Multi4ToSingle_Bulk_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,da4fe150-51c2-4f76-bc4b-f111291ebe0e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_potassium.xml
HaulCargo_Multi4ToSingle_Bulk_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,5f2f7251-854d-46fb-83b8-20004db50fb8,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_waste.xml
HaulCargo_Multi4ToSingle_Bulk_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,5f2f7251-854d-46fb-83b8-20004db50fb8,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk_waste.xml
HaulCargo_Multi4ToSingle_Bulk,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f09ba85e-df4b-4d25-a0d9-19d108ba2824,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk.xml
HaulCargo_Multi4ToSingle_Bulk,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f09ba85e-df4b-4d25-a0d9-19d108ba2824,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_bulk.xml
HaulCargo_Multi4ToSingle_Small_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,b7f69553-b796-4a57-bf72-6e3a979320ff,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_small_waste.xml
HaulCargo_Multi4ToSingle_Small_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,b7f69553-b796-4a57-bf72-6e3a979320ff,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_small_waste.xml
HaulCargo_Multi4ToSingle_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f72fdded-4d7d-4296-8eca-9fca3b516507,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_small.xml
HaulCargo_Multi4ToSingle_Small,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,f72fdded-4d7d-4296-8eca-9fca3b516507,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_small.xml
HaulCargo_Multi4ToSingle_Supply_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,44a2271f-35fe-497b-8db2-f4a89a37bd8f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_carbon.xml
HaulCargo_Multi4ToSingle_Supply_Carbon,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,44a2271f-35fe-497b-8db2-f4a89a37bd8f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_carbon.xml
HaulCargo_Multi4ToSingle_Supply_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,499b602e-c494-48c6-b328-59c9b4e59d6f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_potassium.xml
HaulCargo_Multi4ToSingle_Supply_Potassium,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,499b602e-c494-48c6-b328-59c9b4e59d6f,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_potassium.xml
HaulCargo_Multi4ToSingle_Supply_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,84d8e51f-70be-49c5-968d-95f19565e747,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_waste.xml
HaulCargo_Multi4ToSingle_Supply_Waste,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,84d8e51f-70be-49c5-968d-95f19565e747,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply_waste.xml
HaulCargo_Multi4ToSingle_Supply,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,8c104798-9825-441f-81e0-e9a5c93ee467,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply.xml
HaulCargo_Multi4ToSingle_Supply,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,8c104798-9825-441f-81e0-e9a5c93ee467,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle_supply.xml
HaulCargo_Multi4ToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,b7a7d0b7-959a-48f6-8b1d-032b204cbc6e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle.xml
HaulCargo_Multi4ToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,,,,b7a7d0b7-959a-48f6-8b1d-032b204cbc6e,libs/foundry/records/contracts/contracttemplates/haulcargo_multi4tosingle.xml
HaulCargo_MultiToSingle_2to1_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,2,18,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_2_MultiToSingleToken,,,abcfce7e-65a6-4674-a761-19fe7ff64d5f,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_2to1_combatencounter.xml
HaulCargo_MultiToSingle_2to1_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,2,18,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_2_MultiToSingleToken,,,abcfce7e-65a6-4674-a761-19fe7ff64d5f,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_2to1_combatencounter.xml
HaulCargo_MultiToSingle_2to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,HaulCargo_2_MultiToSingleToken,,,61c0a0d0-95c6-45dd-aa7f-2627280fa2bf,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_2to1.xml
HaulCargo_MultiToSingle_2to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,HaulCargo_2_MultiToSingleToken,,,61c0a0d0-95c6-45dd-aa7f-2627280fa2bf,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_2to1.xml
HaulCargo_MultiToSingle_3to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,13,ObjectiveHandler_Hauling,,,,,,,HaulCargo_3_MultiToSingleToken,,,99ec3776-b045-40de-b91e-048b0ee54a8a,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_3to1.xml
HaulCargo_MultiToSingle_3to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,13,ObjectiveHandler_Hauling,,,,,,,HaulCargo_3_MultiToSingleToken,,,99ec3776-b045-40de-b91e-048b0ee54a8a,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_3to1.xml
HaulCargo_MultiToSingle_4to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,16,ObjectiveHandler_Hauling,,,,,,,HaulCargo_4_MultiToSingleToken,,,b67cf976-ac9e-4678-bb68-ec4b22e04837,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_4to1.xml
HaulCargo_MultiToSingle_4to1,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,16,ObjectiveHandler_Hauling,,,,,,,HaulCargo_4_MultiToSingleToken,,,b67cf976-ac9e-4678-bb68-ec4b22e04837,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle_4to1.xml
HaulCargo_MultiToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,e6f11fd4-4e58-4632-a930-5c15f899f962,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle.xml
HaulCargo_MultiToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,6,ObjectiveHandler_Hauling,,,,,,,,,,e6f11fd4-4e58-4632-a930-5c15f899f962,libs/foundry/records/contracts/contracttemplates/haulcargo_multitosingle.xml
HaulCargo_OpenDelivery,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,1,1,0,0,0,1,0,1,1,0,0,0,Failed,0,1,6,ObjectiveHandler_Hauling,,,,,,,,,,436846f0-d577-40c2-84c6-3004d53f922b,libs/foundry/records/contracts/contracttemplates/haulcargo_opendelivery.xml
HaulCargo_OpenDelivery,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,1,1,0,0,0,1,0,1,1,0,0,0,Failed,0,1,6,ObjectiveHandler_Hauling,,,,,,,,,,436846f0-d577-40c2-84c6-3004d53f922b,libs/foundry/records/contracts/contracttemplates/haulcargo_opendelivery.xml
HaulCargo_SingleToMulti_1to2_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,3,25,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_2_SingleToMultiToken,,,8bb310d9-f6c6-4b9b-b022-00d8c1b746d8,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to2_combatencounter.xml
HaulCargo_SingleToMulti_1to2_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,3,25,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_2_SingleToMultiToken,,,8bb310d9-f6c6-4b9b-b022-00d8c1b746d8,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to2_combatencounter.xml
HaulCargo_SingleToMulti_1to2,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,HaulCargo_2_SingleToMultiToken,,,6ccca55d-0b84-42b7-a9bd-96b48e3f7839,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to2.xml
HaulCargo_SingleToMulti_1to2,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,11,ObjectiveHandler_Hauling,,,,,,,HaulCargo_2_SingleToMultiToken,,,6ccca55d-0b84-42b7-a9bd-96b48e3f7839,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to2.xml
HaulCargo_SingleToMulti_1to3_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,4,37,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_3_SingleToMultiToken,,,57f4df8b-35d3-4436-ab47-7479ac579175,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to3_combatencounter.xml
HaulCargo_SingleToMulti_1to3_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,4,37,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_3_SingleToMultiToken,,,57f4df8b-35d3-4436-ab47-7479ac579175,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to3_combatencounter.xml
HaulCargo_SingleToMulti_1to3,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,16,ObjectiveHandler_Hauling,,,,,,,HaulCargo_3_SingleToMultiToken,,,76e3338a-6069-47d2-af22-3082ed017982,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to3.xml
HaulCargo_SingleToMulti_1to3,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,1,16,ObjectiveHandler_Hauling,,,,,,,HaulCargo_3_SingleToMultiToken,,,76e3338a-6069-47d2-af22-3082ed017982,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to3.xml
HaulCargo_SingleToMulti_1to4_CombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,93f265dd-c971-49fe-b87b-96cccaae9362,Hauling,0,0,1,1,0,1,1,1,1,1,0,300,1,Failed,15,5,46,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,HaulCargo_4_SingleToMultiToken,,,5d7d061b-734b-4309-9a5f-b4cf13a95111,libs/foundry/records/contracts/contracttemplates/haulcargo_singletomulti_1to4_combatencounter.xml
